locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
PingshanStreet;PingshanStreet1;PS1204;50;2019-04-21 12:07:00;;;;cmn;cmnSSIDv3;2,0;2,0;3,0;2,0;4,0;3,0;4,0;4,0;4,0;2,0;2,0;3,0;3,0;2,0;2,0;4,0;4,0;4,0;4,0;3,0;3,0;4,0;72,0;22,0;Male;UniversityGraduate;;Student;;;;;;Leaving;Group;58,36;69,04;62,14;79,33;73,46;71,94;67,34;64,79;64,18;68,19;60,72;79,29;72,61;71,15;66,33;63,88;63,31;65,68;56,3;76,86;71,37;69,18;62,78;58,96;58,14;24,8;0,0;38,7;21,7;15,5;12,2;11,6;2,25;0,0;3,71;2,86;2,68;2,2;1,89;1,83;0,0312;0,0143;0,141;0,0487;0,0435;0,0293;0,0211;0,0195;0,251;0,0;2,1;0,816;0,589;0,137;0,0294;0,0192;0,0385;0,0127;0,102;0,0772;0,0613;0,0342;0,0197;0,0163;0,431;0,208;1,07;0,646;0,581;0,409;0,314;0,292;58,7;56,0;49,3;69,61;63,71;61,43;55,48;51,77;51,0;15,2;1,22;74,0;32,0;26,1;13,1;6,47;5,23;-0,2;-5,24;56,78;42,06;33,88;15,18;-1,65;-2,3
PingshanStreet;PingshanStreet2;PS2231;50;2019-04-22 12:20:00;;;;cmn;cmnSSIDv3;2,0;1,0;4,0;3,0;3,0;4,0;2,0;4,0;2,0;3,0;4,0;1,0;2,0;4,0;3,0;3,0;3,0;3,0;3,0;4,0;4,0;4,0;72,0;24,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Alone;165,98;67,6;58,45;84,17;72,02;70,14;63,79;61,14;60,59;65,8;55,87;83,74;69,73;67,45;61,62;58,94;58,35;64,48;48,75;85,36;67,61;65,0;56,02;51,59;50,69;18,1;0,0;43,3;15,8;10,1;7,61;7,21;2,15;0,0;5,44;2,99;2,67;2,04;1,74;1,68;0,0252;0,0108;0,135;0,0398;0,0345;0,0237;0,017;0,0156;0,315;0,0;5,77;1,09;0,686;0,11;0,0142;0,00782;0,0411;0,00584;0,204;0,116;0,0782;0,031;0,0145;0,0121;0,457;0,184;2,38;0,812;0,672;0,402;0,293;0,269;57,22;49,77;40,85;69,13;58,93;56,65;48,74;44,41;43,43;13,1;0,0454;191,0;33,5;25,3;10,0;4,1;3,14;-0,38;-2,29;58,55;36,85;32,37;16,65;5,65;3,0
PingshanStreet;PingshanStreet1;PS1183;7;2019-04-21 10:16:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;2,0;5,0;5,0;2,0;2,0;3,0;5,0;4,0;3,0;1,0;1,0;4,0;4,0;1,0;2,0;2,0;2,0;1,0;4,0;44,0;32,0;Male;SomeCollege;;Employed;;;;;;Leaving;Alone;138,53;68,88;61,32;86,26;73,19;71,62;66,96;63,72;63,02;67,63;59,34;80,28;72,36;70,6;65,7;62,2;61,55;64,77;50,83;80,26;70,56;68,59;60,8;55,84;54,88;20,5;0,0;33,7;18,4;12,9;10,2;9,64;2,09;0,0;3,29;2,59;2,46;2,06;1,8;1,74;0,0286;0,0119;0,157;0,0473;0,0401;0,0267;0,0189;0,0173;0,343;0,0;3,53;1,03;0,768;0,208;0,0347;0,0202;0,0539;0,00911;0,171;0,117;0,0927;0,0471;0,0211;0,0183;0,446;0,168;2,17;0,738;0,623;0,416;0,299;0,275;56,8;53,45;43,3;68,27;61,28;59,64;52,91;48,76;47,89;17,4;0,572;104,0;41,4;33,7;14,0;5,67;4,45;-0,19;-5,27;59,58;39,05;30,57;12,09;-3,34;-3,84
PingshanStreet;PingshanStreet2;PS2210;7;2019-04-22 10:21:00;;;;cmn;cmnSSIDv3;4,0;4,0;2,0;2,0;3,0;4,0;3,0;3,0;3,0;4,0;3,0;3,0;2,0;2,0;4,0;4,0;4,0;3,0;3,0;3,0;3,0;3,0;60,0;18,0;Male;SomeCollege;;Student;;;;;;Leaving;Couple;106,93;77,43;58,52;94,59;84,47;81,51;67,83;62,14;61,3;70,08;56,15;86,14;76,25;73,81;64,71;59,49;58,69;60,31;48,15;77,17;65,06;63,36;56,46;51,45;50,68;17,3;0,0;36,4;15,7;10,4;7,66;7,28;1,93;0,0;4,58;2,42;2,27;1,9;1,61;1,55;0,0265;0,00956;0,12;0,0438;0,037;0,0245;0,0176;0,0163;0,218;0,0;2,14;0,671;0,459;0,0936;0,0119;0,00613;0,0391;0,00648;0,186;0,101;0,0855;0,0275;0,0133;0,0102;0,43;0,083;1,43;0,735;0,631;0,392;0,286;0,252;53,5;49,34;38,73;70,26;56,64;54,9;48,97;44,08;43,4;12,4;0,13;106,0;31,4;25,2;9,32;3,77;2,93;-1,63;-7,54;73,82;34,07;28,48;8,93;-4,95;-5,95
PingshanStreet;PingshanStreet1;PS1184;8;2019-04-21 10:19:00;;;;cmn;cmnSSIDv3;1,0;5,0;3,0;3,0;3,0;3,0;4,0;3,0;2,0;3,0;3,0;3,0;2,0;1,0;4,0;5,0;4,0;3,0;2,0;3,0;3,0;4,0;60,0;30,0;Male;UniversityGraduate;;Employed;;;;;;Staying;Group;189,08;71,24;59,2;87,99;76,8;73,67;67,31;62,75;61,85;69,6;57,8;86,32;75,48;72,56;66,22;60,86;59,96;67,89;50,21;87,91;72,95;70,09;62,91;54,51;53,41;23,5;0,0;52,0;20,1;14,8;9,15;8,54;2,02;0,0;5,31;2,55;2,37;1,97;1,72;1,65;0,0308;0,0102;0,119;0,0506;0,0448;0,0292;0,0195;0,0177;0,331;0,0;6,46;1,08;0,771;0,166;0,0285;0,0159;0,0512;0,00385;0,239;0,117;0,0948;0,0438;0,0139;0,00969;0,43;0,0843;2,06;0,755;0,645;0,391;0,276;0,252;61,32;54,38;42,91;72,64;64,17;61,52;55,09;47,36;46,18;16,4;0,0349;143,0;42,9;33,6;12,5;4,38;3,31;-0,43;-8,02;63,72;41,54;34,9;11,02;-5,14;-6,22
PingshanStreet;PingshanStreet2;PS2211;8;2019-04-22 10:24:00;;;;cmn;cmnSSIDv3;3,0;4,0;3,0;4,0;4,0;4,0;5,0;4,0;2,0;2,0;4,0;1,0;4,0;3,0;1,0;5,0;4,0;4,0;3,0;3,0;3,0;2,0;60,0;24,0;Male;SomePostgraduate;;Student;;;;;;Arriving;Alone;76,76;77,12;60,29;92,97;82,67;80,98;72,29;65,34;64,13;70,89;58,24;88,72;76,71;74,47;66,81;60,76;59,88;61,06;49,86;75,86;67,05;64,45;57,08;52,17;51,29;17,8;0,0;33,0;15,8;10,8;8,34;7,99;2,08;0,0;3,96;2,57;2,45;2,04;1,76;1,7;0,0271;0,0103;0,142;0,0448;0,0381;0,025;0,0176;0,0161;0,181;0,0;2,03;0,534;0,374;0,0898;0,0137;0,0078;0,0416;0,00445;0,187;0,0956;0,0734;0,0368;0,0115;0,00853;0,473;0,18;1,78;0,842;0,677;0,425;0,31;0,288;53,61;50,13;42,92;65,12;58,41;55,89;49,48;45,19;44,3;13,9;0,215;126,0;34,2;26,9;10,9;4,18;3,14;-1,81;3,24;72,73;35,79;26,87;14,59;8,04;6,26
PingshanStreet;PingshanStreet1;PS1185;9;2019-04-21 10:24:00;;;;cmn;cmnSSIDv3;3,0;2,0;5,0;4,0;4,0;3,0;4,0;4,0;3,0;2,0;4,0;2,0;3,0;4,0;2,0;4,0;4,0;4,0;2,0;3,0;4,0;4,0;68,0;27,0;Male;UniversityGraduate;;Student;;;;;;Leaving;Alone;164,25;68,97;60,88;85,59;73,63;71,92;66,4;63,55;62,93;67,95;59,23;85,42;72,46;70,62;65,13;62,14;61,48;65,2;51,88;85,92;70,31;68,18;60,26;55,16;54,29;21,1;0,0;63,3;19,0;12,7;9,73;9,28;2,06;0,0;4,46;2,69;2,48;2,01;1,72;1,65;0,0289;0,0116;0,171;0,0467;0,0407;0,0267;0,019;0,0173;0,254;0,0;2,34;0,798;0,576;0,126;0,0168;0,00821;0,0588;0,0106;0,287;0,131;0,108;0,0501;0,0225;0,0187;0,456;0,106;2,82;0,758;0,653;0,419;0,302;0,275;57,57;53,12;44,73;77,62;61,58;59,75;52,5;47,69;46,9;16,8;0,695;183,0;41,0;32,6;13,4;5,42;4,27;-0,24;-3,79;58,05;41,02;32,18;13,93;-0,65;-1,49
PingshanStreet;PingshanStreet2;PS2211;9;2019-04-22 10:24:00;;;;cmn;cmnSSIDv3;1,0;3,0;4,0;4,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;2,0;3,0;5,0;1,0;1,0;0,0;0,0;0,0;0,0;4,0;21,0;Male;TradeTechVocation;;Employed;;;;;;Leaving;Couple;76,76;77,12;60,29;92,97;82,67;80,98;72,29;65,34;64,13;70,89;58,24;88,72;76,71;74,47;66,81;60,76;59,88;61,06;49,86;75,86;67,05;64,45;57,08;52,17;51,29;17,8;0,0;33,0;15,8;10,8;8,34;7,99;2,08;0,0;3,96;2,57;2,45;2,04;1,76;1,7;0,0271;0,0103;0,142;0,0448;0,0381;0,025;0,0176;0,0161;0,181;0,0;2,03;0,534;0,374;0,0898;0,0137;0,0078;0,0416;0,00445;0,187;0,0956;0,0734;0,0368;0,0115;0,00853;0,473;0,18;1,78;0,842;0,677;0,425;0,31;0,288;53,61;50,13;42,92;65,12;58,41;55,89;49,48;45,19;44,3;13,9;0,215;126,0;34,2;26,9;10,9;4,18;3,14;-1,81;3,24;72,73;35,79;26,87;14,59;8,04;6,26
SanMarco;SanMarco1;AM06;30;2019-02-28 13:35:30;2019-02-28 13:48:52;45,433663;12,339658;eng;engISO2018;1,0;4,0;3,0;1,0;3,0;4,0;4,0;3,0;2,0;2,0;3,0;1,0;4,0;4,0;3,0;2,0;3,0;4,0;4,0;3,0;3,0;2,0;64,0;;Female;UniversityGraduate;White;Employed;;;Tourist;;;PassingThrough;Couple;33,83;72,74;69,12;78,68;75,65;74,48;72,41;70,93;70,45;72,37;68,8;78,61;75,43;74,19;71,94;70,5;70,07;68,14;63,28;77,11;72,12;70,74;67,1;64,78;64,44;24,3;0,0;32,4;22,6;19,0;16,9;16,4;1,81;0,0;2,57;2,13;2,03;1,79;1,63;1,59;0,0402;0,0196;0,12;0,0595;0,0537;0,0387;0,0289;0,0265;0,3;0,0;2,32;0,747;0,56;0,233;0,115;0,0943;0,027;0,0113;0,0654;0,0533;0,0479;0,0224;0,0136;0,0129;0,367;0,185;0,666;0,528;0,489;0,351;0,276;0,26;58,89;57,93;53,71;66,61;62,51;61,41;57,68;55,78;55,26;14,6;1,96;62,7;28,6;24,2;13,0;6,83;5,66;-1,99;-10,84;63,43;40,29;30,96;9,51;-6,71;-8,09
SanMarco;SanMarco1;ML111;30;2019-02-28 13:49:01;2019-02-28 14:09:42;45,433663;12,339658;ita;itaSSIDv1;2,0;2,0;3,0;2,0;4,0;3,0;5,0;1,0;3,0;1,0;5,0;1,0;4,0;4,0;2,0;1,0;4,0;4,0;1,0;1,0;1,0;4,0;44,0;;Male;HighSchoolGraduate;White;Student;;;Tourist;;;Arriving;Group;122,15;68,86;65,61;81,15;70,9;70,01;68,23;67,06;66,79;68,54;65,24;81,1;70,68;69,74;67,86;66,63;66,35;64,8;59,57;81,08;67,72;66,44;63,42;61,47;60,98;20,0;0,0;39,1;18,5;15,7;14,0;13,7;1,83;0,0;3,21;2,12;2,01;1,8;1,67;1,64;0,0363;0,0147;0,213;0,0523;0,0471;0,0347;0,0261;0,024;0,194;0,0;3,63;0,568;0,38;0,109;0,024;0,014;0,0186;0,00452;0,0916;0,0419;0,0307;0,0148;0,00848;0,00712;0,359;0,215;1,29;0,535;0,466;0,338;0,275;0,26;56,68;55,25;50,81;68,84;59,69;58,06;54,86;52,83;52,35;11,0;0,59;85,3;22,9;18,3;9,48;4,96;4,07;-0,93;-9,06;55,25;38,51;29,51;7,95;-6,62;-7,6
SanMarco;SanMarco1;AM06;31;2019-02-28 13:30:58;2019-02-28 13:48:30;45,433663;12,339658;eng;engISO2018;1,0;4,0;4,0;2,0;3,0;2,0;2,0;2,0;5,0;2,0;4,0;4,0;2,0;3,0;2,0;1,0;5,0;2,0;2,0;3,0;1,0;1,0;36,0;;Male;UniversityGraduate;White;Employed;;;Tourist;;;PassingThrough;Couple;33,83;72,74;69,12;78,68;75,65;74,48;72,41;70,93;70,45;72,37;68,8;78,61;75,43;74,19;71,94;70,5;70,07;68,14;63,28;77,11;72,12;70,74;67,1;64,78;64,44;24,3;0,0;32,4;22,6;19,0;16,9;16,4;1,81;0,0;2,57;2,13;2,03;1,79;1,63;1,59;0,0402;0,0196;0,12;0,0595;0,0537;0,0387;0,0289;0,0265;0,3;0,0;2,32;0,747;0,56;0,233;0,115;0,0943;0,027;0,0113;0,0654;0,0533;0,0479;0,0224;0,0136;0,0129;0,367;0,185;0,666;0,528;0,489;0,351;0,276;0,26;58,89;57,93;53,71;66,61;62,51;61,41;57,68;55,78;55,26;14,6;1,96;62,7;28,6;24,2;13,0;6,83;5,66;-1,99;-10,84;63,43;40,29;30,96;9,51;-6,71;-8,09
SanMarco;SanMarco1;ML130;31;2019-02-28 14:18:37;2019-02-28 14:40:16;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;4,0;1,0;4,0;3,0;4,0;1,0;3,0;1,0;4,0;1,0;4,0;4,0;3,0;3,0;3,0;4,0;3,0;3,0;1,0;4,0;60,0;;Female;HighSchoolGraduate;White;Student;;;Tourist;;;;;30,85;70,34;66,38;79,59;73,16;72,14;69,9;67,98;67,46;70,12;66,06;79,57;73,06;71,98;69,63;67,66;67,15;66,8;60,86;77,22;70,59;69,24;65,67;63,26;62,61;22,6;0,0;35,0;21,1;17,5;15,3;14,7;1,89;0,0;3,63;2,33;2,16;1,85;1,66;1,63;0,0371;0,0197;0,0887;0,0552;0,0496;0,0363;0,0273;0,0252;0,262;0,0;2,17;0,779;0,554;0,172;0,0543;0,0335;0,0312;0,0109;0,15;0,112;0,0795;0,0199;0,0127;0,0117;0,374;0,219;1,29;0,603;0,469;0,344;0,272;0,253;59,01;57,43;52,37;67,84;62,15;60,87;57,03;54,51;54,05;13,3;1,16;91,1;31,0;23,0;10,9;5,87;4,92;-1,38;-7,95;58,11;39,58;33,87;9,18;-5,73;-6,24
SanMarco;SanMarco1;AM07;32;2019-02-28 13:48:34;2019-02-28 14:01:07;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;4,0;5,0;1,0;5,0;1,0;1,0;1,0;5,0;1,0;5,0;4,0;3,0;1,0;5,0;5,0;4,0;5,0;1,0;5,0;80,0;;Female;TradeTechVocation;White;Employed;;;Tourist;;;Arriving;Alone;30,46;70,9;68,17;75,07;72,98;72,24;70,61;69,34;68,97;70,73;67,91;75,01;72,87;72,12;70,42;69,11;68,73;66,75;61,78;71,56;69,38;68,73;66,34;64,26;63,87;22,0;0,0;29,5;21,0;18,5;16,6;16,1;1,82;0,0;3,02;2,16;2,01;1,78;1,65;1,62;0,0413;0,0207;0,108;0,0611;0,0543;0,0398;0,0292;0,0265;0,254;0,0;1,7;0,622;0,473;0,208;0,0826;0,0611;0,0171;0,00725;0,0638;0,0304;0,0262;0,0157;0,0104;0,01;0,348;0,196;1,62;0,54;0,466;0,316;0,258;0,245;58,11;57,46;51,71;63,68;60,39;59,64;57,45;55,34;54,96;11,8;1,01;77,8;26,1;20,2;9,88;5,35;4,48;-1,64;-8,69;57,6;38,88;30,32;10,63;-5,23;-6,22
SanMarco;SanMarco1;ML130;32;2019-02-28 14:18:37;2019-02-28 14:40:16;45,433663;12,339658;ita;itaSSIDv1;3,0;4,0;5,0;3,0;2,0;5,0;3,0;2,0;1,0;3,0;4,0;1,0;3,0;4,0;3,0;3,0;3,0;1,0;0,0;2,0;1,0;0,0;16,0;;Male;SomeHighSchool;White;Employed;;;Tourist;;;Leaving;Group;30,85;70,34;66,38;79,59;73,16;72,14;69,9;67,98;67,46;70,12;66,06;79,57;73,06;71,98;69,63;67,66;67,15;66,8;60,86;77,22;70,59;69,24;65,67;63,26;62,61;22,6;0,0;35,0;21,1;17,5;15,3;14,7;1,89;0,0;3,63;2,33;2,16;1,85;1,66;1,63;0,0371;0,0197;0,0887;0,0552;0,0496;0,0363;0,0273;0,0252;0,262;0,0;2,17;0,779;0,554;0,172;0,0543;0,0335;0,0312;0,0109;0,15;0,112;0,0795;0,0199;0,0127;0,0117;0,374;0,219;1,29;0,603;0,469;0,344;0,272;0,253;59,01;57,43;52,37;67,84;62,15;60,87;57,03;54,51;54,05;13,3;1,16;91,1;31,0;23,0;10,9;5,87;4,92;-1,38;-7,95;58,11;39,58;33,87;9,18;-5,73;-6,24
SanMarco;SanMarco1;ML103;36;2019-02-28 12:57:42;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;3,0;4,0;2,0;2,0;4,0;4,0;1,0;1,0;1,0;5,0;3,0;3,0;4,0;4,0;1,0;3,0;1,0;2,0;0,0;4,0;3,0;40,0;;Male;HighSchoolGraduate;White;Student;;;Other;Alma Mater Bologna;;;;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71
SanMarco;SanMarco1;ML133;36;2019-02-28 15:04:15;2019-02-28 15:10:36;45,433663;12,339658;ita;itaSSIDv1;1,0;1,0;3,0;3,0;4,0;4,0;5,0;4,0;2,0;2,0;4,0;2,0;4,0;4,0;2,0;5,0;5,0;4,0;3,0;4,0;4,0;5,0;80,0;;Female;SomeHighSchool;White;Employed;;;Tourist;;;;Group;60,59;72,64;67,69;80,13;76,35;75,46;71,03;69,43;69,0;72,16;67,38;80,05;75,74;74,9;70,63;69,02;68,58;67,07;61,16;78,08;71,5;69,41;65,29;63,15;62,55;24,4;0,0;39,3;22,4;18,3;15,7;15,2;1,87;0,0;3,18;2,26;2,12;1,84;1,66;1,59;0,0384;0,018;0,133;0,0597;0,0516;0,0364;0,0266;0,0247;0,246;0,0;3,15;0,732;0,545;0,164;0,0492;0,0341;0,0228;0,00601;0,154;0,0974;0,0528;0,0147;0,00746;0,00703;0,344;0,187;1,05;0,538;0,459;0,322;0,255;0,241;59,13;57,2;52,11;70,31;63,14;60,81;56,78;54,16;53,49;11,9;0,345;77,4;29,7;20,9;9,5;5,08;4,2;-2,92;-9,3;62,85;41,81;31,79;9,19;-5,72;-7,6
SanMarco;SanMarco1;ML103;37;2019-02-28 12:57:42;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;3,0;5,0;1,0;4,0;4,0;4,0;2,0;3,0;3,0;4,0;1,0;4,0;4,0;3,0;3,0;4,0;3,0;2,0;3,0;4,0;4,0;64,0;;Male;SomeCollege;White;Student;;;Tourist;;;;;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71
SanMarco;SanMarco1;ML133;37;2019-02-28 15:04:15;2019-02-28 15:10:36;45,433663;12,339658;ita;itaSSIDv1;3,0;2,0;4,0;1,0;2,0;3,0;3,0;3,0;2,0;3,0;3,0;2,0;3,0;2,0;3,0;3,0;3,0;1,0;2,0;1,0;1,0;3,0;32,0;;Male;SomeHighSchool;White;Retired;;;Tourist;;;Leaving;Alone;60,59;72,64;67,69;80,13;76,35;75,46;71,03;69,43;69,0;72,16;67,38;80,05;75,74;74,9;70,63;69,02;68,58;67,07;61,16;78,08;71,5;69,41;65,29;63,15;62,55;24,4;0,0;39,3;22,4;18,3;15,7;15,2;1,87;0,0;3,18;2,26;2,12;1,84;1,66;1,59;0,0384;0,018;0,133;0,0597;0,0516;0,0364;0,0266;0,0247;0,246;0,0;3,15;0,732;0,545;0,164;0,0492;0,0341;0,0228;0,00601;0,154;0,0974;0,0528;0,0147;0,00746;0,00703;0,344;0,187;1,05;0,538;0,459;0,322;0,255;0,241;59,13;57,2;52,11;70,31;63,14;60,81;56,78;54,16;53,49;11,9;0,345;77,4;29,7;20,9;9,5;5,08;4,2;-2,92;-9,3;62,85;41,81;31,79;9,19;-5,72;-7,6
SanMarco;SanMarco1;ML103;38;2019-02-28 12:33:17;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;4,0;4,0;2,0;2,0;5,0;4,0;4,0;1,0;2,0;4,0;2,0;2,0;2,0;4,0;1,0;3,0;4,0;4,0;4,0;2,0;5,0;76,0;;Female;PostgraduateDegree;White;Student;;;Tourist;;;PassingThrough;Group;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71
SanMarco;SanMarco1;ML133;38;2019-02-28 15:05:10;2019-02-28 15:12:40;45,433663;12,339658;ita;itaSSIDv1;4,0;3,0;5,0;2,0;3,0;4,0;4,0;3,0;2,0;2,0;4,0;1,0;4,0;2,0;3,0;4,0;4,0;2,0;2,0;1,0;0,0;1,0;24,0;;Female;HighSchoolGraduate;White;Employed;;;Tourist;;;Leaving;Group;60,59;72,64;67,69;80,13;76,35;75,46;71,03;69,43;69,0;72,16;67,38;80,05;75,74;74,9;70,63;69,02;68,58;67,07;61,16;78,08;71,5;69,41;65,29;63,15;62,55;24,4;0,0;39,3;22,4;18,3;15,7;15,2;1,87;0,0;3,18;2,26;2,12;1,84;1,66;1,59;0,0384;0,018;0,133;0,0597;0,0516;0,0364;0,0266;0,0247;0,246;0,0;3,15;0,732;0,545;0,164;0,0492;0,0341;0,0228;0,00601;0,154;0,0974;0,0528;0,0147;0,00746;0,00703;0,344;0,187;1,05;0,538;0,459;0,322;0,255;0,241;59,13;57,2;52,11;70,31;63,14;60,81;56,78;54,16;53,49;11,9;0,345;77,4;29,7;20,9;9,5;5,08;4,2;-2,92;-9,3;62,85;41,81;31,79;9,19;-5,72;-7,6
SanMarco;SanMarco1;ML103;39;2019-02-28 12:57:42;2019-02-28 13:04:51;45,433663;12,339658;eng;engISO2018;1,0;3,0;5,0;2,0;3,0;4,0;4,0;1,0;2,0;3,0;4,0;2,0;3,0;4,0;3,0;1,0;3,0;4,0;4,0;4,0;3,0;4,0;76,0;;Female;;White;Student;;;Tourist;;;PassingThrough;Group;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71
SanMarco;SanMarco2;ML202;39;2019-03-01 14:15:00;2019-03-01 14:25:00;45,433663;12,339658;ita;itaSSIDv1;1,0;2,0;5,0;4,0;2,0;4,0;4,0;2,0;2,0;3,0;4,0;2,0;2,0;4,0;3,0;2,0;3,0;4,0;2,0;3,0;2,0;3,0;56,0;;Female;HighSchoolGraduate;White;Employed;;;Tourist;;;;;34,86;82,27;68,33;98,54;89,54;80,95;72,74;69,92;69,54;82,18;67,88;98,55;89,53;80,86;71,92;69,36;69,11;81,86;61,97;98,44;89,42;80,63;67,67;63,83;63,43;40,7;0,0;80,8;33,2;20,6;16,7;16,2;2,18;0,0;4,62;3,14;2,86;2,04;1,76;1,71;0,0397;0,0159;0,195;0,0688;0,055;0,0363;0,0264;0,0246;0,425;0,0;11,4;1,75;0,927;0,131;0,0299;0,0188;0,0669;0,00646;0,279;0,197;0,166;0,0412;0,0144;0,00968;0,473;0,186;1,45;0,896;0,734;0,422;0,286;0,261;70,24;61,82;53,9;82,05;75,3;71,43;59,87;55,64;55,04;18,9;0,945;170,0;57,6;39,9;12,3;5,64;4,63;-9,94;-7,93;74,15;50,98;42,57;14,42;-5,2;-5,9
