locationid;sessionid;recordid;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
CarloV;CarloV1;1396;69,31;53,82;84,17;76,57;73,39;62,36;56,22;55,61;61,81;51,94;76,73;68,26;65,77;58,13;53,91;53,39;55,93;44,1;69,99;61,05;58,25;51,55;47,25;46,52;10,8;0,0;22,5;9,47;6,57;5,13;4,85;1,6;0,0;2,73;1,99;1,88;1,59;1,36;1,29;0,0254;0,0109;0,0664;0,0435;0,0376;0,0234;0,0162;0,0149;0,205;0,0;1,38;0,592;0,401;0,125;0,0236;0,0139;0,0312;0,0127;0,0856;0,058;0,0505;0,0285;0,0182;0,0156;0,51;0,233;1,41;0,841;0,727;0,482;0,333;0,305;12,2;0,719;84,4;27,3;21,6;10,2;5,03;3,83;-3,07;-16,57;66,15;29,66;20,05;-0,42;-13,85;-14,77
CarloV;CarloV1;1397;69,31;53,82;84,17;76,57;73,39;62,36;56,22;55,61;61,81;51,94;76,73;68,26;65,77;58,13;53,91;53,39;55,93;44,1;69,99;61,05;58,25;51,55;47,25;46,52;10,8;0,0;22,5;9,47;6,57;5,13;4,85;1,6;0,0;2,73;1,99;1,88;1,59;1,36;1,29;0,0254;0,0109;0,0664;0,0435;0,0376;0,0234;0,0162;0,0149;0,205;0,0;1,38;0,592;0,401;0,125;0,0236;0,0139;0,0312;0,0127;0,0856;0,058;0,0505;0,0285;0,0182;0,0156;0,51;0,233;1,41;0,841;0,727;0,482;0,333;0,305;12,2;0,719;84,4;27,3;21,6;10,2;5,03;3,83;-3,07;-16,57;66,15;29,66;20,05;-0,42;-13,85;-14,77
CarloV;CarloV1;1394;58,36;49,08;75,27;63,13;60,84;53,55;50,92;50,51;52,43;46,74;67,47;55,91;54,37;50,04;48,07;47,79;47,63;38,82;58,36;54,1;50,91;44,27;40,72;40,23;6,76;0,0;8,81;6,04;3,93;3,04;2,88;1,99;0,0;4,6;3,8;3,31;1,65;1,23;1,17;0,0216;0,00793;0,122;0,0406;0,0311;0,0191;0,0131;0,0119;0,167;0,0;1,31;0,465;0,344;0,0819;0,0133;0,00775;0,0208;0,00945;0,0411;0,036;0,0321;0,0194;0,0124;0,011;0,626;0,333;1,94;1,04;0,88;0,565;0,436;0,413;9,09;0,066;56,3;20,6;16,9;7,66;2,96;2,3;-1,54;-21,13;53,61;22,4;18,99;-3,61;-19,26;-19,77
CarloV;CarloV1;1398;53,0;48,86;61,87;55,68;54,5;52,42;51,04;50,75;50,43;46,14;58,32;53,75;52,1;49,87;48,6;48,26;46,19;38,58;55,77;50,28;48,92;44,95;42,42;41,93;6,12;0,0;8,31;5,6;4,26;3,5;3,24;1,66;0,0;3,8;2,57;2,16;1,6;1,32;1,27;0,0207;0,00942;0,111;0,0314;0,0278;0,0196;0,0141;0,0131;0,128;0,0;0,923;0,395;0,255;0,0611;0,0145;0,00892;0,0252;0,0101;0,0523;0,0486;0,0409;0,0226;0,0131;0,0119;0,614;0,313;1,26;0,985;0,876;0,573;0,419;0,388;9,23;0,0;43,6;20,6;16,7;7,82;3,47;2,59;-0,32;-20,98;45,8;19,62;15,77;-7,78;-19,45;-19,86
CarloV;CarloV1;1403;57,0;51,68;67,75;62,6;59,7;55,27;53,09;52,65;51,79;48,7;57,9;53,77;53,03;51,52;50,15;49,78;44,73;40,4;52,95;47,51;46,74;44,22;41,75;41,37;5,78;0,0;8,56;5,44;4,52;3,6;3,45;2,04;0,0;3,31;2,58;2,46;2,06;1,53;1,42;0,0181;0,009;0,0531;0,0271;0,0246;0,0171;0,0127;0,0116;0,122;0,0;1,03;0,335;0,229;0,0744;0,0217;0,0145;0,0311;0,0112;0,0566;0,0482;0,0448;0,0311;0,019;0,0161;0,496;0,288;1,38;0,784;0,646;0,46;0,369;0,354;9,2;0,447;43,6;19,1;16,5;8,19;3,3;2,54;-1,49;-20,27;52,52;17,23;14,89;-7,33;-17,7;-18,51
CarloV;CarloV1;1404;57,0;51,68;67,75;62,6;59,7;55,27;53,09;52,65;51,79;48,7;57,9;53,77;53,03;51,52;50,15;49,78;44,73;40,4;52,95;47,51;46,74;44,22;41,75;41,37;5,78;0,0;8,56;5,44;4,52;3,6;3,45;2,04;0,0;3,31;2,58;2,46;2,06;1,53;1,42;0,0181;0,009;0,0531;0,0271;0,0246;0,0171;0,0127;0,0116;0,122;0,0;1,03;0,335;0,229;0,0744;0,0217;0,0145;0,0311;0,0112;0,0566;0,0482;0,0448;0,0311;0,019;0,0161;0,496;0,288;1,38;0,784;0,646;0,46;0,369;0,354;9,2;0,447;43,6;19,1;16,5;8,19;3,3;2,54;-1,49;-20,27;52,52;17,23;14,89;-7,33;-17,7;-18,51
CarloV;CarloV1;573;74,22;59,59;87,37;80,53;78,39;69,36;62,22;61,26;65,66;57,51;77,86;70,68;68,96;62,79;59,9;59,55;60,7;53,97;74,98;64,88;62,78;58,43;56,04;55,45;14,1;0,0;34,1;13,3;10,9;9,17;8,8;1,73;0,0;5,34;2,05;1,93;1,69;1,52;1,48;0,0312;0,0151;0,0955;0,0457;0,0415;0,0292;0,0223;0,021;0,156;0,0;0,866;0,398;0,316;0,122;0,0413;0,031;0,0278;0,00911;0,108;0,0567;0,0453;0,0226;0,0141;0,012;0,454;0,22;1,08;0,638;0,583;0,437;0,341;0,325;12,9;0,988;116,0;24,2;20,2;11,6;6,23;5,13;-1,14;-9,54;71,82;33,09;28,66;16,93;2,39;0,05
CarloV;CarloV1;577;59,87;54,45;69,5;63,89;62,56;58,59;56,53;56,09;56,65;53,03;62,42;59,31;58,55;56,15;54,5;54,11;52,15;46,98;59,25;55,7;54,55;51,26;49,1;48,37;8,53;0,0;11,6;8,04;6,59;5,66;5,49;1,55;0,0;2,32;1,81;1,73;1,53;1,39;1,36;0,0245;0,0114;0,0987;0,0373;0,033;0,023;0,0176;0,0164;0,154;0,0;1,06;0,416;0,31;0,111;0,0331;0,0233;0,0189;0,00789;0,0598;0,0393;0,0328;0,0163;0,0115;0,0105;0,393;0,191;1,07;0,771;0,515;0,348;0,279;0,263;8,61;0,688;41,7;18,2;14,8;7,48;3,79;3,04;-0,84;-19,19;54,1;23,98;17,55;-4,74;-16,37;-17,24
CarloV;CarloV1;580;77,46;65,77;88,02;82,51;80,94;75,11;70,52;69,53;66,52;56,76;76,32;72,05;70,57;63,59;59,48;58,55;49,03;43,95;59,99;52,13;51,0;48,09;45,5;45,17;7,03;0,0;11,4;6,49;5,45;4,62;4,44;1,44;0,0;2,16;1,8;1,7;1,41;1,26;1,22;0,0214;0,00936;0,0591;0,0327;0,0302;0,0205;0,0141;0,0129;0,118;0,0;0,894;0,345;0,26;0,0619;0,018;0,0122;0,0178;0,00965;0,0385;0,0331;0,0294;0,0159;0,011;0,0103;0,372;0,226;0,665;0,496;0,455;0,364;0,295;0,279;7,72;0,049;57,0;16,5;13,2;6,63;3,19;2,4;-4,72;-20,24;75,11;22,58;14,22;-10,71;-18,33;-18,82
CarloV;CarloV1;581;74,44;60,49;87,21;80,4;78,16;68,93;64,12;63,16;64,81;54,91;76,86;70,12;68,55;61,19;57,55;56,89;55,4;45,39;67,64;61,83;59,41;51,78;48,46;47,73;11,7;0,0;16,2;10,3;7,13;5,9;5,56;1,65;0,0;2,88;2,14;2,0;1,59;1,35;1,29;0,0308;0,00941;0,278;0,0791;0,0502;0,0232;0,0163;0,0147;0,25;0,0;1,65;0,801;0,575;0,158;0,0422;0,0296;0,036;0,0119;0,109;0,0781;0,0613;0,0282;0,018;0,0158;0,432;0,0733;1,64;0,745;0,641;0,41;0,272;0,242;12,5;0,576;67,2;26,4;21,4;10,9;4,93;3,87;-1,39;-16,51;72,06;25,24;18,11;-1,32;-14,08;-14,76
CarloV;CarloV1;582;77,84;59,37;86,57;83,11;81,85;75,91;68,3;65,68;67,28;56,19;77,55;72,27;71,0;65,02;60,2;59,29;54,9;47,2;64,48;59,01;57,68;53,66;50,1;48,95;10,3;0,0;13,9;9,58;7,81;6,28;5,89;1,54;0,0;2,42;1,81;1,74;1,52;1,38;1,34;0,0246;0,0119;0,0657;0,0376;0,034;0,0233;0,017;0,0154;0,21;0,0;1,17;0,512;0,416;0,166;0,0528;0,0376;0,0239;0,00864;0,0659;0,0489;0,0407;0,0225;0,0129;0,0114;0,403;0,232;1,18;0,577;0,524;0,379;0,303;0,278;11,5;0,0;49,2;23,9;19,9;9,96;5,02;4,01;-2,97;-18,91;75,41;28,48;19,61;-4,58;-16,91;-17,6
CarloV;CarloV1;583;73,26;57,95;83,0;78,4;77,36;70,29;62,15;60,96;64,29;52,86;75,02;69,61;68,05;61,15;55,81;54,96;49,54;43,54;56,46;53,54;52,71;48,46;45,64;44,96;8,13;0,0;10,8;7,49;5,78;4,62;4,33;1,6;0,0;2,42;1,9;1,82;1,59;1,39;1,33;0,0229;0,0105;0,0736;0,037;0,032;0,0217;0,0155;0,014;0,135;0,0;0,886;0,36;0,282;0,0848;0,0188;0,0122;0,0224;0,0116;0,0424;0,0364;0,0337;0,0208;0,0149;0,0138;0,481;0,215;1,3;0,793;0,703;0,441;0,313;0,289;9,4;0,259;55,2;20,9;16,5;8,13;3,66;2,83;-3,18;-18,29;70,43;22,25;14,74;-3,55;-15,61;-16,55
CarloV;CarloV1;584;74,29;54,0;85,7;80,62;79,15;69,33;57,96;56,49;66,66;51,73;78,89;72,69;71,12;61,69;54,32;53,51;62,49;44,98;78,69;69,7;65,38;52,87;48,26;47,32;17,7;0,0;24,0;14,2;6,96;5,27;4,97;1,79;0,0;3,28;2,61;2,37;1,69;1,38;1,31;0,0217;0,00542;0,0779;0,0365;0,0311;0,0208;0,0134;0,0108;0,586;0,0;4,09;1,98;1,43;0,269;0,0443;0,0266;0,0286;0,00919;0,0821;0,0642;0,0581;0,0238;0,0138;0,012;0,453;0,0263;1,27;0,786;0,677;0,424;0,258;0,131;11,3;0,109;94,4;28,0;21,3;9,03;4,32;3,36;-2,02;-17,6;70,39;33,34;26,7;-0,06;-15,01;-16,01
CarloV;CarloV1;1399;61,43;54,76;72,97;64,64;63,69;60,12;56,91;56,24;59,07;50,6;70,33;63,2;61,78;57,28;53,53;52,91;54,88;44,25;63,38;59,6;58,4;53,24;48,29;46,95;10,4;0,0;14,5;9,67;7,34;5,22;4,85;1,74;0,0;2,76;2,21;2,08;1,71;1,44;1,36;0,0261;0,011;0,132;0,0484;0,0396;0,0237;0,016;0,0145;0,216;0,0;1,06;0,55;0,45;0,16;0,0315;0,0203;0,0374;0,0143;0,0852;0,0659;0,0618;0,0342;0,019;0,0174;0,439;0,145;1,33;0,703;0,598;0,417;0,31;0,284;13,4;0,458;59,3;27,1;22,7;12,0;5,66;4,45;-0,47;-14,45;54,56;26,61;20,26;-0,47;-12,07;-12,76
CarloV;CarloV1;1405;64,14;54,67;75,53;69,76;67,57;60,8;56,94;56,4;57,64;51,48;67,16;62,36;60,47;56,46;53,14;52,8;50,91;42,54;64,61;55,96;54,16;48,92;45,66;44,87;8,56;0,0;18,2;7,56;5,7;4,54;4,25;1,67;0,0;3,48;2,25;2,11;1,61;1,31;1,26;0,0247;0,00979;0,184;0,0439;0,0355;0,0219;0,0155;0,0143;0,153;0,0;0,991;0,436;0,337;0,101;0,0272;0,0178;0,0336;0,00808;0,104;0,0767;0,0471;0,0294;0,0177;0,013;0,443;0,228;1,45;0,703;0,622;0,412;0,3;0,271;11,2;0,598;68,6;24,0;20,0;9,59;4,65;3,62;-1,72;-17,55;59,96;23,48;18,3;0,12;-14,96;-15,53
CarloV;CarloV1;1406;64,14;54,67;75,53;69,76;67,57;60,8;56,94;56,4;57,64;51,48;67,16;62,36;60,47;56,46;53,14;52,8;50,91;42,54;64,61;55,96;54,16;48,92;45,66;44,87;8,56;0,0;18,2;7,56;5,7;4,54;4,25;1,67;0,0;3,48;2,25;2,11;1,61;1,31;1,26;0,0247;0,00979;0,184;0,0439;0,0355;0,0219;0,0155;0,0143;0,153;0,0;0,991;0,436;0,337;0,101;0,0272;0,0178;0,0336;0,00808;0,104;0,0767;0,0471;0,0294;0,0177;0,013;0,443;0,228;1,45;0,703;0,622;0,412;0,3;0,271;11,2;0,598;68,6;24,0;20,0;9,59;4,65;3,62;-1,72;-17,55;59,96;23,48;18,3;0,12;-14,96;-15,53
CampoPrincipe;CampoPrincipe1;10102;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10103;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10104;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10105;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10106;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10107;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10108;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10109;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10110;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10111;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10112;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10113;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10114;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10115;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10116;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10117;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10118;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
CampoPrincipe;CampoPrincipe1;10119;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22
