locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
CampoPrincipe;CampoPrincipe1;CP17;10057;2019-05-16 12:35:00;2019-05-16 12:45:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;2,0;4,0;4,0;4,0;2,0;5,0;2,0;5,0;5,0;3,0;5,0;5,0;4,0;4,0;4,0;4,0;5,0;84,0;22,0;Female;SomeHighSchool;White;Student;;;Other;Erasmus;;Staying;Couple;30,74;67,53;60,75;82,48;70,32;69,06;65,79;62,78;62,26;65,97;60,19;73,28;68,81;68,01;65,4;62,28;61,69;63,03;57,32;68,99;65,94;65,21;62,65;59,26;58,49;17,9;0,0;21,9;17,3;14,7;12,2;11,7;2,13;0,0;2,82;2,45;2,34;2,1;1,96;1,93;0,0324;0,0155;0,0665;0,049;0,0437;0,031;0,0226;0,0209;0,145;0,0;1,19;0,421;0,285;0,0898;0,0224;0,015;0,0134;0,00743;0,0313;0,0226;0,0189;0,0125;0,00895;0,008;0,332;0,225;0,437;0,398;0,383;0,331;0,284;0,268;55,44;54,81;50,25;60,88;57,77;57,23;54,92;51,99;51,5;8,24;0,399;37,6;16,3;13,7;7,38;3,82;3,06;-0,73;-12,77;61,83;35,67;29,23;6,6;-8,94;-11,05;0,6035533905932736;0,10355339059327377
CampoPrincipe;CampoPrincipe1;CP17;10058;2019-05-16 12:35:00;2019-05-16 12:45:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;2,0;5,0;1,0;3,0;1,0;4,0;2,0;4,0;5,0;3,0;5,0;5,0;4,0;4,0;3,0;3,0;4,0;72,0;22,0;Male;SomeHighSchool;White;Student;;;Local;;;Staying;Couple;30,74;67,53;60,75;82,48;70,32;69,06;65,79;62,78;62,26;65,97;60,19;73,28;68,81;68,01;65,4;62,28;61,69;63,03;57,32;68,99;65,94;65,21;62,65;59,26;58,49;17,9;0,0;21,9;17,3;14,7;12,2;11,7;2,13;0,0;2,82;2,45;2,34;2,1;1,96;1,93;0,0324;0,0155;0,0665;0,049;0,0437;0,031;0,0226;0,0209;0,145;0,0;1,19;0,421;0,285;0,0898;0,0224;0,015;0,0134;0,00743;0,0313;0,0226;0,0189;0,0125;0,00895;0,008;0,332;0,225;0,437;0,398;0,383;0,331;0,284;0,268;55,44;54,81;50,25;60,88;57,77;57,23;54,92;51,99;51,5;8,24;0,399;37,6;16,3;13,7;7,38;3,82;3,06;-0,73;-12,77;61,83;35,67;29,23;6,6;-8,94;-11,05;0,7071067811865476;0,45710678118654763
CampoPrincipe;CampoPrincipe1;CP18;10062;2019-05-16 12:38:00;2019-05-16 12:48:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;5,0;4,0;5,0;2,0;3,0;3,0;5,0;1,0;4,0;2,0;4,0;5,0;3,0;5,0;2,0;3,0;3,0;4,0;2,0;3,0;60,0;23,0;Female;SomeCollege;White;Student;Oriente proxima;;Other;Estudianteex Anjera;;PassingThrough;Group;30,65;72,06;66,51;77,7;75,22;74,47;71,46;68,6;68,06;71,92;66,23;77,68;75,19;74,42;71,28;68,35;67,76;69,26;63,13;75,51;72,76;72,06;68,45;65,1;64,47;25,6;0,0;33,7;24,2;19,5;16,3;15,8;1,93;0,0;2,69;2,17;2,09;1,91;1,81;1,79;0,0441;0,0198;0,113;0,0651;0,0583;0,0424;0,0301;0,0279;0,19;0,0;1,9;0,466;0,369;0,142;0,0437;0,0294;0,0263;0,0102;0,055;0,0446;0,0366;0,0254;0,015;0,0122;0,322;0,185;0,505;0,406;0,372;0,322;0,271;0,26;60,62;59,65;55,0;67,65;64,38;63,28;59,43;56,57;56,08;12,1;1,69;48,7;23,0;19,4;11,1;5,81;4,82;-0,09;-13,06;55,87;41,79;33,83;6,78;-10,06;-11,2;0,7071067811865475;-0,04289321881345256
CampoPrincipe;CampoPrincipe1;CP18;10063;2019-05-16 12:38:00;2019-05-16 12:48:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;3,0;3,0;5,0;2,0;3,0;2,0;4,0;1,0;5,0;2,0;5,0;4,0;3,0;4,0;3,0;3,0;1,0;4,0;4,0;1,0;52,0;22,0;Female;SomeCollege;Other;Student;Latina;;Local;;;PassingThrough;Group;30,65;72,06;66,51;77,7;75,22;74,47;71,46;68,6;68,06;71,92;66,23;77,68;75,19;74,42;71,28;68,35;67,76;69,26;63,13;75,51;72,76;72,06;68,45;65,1;64,47;25,6;0,0;33,7;24,2;19,5;16,3;15,8;1,93;0,0;2,69;2,17;2,09;1,91;1,81;1,79;0,0441;0,0198;0,113;0,0651;0,0583;0,0424;0,0301;0,0279;0,19;0,0;1,9;0,466;0,369;0,142;0,0437;0,0294;0,0263;0,0102;0,055;0,0446;0,0366;0,0254;0,015;0,0122;0,322;0,185;0,505;0,406;0,372;0,322;0,271;0,26;60,62;59,65;55,0;67,65;64,38;63,28;59,43;56,57;56,08;12,1;1,69;48,7;23,0;19,4;11,1;5,81;4,82;-0,09;-13,06;55,87;41,79;33,83;6,78;-10,06;-11,2;0,6338834764831843;0,23743686707645814
CampoPrincipe;CampoPrincipe1;CP18;10064;2019-05-16 12:38:00;2019-05-16 12:48:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;1,0;3,0;4,0;5,0;1,0;3,0;4,0;5,0;5,0;2,0;3,0;3,0;4,0;4,0;3,0;3,0;4,0;72,0;22,0;Male;HighSchoolGraduate;White;Student;;;Local;;;PassingThrough;Group;30,65;72,06;66,51;77,7;75,22;74,47;71,46;68,6;68,06;71,92;66,23;77,68;75,19;74,42;71,28;68,35;67,76;69,26;63,13;75,51;72,76;72,06;68,45;65,1;64,47;25,6;0,0;33,7;24,2;19,5;16,3;15,8;1,93;0,0;2,69;2,17;2,09;1,91;1,81;1,79;0,0441;0,0198;0,113;0,0651;0,0583;0,0424;0,0301;0,0279;0,19;0,0;1,9;0,466;0,369;0,142;0,0437;0,0294;0,0263;0,0102;0,055;0,0446;0,0366;0,0254;0,015;0,0122;0,322;0,185;0,505;0,406;0,372;0,322;0,271;0,26;60,62;59,65;55,0;67,65;64,38;63,28;59,43;56,57;56,08;12,1;1,69;48,7;23,0;19,4;11,1;5,81;4,82;-0,09;-13,06;55,87;41,79;33,83;6,78;-10,06;-11,2;0,6338834764831843;-0,46966991411008957
CampoPrincipe;CampoPrincipe1;CP18;10069;2019-05-16 12:38:00;2019-05-16 12:48:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;3,0;4,0;4,0;1,0;2,0;3,0;4,0;2,0;4,0;2,0;4,0;4,0;3,0;5,0;5,0;3,0;3,0;2,0;2,0;3,0;52,0;22,0;Male;HighSchoolGraduate;White;Employed, Student;;;Local;;El agua y vegetacion ayudan;PassingThrough;Group;30,65;72,06;66,51;77,7;75,22;74,47;71,46;68,6;68,06;71,92;66,23;77,68;75,19;74,42;71,28;68,35;67,76;69,26;63,13;75,51;72,76;72,06;68,45;65,1;64,47;25,6;0,0;33,7;24,2;19,5;16,3;15,8;1,93;0,0;2,69;2,17;2,09;1,91;1,81;1,79;0,0441;0,0198;0,113;0,0651;0,0583;0,0424;0,0301;0,0279;0,19;0,0;1,9;0,466;0,369;0,142;0,0437;0,0294;0,0263;0,0102;0,055;0,0446;0,0366;0,0254;0,015;0,0122;0,322;0,185;0,505;0,406;0,372;0,322;0,271;0,26;60,62;59,65;55,0;67,65;64,38;63,28;59,43;56,57;56,08;12,1;1,69;48,7;23,0;19,4;11,1;5,81;4,82;-0,09;-13,06;55,87;41,79;33,83;6,78;-10,06;-11,2;0,42677669529663687;-0,11611652351681563
CampoPrincipe;CampoPrincipe1;CP18;10070;2019-05-16 12:38:00;2019-05-16 12:48:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;4,0;2,0;5,0;1,0;3,0;4,0;5,0;1,0;3,0;2,0;5,0;5,0;3,0;5,0;5,0;5,0;4,0;4,0;5,0;3,0;84,0;21,0;Male;HighSchoolGraduate;White;Student;;;Local;;;PassingThrough;Group;30,65;72,06;66,51;77,7;75,22;74,47;71,46;68,6;68,06;71,92;66,23;77,68;75,19;74,42;71,28;68,35;67,76;69,26;63,13;75,51;72,76;72,06;68,45;65,1;64,47;25,6;0,0;33,7;24,2;19,5;16,3;15,8;1,93;0,0;2,69;2,17;2,09;1,91;1,81;1,79;0,0441;0,0198;0,113;0,0651;0,0583;0,0424;0,0301;0,0279;0,19;0,0;1,9;0,466;0,369;0,142;0,0437;0,0294;0,0263;0,0102;0,055;0,0446;0,0366;0,0254;0,015;0,0122;0,322;0,185;0,505;0,406;0,372;0,322;0,271;0,26;60,62;59,65;55,0;67,65;64,38;63,28;59,43;56,57;56,08;12,1;1,69;48,7;23,0;19,4;11,1;5,81;4,82;-0,09;-13,06;55,87;41,79;33,83;6,78;-10,06;-11,2;0,7803300858899105;-0,32322330470336325
CampoPrincipe;CampoPrincipe1;CP19;10061;2019-05-16 12:40:00;2019-05-16 12:50:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;4,0;5,0;4,0;4,0;3,0;1,0;2,0;3,0;5,0;1,0;3,0;2,0;3,0;4,0;4,0;1,0;0,0;4,0;2,0;3,0;40,0;23,0;Female;SomeCollege;White;Employed, Student;;;Local;;;PassingThrough;Alone;30,79;68,03;60,35;80,6;71,79;70,82;65,94;62,37;61,73;67,04;59,38;73,13;70,79;69,95;65,55;61,9;61,3;64,16;56,61;70,72;68,48;67,31;62,5;58,76;58,15;20,1;0,0;24,1;19,2;14,7;11,8;11,3;2,04;0,0;2,63;2,27;2,21;2,03;1,9;1,87;0,0343;0,0156;0,0686;0,0517;0,047;0,0328;0,0232;0,0208;0,155;0,0;1,15;0,387;0,3;0,108;0,0263;0,0171;0,021;0,0102;0,0411;0,0323;0,0308;0,0199;0,0138;0,0121;0,344;0,212;1,1;0,421;0,403;0,339;0,274;0,259;56,5;55,26;49,63;62,37;59,76;59,15;54,86;51,59;51,14;10,3;0,749;37,8;19,1;16,7;9,66;4,51;3,55;-0,42;-11,25;60,38;37,32;30,81;6,8;-8,1;-9,5;0,10355339059327377;0,7071067811865477
CampoPrincipe;CampoPrincipe1;CP20;10065;2019-05-16 12:45:00;2019-05-16 12:55:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;4,0;3,0;5,0;2,0;1,0;4,0;5,0;2,0;3,0;2,0;4,0;4,0;3,0;5,0;3,0;3,0;2,0;2,0;1,0;3,0;44,0;19,0;Female;SomeCollege;White;Student;;;;;;;;30,79;74,23;62,25;83,31;79,89;78,24;71,81;65,42;64,76;68,05;61,44;74,42;72,34;70,89;66,78;64,03;63,47;65,03;56,25;72,04;69,32;68,22;63,78;59,52;58,92;20,9;0,0;26,0;19,4;15,3;12,1;11,7;1,95;0,0;3,31;2,26;2,14;1,93;1,78;1,75;0,0362;0,0161;0,108;0,0542;0,0488;0,0346;0,025;0,0222;0,231;0,0;1,45;0,555;0,458;0,183;0,059;0,0425;0,0237;0,00942;0,0523;0,0447;0,0405;0,0216;0,0114;0,0109;0,308;0,178;0,905;0,435;0,391;0,296;0,245;0,233;57,16;55,82;49,41;63,43;60,98;59,83;55,68;51,88;51,2;11,0;0,827;46,7;23,2;18,5;9,61;4,89;4,06;-0,51;-14,67;71,05;38,25;30,84;7,04;-11,58;-13,12;0,45710678118654746;-0,3964466094067263
CampoPrincipe;CampoPrincipe1;CP20;10067;2019-05-16 12:45:00;2019-05-16 12:55:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;4,0;2,0;4,0;1,0;1,0;1,0;4,0;1,0;2,0;4,0;4,0;3,0;2,0;5,0;5,0;3,0;2,0;2,0;0,0;3,0;40,0;22,0;Female;HighSchoolGraduate;White;Student;;;Local;;;;;30,79;74,23;62,25;83,31;79,89;78,24;71,81;65,42;64,76;68,05;61,44;74,42;72,34;70,89;66,78;64,03;63,47;65,03;56,25;72,04;69,32;68,22;63,78;59,52;58,92;20,9;0,0;26,0;19,4;15,3;12,1;11,7;1,95;0,0;3,31;2,26;2,14;1,93;1,78;1,75;0,0362;0,0161;0,108;0,0542;0,0488;0,0346;0,025;0,0222;0,231;0,0;1,45;0,555;0,458;0,183;0,059;0,0425;0,0237;0,00942;0,0523;0,0447;0,0405;0,0216;0,0114;0,0109;0,308;0,178;0,905;0,435;0,391;0,296;0,245;0,233;57,16;55,82;49,41;63,43;60,98;59,83;55,68;51,88;51,2;11,0;0,827;46,7;23,2;18,5;9,61;4,89;4,06;-0,51;-14,67;71,05;38,25;30,84;7,04;-11,58;-13,12;0,31066017177982125;-0,335786437626905
CampoPrincipe;CampoPrincipe1;CP21;10071;2019-05-16 12:47:00;2019-05-16 12:57:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;4,0;4,0;4,0;4,0;4,0;2,0;3,0;2,0;4,0;1,0;4,0;4,0;3,0;4,0;4,0;4,0;3,0;3,0;2,0;2,0;56,0;19,0;Female;HighSchoolGraduate;White;Student;;;Other;Estudiante en Granada;;Staying;Couple;30,65;71,54;66,06;79,84;74,16;73,5;70,83;68,63;68,21;71,06;65,17;77,61;74,01;73,31;70,36;67,8;67,23;69,07;63,85;74,31;71,9;71,18;68,41;66,21;65,64;27,2;0,0;33,2;26,0;22,5;19,5;18,8;2,78;0,0;3,72;3,03;2,97;2,78;2,6;2,55;0,0401;0,0197;0,0784;0,0582;0,053;0,0393;0,0294;0,0266;0,219;0,0;1,17;0,566;0,44;0,169;0,0403;0,0249;0,0166;0,0115;0,0372;0,025;0,0229;0,0163;0,0133;0,0124;0,691;0,402;1,11;0,909;0,843;0,679;0,559;0,54;62,64;62,06;57,03;67,26;65,12;64,46;61,96;59,88;59,4;12,0;0,973;47,7;20,8;17,7;11,3;6,85;5,78;-0,41;7,19;56,67;41,72;37,49;21,88;9,63;8,81;0,3535533905932736;0,5
CampoPrincipe;CampoPrincipe1;CP21;10072;2019-05-16 12:47:00;2019-05-16 12:57:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;2,0;4,0;3,0;4,0;1,0;4,0;3,0;4,0;3,0;3,0;5,0;3,0;3,0;3,0;4,0;3,0;2,0;60,0;19,0;Male;HighSchoolGraduate;White;Student;;;Local;;;Staying;Couple;30,65;71,54;66,06;79,84;74,16;73,5;70,83;68,63;68,21;71,06;65,17;77,61;74,01;73,31;70,36;67,8;67,23;69,07;63,85;74,31;71,9;71,18;68,41;66,21;65,64;27,2;0,0;33,2;26,0;22,5;19,5;18,8;2,78;0,0;3,72;3,03;2,97;2,78;2,6;2,55;0,0401;0,0197;0,0784;0,0582;0,053;0,0393;0,0294;0,0266;0,219;0,0;1,17;0,566;0,44;0,169;0,0403;0,0249;0,0166;0,0115;0,0372;0,025;0,0229;0,0163;0,0133;0,0124;0,691;0,402;1,11;0,909;0,843;0,679;0,559;0,54;62,64;62,06;57,03;67,26;65,12;64,46;61,96;59,88;59,4;12,0;0,973;47,7;20,8;17,7;11,3;6,85;5,78;-0,41;7,19;56,67;41,72;37,49;21,88;9,63;8,81;0,6338834764831843;0,030330085889910607
CampoPrincipe;CampoPrincipe1;CP3;10036;2019-05-16 12:03:00;2019-05-16 12:13:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;3,0;2,0;3,0;5,0;1,0;3,0;3,0;5,0;2,0;3,0;3,0;4,0;4,0;3,0;5,0;3,0;3,0;3,0;2,0;4,0;2,0;56,0;25,0;Female;SomeCollege;White;Student;;;Local;;;Leaving;;31,06;61,89;58,62;68,22;64,53;63,58;61,32;60,14;59,85;60,51;56,45;63,63;62,14;61,83;60,37;58,99;58,53;55,88;50,86;59,18;57,96;57,3;55,88;53,34;52,8;12,0;0,0;13,5;11,7;10,5;8,72;8,41;1,95;0,0;2,49;2,34;2,25;1,99;1,74;1,71;0,026;0,0124;0,0538;0,0371;0,0338;0,0256;0,0187;0,0173;0,0916;0,0;0,522;0,213;0,178;0,063;0,0196;0,0129;0,00624;0,00341;0,0118;0,0102;0,00899;0,00597;0,00421;0,00383;0,275;0,157;0,463;0,342;0,323;0,273;0,228;0,214;49,03;48,55;44,07;51,77;50,89;50,46;48,9;46,15;45,71;5,14;0,124;18,0;9,9;8,46;4,77;2,33;1,78;-2,04;-19,96;52,98;30,04;23,98;-4,12;-17,58;-18,39;0,6035533905932737;-0,2928932188134525
CampoPrincipe;CampoPrincipe1;CP3;10040;2019-05-16 12:03:00;2019-05-16 12:13:00;37,172598;-3,59129;spa;spaSSIDv1;4,0;3,0;3,0;4,0;3,0;1,0;1,0;3,0;4,0;1,0;5,0;1,0;4,0;5,0;3,0;5,0;3,0;3,0;3,0;5,0;1,0;4,0;64,0;21,0;Female;SomeCollege;White;Student;;;Local;;;;;31,06;61,89;58,62;68,22;64,53;63,58;61,32;60,14;59,85;60,51;56,45;63,63;62,14;61,83;60,37;58,99;58,53;55,88;50,86;59,18;57,96;57,3;55,88;53,34;52,8;12,0;0,0;13,5;11,7;10,5;8,72;8,41;1,95;0,0;2,49;2,34;2,25;1,99;1,74;1,71;0,026;0,0124;0,0538;0,0371;0,0338;0,0256;0,0187;0,0173;0,0916;0,0;0,522;0,213;0,178;0,063;0,0196;0,0129;0,00624;0,00341;0,0118;0,0102;0,00899;0,00597;0,00421;0,00383;0,275;0,157;0,463;0,342;0,323;0,273;0,228;0,214;49,03;48,55;44,07;51,77;50,89;50,46;48,9;46,15;45,71;5,14;0,124;18,0;9,9;8,46;4,77;2,33;1,78;-2,04;-19,96;52,98;30,04;23,98;-4,12;-17,58;-18,39;0,42677669529663687;-0,012563132923541767
CampoPrincipe;CampoPrincipe1;CP3;10041;2019-05-16 12:03:00;2019-05-16 12:13:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;5,0;4,0;5,0;2,0;2,0;3,0;4,0;3,0;4,0;4,0;3,0;3,0;3,0;4,0;3,0;2,0;3,0;2,0;2,0;48,0;20,0;Female;SomeCollege;White;Student;;;Other;Estudiante procedeute de las Islas Canarias;Mejorable;;;31,06;61,89;58,62;68,22;64,53;63,58;61,32;60,14;59,85;60,51;56,45;63,63;62,14;61,83;60,37;58,99;58,53;55,88;50,86;59,18;57,96;57,3;55,88;53,34;52,8;12,0;0,0;13,5;11,7;10,5;8,72;8,41;1,95;0,0;2,49;2,34;2,25;1,99;1,74;1,71;0,026;0,0124;0,0538;0,0371;0,0338;0,0256;0,0187;0,0173;0,0916;0,0;0,522;0,213;0,178;0,063;0,0196;0,0129;0,00624;0,00341;0,0118;0,0102;0,00899;0,00597;0,00421;0,00383;0,275;0,157;0,463;0,342;0,323;0,273;0,228;0,214;49,03;48,55;44,07;51,77;50,89;50,46;48,9;46,15;45,71;5,14;0,124;18,0;9,9;8,46;4,77;2,33;1,78;-2,04;-19,96;52,98;30,04;23,98;-4,12;-17,58;-18,39;-0,2928932188134527;0,10355339059327386
CampoPrincipe;CampoPrincipe1;CP4;10037;2019-05-16 12:05:00;2019-05-16 12:15:00;37,172598;-3,59129;spa;spaSSIDv1;2,0;3,0;4,0;5,0;5,0;2,0;3,0;4,0;5,0;2,0;3,0;2,0;5,0;5,0;2,0;5,0;4,0;2,0;0,0;1,0;1,0;4,0;32,0;22,0;Male;SomeCollege;White;Student;;;Local;;Sonido del agua;Arriving;;32,68;61,18;56,7;74,0;65,07;62,63;59,25;57,99;57,73;58,43;55,77;66,52;60,85;59,66;57,8;56,79;56,56;55,68;53,46;60,11;57,4;56,95;55,41;54,44;54,21;11,6;0,0;15,0;11,2;10,0;9,26;9,08;2,36;0,0;2,88;2,54;2,5;2,37;2,21;2,17;0,0225;0,0111;0,0428;0,0323;0,0295;0,0218;0,0166;0,0152;0,063;0,0;0,448;0,129;0,0901;0,0238;0,00574;0,00236;0,00691;0,00354;0,0194;0,0149;0,013;0,00571;0,00435;0,00391;0,398;0,24;0,645;0,483;0,464;0,397;0,33;0,306;49,36;49,14;47,26;53,71;50,91;50,41;49,0;48,06;47,92;5,82;0,137;26,3;10,9;9,27;5,34;2,88;2,31;-0,57;-11,57;54,41;29,57;27,37;7,87;-9,22;-9,93;0,6035533905932736;-0,2500000000000001
CampoPrincipe;CampoPrincipe1;CP4;10038;2019-05-16 12:05:00;2019-05-16 12:15:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;5,0;5,0;1,0;3,0;5,0;5,0;1,0;2,0;3,0;5,0;5,0;3,0;5,0;4,0;1,0;0,0;1,0;0,0;2,0;16,0;23,0;Female;HighSchoolGraduate;White;Student;;;Local;;;Arriving;;32,68;61,18;56,7;74,0;65,07;62,63;59,25;57,99;57,73;58,43;55,77;66,52;60,85;59,66;57,8;56,79;56,56;55,68;53,46;60,11;57,4;56,95;55,41;54,44;54,21;11,6;0,0;15,0;11,2;10,0;9,26;9,08;2,36;0,0;2,88;2,54;2,5;2,37;2,21;2,17;0,0225;0,0111;0,0428;0,0323;0,0295;0,0218;0,0166;0,0152;0,063;0,0;0,448;0,129;0,0901;0,0238;0,00574;0,00236;0,00691;0,00354;0,0194;0,0149;0,013;0,00571;0,00435;0,00391;0,398;0,24;0,645;0,483;0,464;0,397;0,33;0,306;49,36;49,14;47,26;53,71;50,91;50,41;49,0;48,06;47,92;5,82;0,137;26,3;10,9;9,27;5,34;2,88;2,31;-0,57;-11,57;54,41;29,57;27,37;7,87;-9,22;-9,93;0,7071067811865475;-0,6035533905932737
CampoPrincipe;CampoPrincipe1;CP4;10039;2019-05-16 12:05:00;2019-05-16 12:15:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;3,0;5,0;5,0;2,0;5,0;4,0;4,0;1,0;5,0;4,0;4,0;5,0;3,0;5,0;5,0;1,0;1,0;2,0;0,0;3,0;28,0;19,0;Female;SomeCollege;White;Student;;;Local;;;PassingThrough;Alone;32,68;61,18;56,7;74,0;65,07;62,63;59,25;57,99;57,73;58,43;55,77;66,52;60,85;59,66;57,8;56,79;56,56;55,68;53,46;60,11;57,4;56,95;55,41;54,44;54,21;11,6;0,0;15,0;11,2;10,0;9,26;9,08;2,36;0,0;2,88;2,54;2,5;2,37;2,21;2,17;0,0225;0,0111;0,0428;0,0323;0,0295;0,0218;0,0166;0,0152;0,063;0,0;0,448;0,129;0,0901;0,0238;0,00574;0,00236;0,00691;0,00354;0,0194;0,0149;0,013;0,00571;0,00435;0,00391;0,398;0,24;0,645;0,483;0,464;0,397;0,33;0,306;49,36;49,14;47,26;53,71;50,91;50,41;49,0;48,06;47,92;5,82;0,137;26,3;10,9;9,27;5,34;2,88;2,31;-0,57;-11,57;54,41;29,57;27,37;7,87;-9,22;-9,93;0,6338834764831842;0,03033008588991079
CampoPrincipe;CampoPrincipe1;CP5;10026;2019-05-16 12:05:00;2019-05-16 12:15:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;5,0;5,0;2,0;3,0;2,0;5,0;1,0;2,0;3,0;4,0;3,0;3,0;4,0;4,0;3,0;3,0;2,0;1,0;4,0;52,0;24,0;Female;TradeTechVocation;White;Employed, Student;;;Local;;;;;30,98;64,74;56,4;80,54;68,23;65,01;61,16;58,13;57,46;59,97;54,67;70,82;63,99;62,42;58,18;56,18;55,77;51,58;48,52;57,62;55,05;54,04;50,53;49,17;48,98;10,1;0,0;11,5;9,53;7,36;6,67;6,53;1,84;0,0;2,55;2,31;2,19;1,78;1,66;1,62;0,0212;0,0102;0,0585;0,0308;0,0276;0,0204;0,0153;0,0142;0,0845;0,0;0,344;0,184;0,15;0,0559;0,0109;0,00634;0,00601;0,00209;0,031;0,0173;0,014;0,00393;0,00248;0,00235;0,269;0,174;0,651;0,346;0,327;0,263;0,217;0,205;44,9;44,26;41,76;50,12;47,53;46,79;43,78;42,48;42,27;4,61;0,0;30,0;10,2;7,91;3,95;1,81;1,39;-1,94;-20,18;60,99;25,32;21,41;-4,52;-18,72;-19,15;0,6338834764831843;-0,2196699141100895
CampoPrincipe;CampoPrincipe1;CP5;10027;2019-05-16 12:05:00;2019-05-16 12:15:00;37,172598;-3,59129;spa;spaSSIDv1;2,0;2,0;2,0;3,0;4,0;1,0;2,0;4,0;5,0;2,0;2,0;3,0;4,0;4,0;3,0;3,0;4,0;3,0;3,0;4,0;1,0;4,0;60,0;21,0;Male;SomeCollege;White;Employed;;;Local;;;;;30,98;64,74;56,4;80,54;68,23;65,01;61,16;58,13;57,46;59,97;54,67;70,82;63,99;62,42;58,18;56,18;55,77;51,58;48,52;57,62;55,05;54,04;50,53;49,17;48,98;10,1;0,0;11,5;9,53;7,36;6,67;6,53;1,84;0,0;2,55;2,31;2,19;1,78;1,66;1,62;0,0212;0,0102;0,0585;0,0308;0,0276;0,0204;0,0153;0,0142;0,0845;0,0;0,344;0,184;0,15;0,0559;0,0109;0,00634;0,00601;0,00209;0,031;0,0173;0,014;0,00393;0,00248;0,00235;0,269;0,174;0,651;0,346;0,327;0,263;0,217;0,205;44,9;44,26;41,76;50,12;47,53;46,79;43,78;42,48;42,27;4,61;0,0;30,0;10,2;7,91;3,95;1,81;1,39;-1,94;-20,18;60,99;25,32;21,41;-4,52;-18,72;-19,15;0,42677669529663675;-0,573223304703363
