locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
CampoPrincipe;CampoPrincipe1;CP0;10112;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;1,0;4,0;5,0;5,0;1,0;2,0;2,0;5,0;5,0;3,0;4,0;4,0;4,0;4,0;2,0;;4,0;56,0;20,0;Male;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,8535533905932737;-0,45710678118654746
CampoPrincipe;CampoPrincipe1;CP0;10113;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;4,0;4,0;4,0;2,0;3,0;3,0;4,0;2,0;4,0;2,0;4,0;5,0;3,0;5,0;5,0;2,0;2,0;;3,0;2,0;36,0;22,0;Male;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,42677669529663687;0,030330085889910607
CampoPrincipe;CampoPrincipe1;CP0;10114;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;5,0;2,0;3,0;4,0;5,0;1,0;2,0;1,0;5,0;5,0;2,0;4,0;5,0;4,0;4,0;3,0;3,0;4,0;72,0;20,0;Male;SomeCollege;White;Student;;;Other;Estudiante;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,7803300858899105;-0,2803300858899107
CampoPrincipe;CampoPrincipe1;CP0;10115;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;3,0;4,0;5,0;1,0;3,0;3,0;4,0;2,0;2,0;4,0;4,0;4,0;2,0;5,0;2,0;3,0;1,0;1,0;1,0;1,0;28,0;20,0;Female;SomeCollege;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,45710678118654746;-0,3964466094067262
CampoPrincipe;CampoPrincipe1;CP0;10116;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;3,0;5,0;4,0;2,0;3,0;2,0;4,0;2,0;4,0;2,0;4,0;4,0;3,0;5,0;5,0;4,0;4,0;3,0;3,0;3,0;68,0;20,0;Female;SomeCollege;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,42677669529663687;0,13388347648318438
CampoPrincipe;CampoPrincipe1;CP0;10117;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;4,0;2,0;3,0;4,0;4,0;1,0;2,0;2,0;4,0;4,0;2,0;4,0;4,0;1,0;1,0;4,0;0,0;4,0;40,0;21,0;Male;SomeCollege;White;Employed, Student, Other;;Estudiante y empresario;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,5303300858899105;-0,2803300858899107
CampoPrincipe;CampoPrincipe1;CP0;10118;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;4,0;3,0;5,0;1,0;2,0;2,0;4,0;1,0;3,0;1,0;4,0;4,0;3,0;4,0;4,0;3,0;1,0;3,0;1,0;3,0;44,0;20,0;Male;HighSchoolGraduate;White;Student;;;;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,7071067811865475;-0,04289321881345246
CampoPrincipe;CampoPrincipe1;CP0;10119;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;3,0;4,0;2,0;3,0;3,0;4,0;1,0;3,0;4,0;5,0;4,0;3,0;4,0;4,0;4,0;4,0;3,0;5,0;3,0;76,0;20,0;Male;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,38388347648318427;-0,2196699141100893
CampoPrincipe;CampoPrincipe1;CP0;10120;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;2,0;3,0;5,0;1,0;3,0;5,0;5,0;1,0;2,0;4,0;5,0;4,0;2,0;4,0;5,0;4,0;3,0;2,0;2,0;4,0;60,0;21,0;Female;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,6338834764831843;-0,676776695296637
CampoPrincipe;CampoPrincipe1;CP0;10122;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;1,0;3,0;2,0;1,0;3,0;4,0;4,0;3,0;2,0;3,0;4,0;1,0;4,0;;3,0;3,0;2,0;2,0;4,0;56,0;21,0;Male;HighSchoolGraduate;;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;-0,03033008588991079;-0,2196699141100894
CampoPrincipe;CampoPrincipe1;CP0;10123;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;2,0;3,0;4,0;3,0;4,0;4,0;3,0;2,0;2,0;3,0;4,0;3,0;3,0;3,0;3,0;4,0;5,0;4,0;2,0;3,0;2,0;3,0;56,0;21,0;Female;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;-0,04289321881345251;0,35355339059327384
CampoPrincipe;CampoPrincipe1;CP0;10124;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;4,0;5,0;5,0;1,0;3,0;2,0;4,0;1,0;4,0;3,0;5,0;4,0;3,0;5,0;5,0;4,0;5,0;2,0;5,0;4,0;80,0;20,0;Female;SomeCollege;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,6338834764831843;-0,012563132923541859
CampoPrincipe;CampoPrincipe1;CP0;10126;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;4,0;3,0;4,0;2,0;3,0;3,0;5,0;1,0;3,0;1,0;4,0;3,0;3,0;3,0;4,0;4,0;3,0;4,0;2,0;4,0;68,0;22,0;Male;HighSchoolGraduate;White;Employed, Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,6767766952966369;-0,07322330470336316
CampoPrincipe;CampoPrincipe1;CP0;10127;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;2,0;2,0;5,0;2,0;2,0;5,0;5,0;1,0;4,0;3,0;4,0;4,0;2,0;5,0;5,0;4,0;3,0;3,0;3,0;3,0;64,0;24,0;Female;HighSchoolGraduate;BlackAfricanCaribbeanBlackBritish;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,5606601717798211;-0,3964466094067262
CampoPrincipe;CampoPrincipe1;CP0;10128;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;2,0;4,0;4,0;5,0;2,0;1,0;3,0;5,0;1,0;3,0;3,0;5,0;5,0;3,0;5,0;5,0;2,0;1,0;3,0;1,0;4,0;44,0;20,0;Female;SomeCollege;MixedMultipleEthnicGroups;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,48743686707645806;-0,36611652351681573
CampoPrincipe;CampoPrincipe1;CP0;10129;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;3,0;5,0;2,0;3,0;4,0;5,0;1,0;2,0;4,0;5,0;5,0;2,0;4,0;4,0;3,0;3,0;3,0;2,0;2,0;52,0;25,0;Female;HighSchoolGraduate;White;Employed, Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,5606601717798211;-0,5000000000000002
CampoPrincipe;CampoPrincipe1;CP0;10130;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;5,0;2,0;2,0;1,0;4,0;2,0;3,0;4,0;5,0;1,0;3,0;2,0;3,0;4,0;5,0;4,0;1,0;4,0;1,0;3,0;52,0;20,0;Female;HighSchoolGraduate;White;Student;;;Other;residente temporal;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,15900974233026796;0,38388347648318444
CampoPrincipe;CampoPrincipe1;CP0;10131;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;4,0;4,0;5,0;1,0;4,0;2,0;5,0;1,0;4,0;4,0;3,0;4,0;5,0;2,0;1,0;4,0;1,0;4,0;48,0;22,0;Female;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,5;0,7071067811865476
CampoPrincipe;CampoPrincipe1;CP0;10132;2019-05-16 12:43:00;2019-05-16 12:53:00;37,172598;-3,59129;spa;spaSSIDv1;2,0;1,0;3,0;5,0;5,0;2,0;2,0;4,0;4,0;1,0;4,0;3,0;5,0;5,0;3,0;4,0;5,0;1,0;0,0;1,0;0,0;2,0;16,0;22,0;Female;HighSchoolGraduate;White;Student;;;Local;;;;;30,67;67,48;60,79;74,12;71,08;70,13;66,51;63,6;62,65;67,23;59,76;74,1;70,98;69,89;66,21;63,0;61,97;65,09;57,07;72,7;69,17;67,94;63,91;60,36;59,32;20,2;0,0;26,0;19,3;15,7;13,0;12,1;2,12;0,0;2,91;2,29;2,25;2,12;2,01;1,98;0,0347;0,0146;0,0868;0,0552;0,0492;0,0326;0,0236;0,0214;0,185;0,0;1,14;0,497;0,397;0,116;0,0287;0,0182;0,0176;0,00756;0,0349;0,0287;0,0242;0,0172;0,0107;0,00887;0,349;0,233;0,51;0,424;0,409;0,346;0,292;0,272;57,5;56,52;50,54;63,74;60,5;59,76;56,27;53,3;52,53;8,85;0,298;26,9;16,6;14,2;8,16;4,31;3,48;-0,05;-11,66;53,03;37,22;31,77;8,19;-8,41;-10,22;0,48743686707645806;-0,2196699141100895
CampoPrincipe;CampoPrincipe1;CP00;10073;2019-05-16 12:50:00;2019-05-16 13:00:00;37,172598;-3,59129;spa;spaSSIDv1;1,0;1,0;3,0;4,0;4,0;2,0;4,0;3,0;5,0;1,0;3,0;3,0;4,0;4,0;3,0;4,0;4,0;4,0;3,0;4,0;1,0;4,0;64,0;21,0;Male;HighSchoolGraduate;White;Student;;;Local;;Tranquilo y conseguido;PassingThrough;Group;31,09;68,81;61,5;75,6;72,42;71,37;68,01;63,87;63,33;68,57;60,47;75,59;72,36;71,22;67,74;63,26;62,47;65,74;56,68;73,88;69,62;68,48;64,85;59,97;59,13;21,5;0,0;26,5;20,3;16,3;12,7;12,1;2,06;0,0;3,06;2,56;2,38;2,01;1,87;1,84;0,037;0,016;0,131;0,0599;0,0519;0,0349;0,0243;0,0224;0,208;0,0;1,49;0,551;0,42;0,152;0,0462;0,0333;0,0265;0,0117;0,0508;0,0464;0,0413;0,0242;0,0171;0,0145;0,333;0,208;0,771;0,44;0,404;0,326;0,264;0,249;57,66;56,47;49,25;63,54;61,14;59,9;56,66;52,83;52,11;12,6;0,732;44,1;24,3;21,0;11,4;5,81;4,64;-0,37;-9,15;52,54;38,56;31,5;10,59;-2,35;-5,65;0,6035533905932736;-0,14644660940672632
