mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,0077969074249267575;0,0013454538399170438;0,0016211509704589845;0,0008107805183508102;{};-0,24474626382780362;-0,24965027819761887;-0,24307367690259787;-0,24126488683852085;-0,2445571117221271;-0,24465844349773364;0,0027915625076449613;1
