mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,006875514984130859;0,0006549410009163203;0,001615762710571289;0,0010270692947590386;{};-0,30691686780732663;-0,2995017145698337;-0,2624388192072781;-0,2798233853080509;-0,2720877207560265;-0,2841537015297032;0,016670926117944143;1
