mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,015928936004638673;0,002435796061294543;0,0024336814880371095;0,0008640230701786724;{};-0,24691304619893972;-0,2587052360117347;-0,2511264403787605;-0,2502561219599132;-0,2525420846913654;-0,2519085858481427;0,003870234593782553;1
