mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,016922187805175782;0,003778764698053359;0,002680349349975586;0,0006769506242933436;{};-0,28028836363552107;-0,2712521791577172;-0,2856522983805243;-0,2750214205133888;-0,2659838308497562;-0,2756396185073815;0,006851724127609764;1
