locationid;pleasant;eventful;ISOPleasant;ISOEventful
MarchmontGarden;4,0;3,0;0,2499999999999998;-0,5
MarchmontGarden;2,0;2,0;-0,2500000000000001;-0,20710678118654754
MarchmontGarden;4,0;2,0;0,42677669529663675;-0,17677669529663684
MarchmontGarden;4,0;2,0;0,5303300858899106;-0,2196699141100895
MarchmontGarden;5,0;4,0;0,9267766952966369;0,13388347648318438
MarchmontGarden;5,0;4,0;0,6338834764831842;-0,2196699141100893
MarchmontGarden;1,0;2,0;-0,3106601717798214;0,29289321881345254
MarchmontGarden;1,0;2,0;-0,8535533905932738;-0,20710678118654763
MarchmontGarden;4,0;4,0;0,3535533905932736;0,3535533905932737
PancrasLock;4,0;5,0;0,13388347648318427;0,5303300858899106
PancrasLock;1,0;1,0;-0,7500000000000001;0,04289321881345256
PancrasLock;4,0;3,0;0,42677669529663687;-0,42677669529663703
PancrasLock;4,0;1,0;0,4999999999999999;-0,25
PancrasLock;4,0;1,0;0,1767766952966367;-0,5303300858899106
PancrasLock;5,0;4,0;0,6338834764831843;0,42677669529663687
PancrasLock;4,0;4,0;0,32322330470336297;0,4267766952966369
PancrasLock;5,0;3,0;0,6338834764831843;0,07322330470336316
PancrasLock;4,0;4,0;0,4571067811865475;0,2500000000000001
PancrasLock;3,0;2,0;0,04289321881345237;0,10355339059327377
PancrasLock;4,0;3,0;0,28033008588991054;-0,030330085889910697
PancrasLock;5,0;4,0;0,8535533905932737;0,20710678118654754
PancrasLock;4,0;4,0;0,20710678118654752;0,5000000000000001
PancrasLock;4,0;2,0;0,2803300858899105;-0,42677669529663703
PancrasLock;3,0;3,0;-0,11611652351681571;-0,030330085889910697
PancrasLock;4,0;4,0;-1,8394777362344743e-16;0,5
PancrasLock;5,0;4,0;0,7071067811865475;0,2500000000000001
PancrasLock;4,0;3,0;0,42677669529663675;-0,030330085889910607
PancrasLock;4,0;4,0;0,17677669529663675;0,42677669529663703
PancrasLock;4,0;3,0;0,35355339059327356;-0,10355339059327358
PancrasLock;5,0;3,0;0,323223304703363;-0,07322330470336298
PancrasLock;3,0;2,0;0,13388347648318427;-0,030330085889910697
PancrasLock;3,0;2,0;0,17677669529663675;-0,07322330470336316
PancrasLock;2,0;4,0;-0,28033008588991076;0,42677669529663687
PancrasLock;3,0;3,0;-0,2500000000000001;0,3964466094067263
PancrasLock;2,0;3,0;-0,3535533905932739;0,0
PancrasLock;4,0;4,0;0,20710678118654743;0,10355339059327377
PancrasLock;1,0;5,0;-0,42677669529663703;0,07322330470336316
PancrasLock;4,0;5,0;0,75;0,4142135623730951
PancrasLock;2,0;3,0;-0,03033008588991088;0,11611652351681553
PancrasLock;3,0;3,0;-1,8394777362344743e-16;0,10355339059327395
PancrasLock;3,0;3,0;-9,197388681172371e-17;9,197388681172371e-17
PancrasLock;2,0;4,0;-0,5000000000000002;0,10355339059327377
PancrasLock;4,0;2,0;0,5303300858899106;-0,32322330470336325
PancrasLock;4,0;3,0;0,07322330470336298;0,17677669529663684
PancrasLock;4,0;4,0;0,20710678118654743;0,20710678118654754
PancrasLock;3,0;4,0;0,07322330470336302;0,2803300858899107
PancrasLock;4,0;3,0;0,5303300858899105;0,17677669529663692
PancrasLock;2,0;2,0;-0,17677669529663706;-0,13388347648318438
PancrasLock;2,0;5,0;-0,25000000000000006;0,603553390593274
PancrasLock;5,0;5,0;0,39644660940672616;0,25
PancrasLock;3,0;4,0;-0,2500000000000001;0,3535533905932738
PancrasLock;3,0;4,0;-0,0732233047033632;0,42677669529663687
PancrasLock;5,0;2,0;0,7071067811865474;-0,35355339059327384
PancrasLock;5,0;4,0;0,6767766952966368;0,13388347648318438
PancrasLock;4,0;4,0;0,3838834764831844;0,5303300858899108
PancrasLock;2,0;2,0;-0,35355339059327395;0,08578643762690502
PancrasLock;3,0;4,0;-0,29289321881345254;0,2500000000000001
PancrasLock;4,0;4,0;-0,1464466094067264;0,3535533905932738
PancrasLock;5,0;4,0;0,9267766952966369;0,23743686707645814
PancrasLock;3,0;3,0;0,49999999999999983;-0,10355339059327377
PancrasLock;4,0;4,0;0,17677669529663664;0,2196699141100893
PancrasLock;4,0;2,0;0,42677669529663687;-0,17677669529663692
PancrasLock;4,0;3,0;0,5303300858899106;-0,2196699141100894
PancrasLock;4,0;3,0;0,573223304703363;-0,2196699141100894
PancrasLock;4,0;1,0;0,6035533905932737;-0,29289321881345254
PancrasLock;4,0;2,0;-0,012563132923541906;0,11611652351681553
PancrasLock;3,0;2,0;0,030330085889910423;-0,42677669529663687
PancrasLock;2,0;4,0;-0,2500000000000001;0,14644660940672632
PancrasLock;5,0;2,0;0,9267766952966369;0,07322330470336307
PancrasLock;4,0;3,0;0,3535533905932736;-0,20710678118654754
PancrasLock;5,0;5,0;0,6464466094067262;0,3106601717798213
PancrasLock;2,0;2,0;0,04289321881345228;-0,14644660940672613
PancrasLock;4,0;4,0;0,7196699141100893;0,13388347648318438
PancrasLock;4,0;4,0;0,6035533905932737;0,35355339059327384
PancrasLock;2,0;4,0;-0,030330085889910742;0,28033008588991076
PancrasLock;4,0;4,0;0,24999999999999992;0,5
PancrasLock;4,0;2,0;0,1464466094067261;-0,24999999999999992
PancrasLock;4,0;1,0;0,5303300858899106;-0,42677669529663703
PancrasLock;5,0;3,0;0,6338834764831843;-0,32322330470336313
PancrasLock;2,0;3,0;-0,5000000000000002;-9,197388681172371e-17
PancrasLock;4,0;1,0;0,45710678118654746;-0,7071067811865476
PancrasLock;4,0;4,0;0,4999999999999999;0,5000000000000001
PancrasLock;4,0;2,0;0,3535533905932736;-0,5000000000000001
RegentsParkFields;5,0;3,0;0,7803300858899106;-0,012563132923541859
RegentsParkFields;5,0;1,0;0,7071067811865474;-0,45710678118654763
RegentsParkFields;5,0;3,0;0,6338834764831843;-0,36611652351681573
RegentsParkFields;5,0;4,0;0,5606601717798212;0,06066017177982121
RegentsParkFields;4,0;3,0;0,323223304703363;0,2196699141100893
RegentsParkFields;3,0;3,0;0,24999999999999992;-0,14644660940672624
RegentsParkFields;5,0;3,0;0,8535533905932737;0,20710678118654754
RegentsParkFields;4,0;2,0;0,42677669529663675;-0,030330085889910607
RegentsParkFields;4,0;2,0;0,29289321881345226;-0,10355339059327377
RegentsParkFields;2,0;4,0;-0,030330085889910697;0,42677669529663703
RegentsParkFields;5,0;4,0;0,5303300858899105;0,2803300858899107
RegentsParkFields;4,0;3,0;0,3535533905932737;-0,14644660940672624
RegentsParkFields;5,0;1,0;0,7071067811865476;-0,29289321881345254
RegentsParkFields;4,0;3,0;0,3232233047033631;-0,2196699141100894
RegentsParkFields;5,0;3,0;0,31066017177982114;-0,5428932188134524
RegentsParkFields;5,0;4,0;0,9267766952966369;0,13388347648318438
RegentsParkFields;4,0;5,0;0,5303300858899107;0,19454364826300577
RegentsParkFields;2,0;4,0;-0,21966991411008943;0,07322330470336316
RegentsParkFields;4,0;4,0;0,24999999999999992;0,10355339059327377
RegentsParkFields;1,0;3,0;-0,340990257669732;0,5125631329235418
RegentsParkFields;1,0;3,0;-0,48743686707645834;0,3661165235168156
RegentsParkFields;3,0;3,0;0,14644660940672613;-0,04289321881345246
RegentsParkFields;1,0;5,0;-1,0;0,41421356237309515
RegentsParkFields;5,0;1,0;0,8535533905932737;-0,5606601717798214
RegentsParkFields;5,0;2,0;1,0;0,0
RegentsParkFields;4,0;2,0;0,42677669529663687;-0,2196699141100894
RegentsParkFields;4,0;4,0;0,17677669529663678;0,17677669529663703
RegentsParkFields;4,0;2,0;0,7499999999999999;-0,35355339059327384
RegentsParkFields;5,0;2,0;0,8535533905932737;-0,2500000000000001
RegentsParkFields;5,0;3,0;0,9267766952966369;-0,17677669529663692
RegentsParkFields;4,0;1,0;0,20710678118654735;-0,45710678118654746
RegentsParkFields;4,0;4,0;0,32322330470336297;0,030330085889910607
RegentsParkFields;5,0;2,0;0,7071067811865476;-0,29289321881345265
RegentsParkFields;5,0;4,0;0,7803300858899106;0,13388347648318447
RegentsParkFields;5,0;3,0;0,7803300858899105;-0,07322330470336316
RegentsParkFields;5,0;3,0;0,4142135623730949;0,04289321881345246
RegentsParkFields;1,0;4,0;-0,8535533905932738;0,04289321881345256
RegentsParkFields;4,0;3,0;-1,8394777362344743e-16;-0,24999999999999992
RegentsParkFields;5,0;3,0;0,7071067811865475;-0,14644660940672624
RegentsParkFields;5,0;3,0;0,7803300858899106;-0,07322330470336316
RegentsParkFields;5,0;3,0;0,7803300858899106;-0,11611652351681571
RegentsParkFields;5,0;3,0;0,7071067811865476;-0,29289321881345265
RegentsParkFields;5,0;3,0;0,7071067811865475;-0,14644660940672632
RegentsParkFields;5,0;3,0;0,7071067811865475;0,2500000000000001
RegentsParkFields;5,0;2,0;0,7071067811865475;-0,29289321881345254
RegentsParkFields;5,0;4,0;0,7803300858899106;-0,11611652351681563
RegentsParkFields;3,0;3,0;0,646446609406726;-0,10355339059327377
RegentsParkFields;1,0;4,0;-0,4571067811865475;0,75
RegentsParkFields;3,0;3,0;0,35355339059327373;-0,14644660940672632
RegentsParkFields;5,0;3,0;0,6338834764831843;-0,2196699141100895
RegentsParkFields;5,0;2,0;0,45710678118654746;-0,6035533905932738
RegentsParkFields;5,0;3,0;0,7803300858899105;0,07322330470336316
RegentsParkFields;5,0;2,0;0,7803300858899105;-0,2803300858899107
RegentsParkFields;3,0;4,0;-0,03033008588991079;0,07322330470336298
RegentsParkFields;3,0;2,0;0,323223304703363;-0,17677669529663692
RegentsParkFields;5,0;2,0;0,6035533905932736;-0,3535533905932737
RegentsParkFields;5,0;5,0;0,6035533905932736;0,16421356237309506
RegentsParkFields;5,0;4,0;1,0;0,20710678118654754
RegentsParkFields;5,0;2,0;0,8535533905932737;-0,14644660940672632
RegentsParkFields;5,0;2,0;0,7803300858899107;-0,11611652351681571
RegentsParkFields;4,0;3,0;0,3535533905932737;0,0
RegentsParkFields;5,0;3,0;0,5303300858899106;-0,07322330470336316
RegentsParkFields;5,0;4,0;1,0;0,3106601717798213
RegentsParkFields;3,0;2,0;-1,8394777362344743e-16;0,2928932188134525
RegentsParkFields;5,0;3,0;0,9267766952966369;0,13388347648318438
RegentsParkFields;5,0;3,0;0,6338834764831843;-0,07322330470336316
