locationid;pleasant;eventful;ISOPleasant;ISOEventful
SanMarco;4,0;5,0;0,573223304703363;0,6338834764831845
SanMarco;3,0;2,0;0,10355339059327363;0,04289321881345256
SanMarco;3,0;4,0;0,07322330470336298;0,3232233047033631
SanMarco;5,0;4,0;0,48743686707645806;0,4696699141100893
SanMarco;4,0;4,0;0,4571067811865475;0,35355339059327384
SanMarco;2,0;3,0;0,11611652351681535;-0,030330085889910607
SanMarco;3,0;4,0;0,4999999999999999;0,14644660940672632
SanMarco;3,0;3,0;-0,14644660940672638;0,0
SanMarco;3,0;4,0;0,20710678118654752;0,6464466094067262
SanMarco;4,0;5,0;0,35355339059327373;0,7071067811865476
SanMarco;4,0;4,0;0,573223304703363;0,07322330470336316
SanMarco;4,0;4,0;0,45710678118654746;0,35355339059327384
SanMarco;3,0;3,0;-0,2196699141100895;0,13388347648318447
SanMarco;4,0;4,0;0,24999999999999986;0,2500000000000001
SanMarco;2,0;5,0;-0,42677669529663703;0,5303300858899108
SanMarco;4,0;4,0;0,20710678118654743;0,39644660940672616
SanMarco;3,0;4,0;0,030330085889910607;0,573223304703363
SanMarco;3,0;5,0;0,20710678118654754;0,8535533905932737
SanMarco;2,0;5,0;0,030330085889910652;0,926776695296637
SanMarco;3,0;5,0;-0,07322330470336316;0,926776695296637
SanMarco;3,0;4,0;0,10355339059327372;0,39644660940672616
SanMarco;3,0;4,0;0,2803300858899106;0,42677669529663687
SanMarco;4,0;4,0;0,38388347648318444;0,5303300858899107
SanMarco;2,0;4,0;-0,030330085889910742;0,573223304703363
SanMarco;3,0;4,0;-0,14644660940672627;0,6035533905932738
SanMarco;2,0;4,0;-0,13388347648318452;0,5732233047033631
SanMarco;3,0;2,0;-0,3535533905932738;0,335786437626905
SanMarco;4,0;4,0;-0,1464466094067264;0,14644660940672632
SanMarco;4,0;3,0;0,49999999999999983;-0,10355339059327377
SanMarco;3,0;4,0;0,573223304703363;0,17677669529663692
SanMarco;2,0;2,0;-0,35355339059327384;0,29289321881345254
