locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
SanMarco;SanMarco2;ML210;83;2019-03-01 14:38:24;2019-03-01 14:42:54;45,433663;12,339658;eng;engISO2018;1,0;1,0;3,0;2,0;5,0;4,0;4,0;1,0;4,0;1,0;4,0;1,0;5,0;4,0;3,0;1,0;4,0;5,0;4,0;3,0;1,0;4,0;68,0;;Female;SomeCollege;AsianAsianBritish;Student;;;Tourist;;;Staying;Couple;30,59;72,68;69,13;80,51;76,41;75,22;71,44;70,17;69,92;71,38;68,17;78,17;74,33;73,33;70,62;69,49;69,19;64,58;60,68;74,33;67,52;66,6;63,82;61,82;61,37;20,3;0,0;27,2;19,4;16,9;15,0;14,5;1,78;0,0;2,55;2,04;1,96;1,76;1,61;1,57;0,0337;0,0165;0,0764;0,0474;0,044;0,033;0,0249;0,0228;0,182;0,0;1,23;0,576;0,384;0,129;0,0324;0,0203;0,0175;0,00511;0,0485;0,0331;0,0274;0,0166;0,00768;0,00619;0,357;0,211;0,697;0,501;0,45;0,344;0,281;0,27;56,26;55,52;51,45;62,26;58,98;58,24;55,36;53,11;52,71;11,3;0,427;51,8;23,7;19,8;9,92;5,05;4,15;-3,9;-11,51;64,49;37,88;30,64;6,76;-8,62;-9,67;0,6338834764831843;0,5303300858899106
SanMarco;SanMarco2;ML211;84;2019-03-01 14:37:00;2019-03-01 14:47:00;45,433663;12,339658;eng;engISO2018;1,0;2,0;3,0;1,0;3,0;4,0;2,0;3,0;4,0;3,0;3,0;2,0;3,0;4,0;3,0;1,0;3,0;3,0;2,0;3,0;1,0;3,0;48,0;;Male;SomeHighSchool;White;Employed;;;Tourist;;;;Couple;31,32;74,64;69,41;83,5;78,21;76,88;73,64;71,36;70,92;72,53;68,45;80,6;75,61;74,58;71,7;70,08;69,67;64,24;61,49;69,7;66,09;65,47;63,96;62,7;62,41;19,3;0,0;25,3;18,7;17,0;15,7;15,2;1,76;0,0;2,32;1,99;1,91;1,75;1,64;1,61;0,0362;0,0194;0,0755;0,0542;0,0486;0,0351;0,0274;0,025;0,134;0,0;1,04;0,385;0,272;0,0754;0,0169;0,00997;0,00955;0,00479;0,0259;0,0176;0,0126;0,00858;0,00607;0,00556;0,364;0,222;0,825;0,503;0,452;0,354;0,277;0,26;55,61;55,36;52,94;59,91;57,52;56,93;55,24;54,18;53,91;8,89;0,9;38,7;16,9;14,4;8,05;4,48;3,61;-1,73;-10,26;66,33;37,56;28,13;6,33;-8,02;-8,64;-1,8394777362344743e-16;-9,197388681172371e-17
SanMarco;SanMarco2;ML213;88;2019-03-01 14:50:00;2019-03-01 15:00:00;45,433663;12,339658;eng;engISO2018;1,0;4,0;4,0;2,0;5,0;4,0;4,0;1,0;2,0;3,0;5,0;1,0;3,0;4,0;3,0;3,0;4,0;4,0;4,0;5,0;3,0;3,0;76,0;;Male;HighSchoolGraduate;White;Employed;;;Tourist;;;Staying;Alone;31,19;73,29;69,25;83,48;76,47;74,71;72,19;70,43;70,15;72,83;68,84;83,46;75,82;73,84;71,79;70,05;69,76;69,93;64,66;82,22;73,24;71,41;68,48;66,1;65,75;26,3;0,0;39,0;25,0;21,8;19,3;18,9;2,11;0,0;2,91;2,4;2,32;2,09;1,93;1,9;0,0377;0,0176;0,0993;0,058;0,0505;0,0362;0,0269;0,0247;0,277;0,0;2,11;0,722;0,564;0,209;0,064;0,0418;0,0255;0,00925;0,0903;0,0726;0,0549;0,0193;0,012;0,00991;0,343;0,213;0,889;0,471;0,422;0,332;0,269;0,255;62,27;61,09;57,1;70,11;64,51;63,47;60,91;58,79;58,48;12,5;1,07;97,4;27,1;20,9;10,2;5,63;4,64;-0,43;-8,15;58,75;44,64;36,71;9,67;-5,85;-6,47;0,28033008588991054;0,7803300858899107
SanMarco;SanMarco3;SM302;94;2019-03-03 14:52:00;2019-03-03 15:02:00;45,433663;12,339658;eng;engISO2018;1,0;2,0;4,0;1,0;2,0;2,0;3,0;1,0;1,0;4,0;5,0;2,0;2,0;5,0;4,0;2,0;3,0;3,0;4,0;4,0;3,0;4,0;72,0;;Male;HighSchoolGraduate;White;Employed;;;Tourist;;It's Carneval in Venice;Leaving;Couple;23,89;76,62;72,63;85,23;81,49;78,27;75,15;73,64;73,28;76,4;72,28;85,21;81,45;78,1;74,9;73,24;72,91;74,09;67,89;83,82;79,73;76,23;72,03;69,9;69,44;38,2;0,0;53,7;31,3;25,5;22,7;22,1;2,19;0,0;4,05;2,74;2,48;2,12;1,98;1,95;0,0533;0,0234;0,339;0,107;0,0706;0,0462;0,0336;0,0308;0,304;0,0;2,3;0,779;0,59;0,228;0,0759;0,0535;0,0354;0,0108;0,183;0,114;0,0678;0,0283;0,0131;0,0123;0,398;0,247;1,29;0,644;0,525;0,364;0,302;0,285;66,44;64,26;59,52;76,05;72,25;68,9;63,7;61,48;60,92;17,1;1,53;104,0;43,4;32,4;13,6;7,22;6,13;-1,01;-5,58;61,97;49,26;40,27;14,32;-3,38;-3,92;-0,20710678118654763;0,5606601717798214
SanMarco;SanMarco3;SM305;100;2019-03-03 15:09:00;2019-03-03 15:19:00;45,433663;12,339658;eng;engISO2018;4,0;1,0;5,0;2,0;2,0;4,0;4,0;1,0;4,0;4,0;5,0;5,0;5,0;2,0;5,0;1,0;3,0;4,0;4,0;4,0;3,0;3,0;72,0;;Female;HighSchoolGraduate;White;Student;;;Tourist;;;PassingThrough;Group;31,83;75,78;72,44;82,52;78,56;77,48;75,3;73,69;73,31;75,47;72,27;82,5;78,08;77,24;75,04;73,42;73,08;72,98;68,92;81,85;75,66;74,97;72,31;70,27;69,95;32,4;0,0;38,6;30,5;26,0;23,3;22,8;2,18;0,0;2,94;2,53;2,43;2,15;2,01;1,99;0,0451;0,0208;0,115;0,0677;0,0603;0,0437;0,0319;0,0296;0,338;0,0;4,62;0,867;0,655;0,239;0,0666;0,0477;0,0279;0,0122;0,0643;0,0548;0,0499;0,0239;0,015;0,0139;0,36;0,21;0,904;0,509;0,456;0,345;0,279;0,263;64,73;64,0;60,39;70,08;67,59;66,57;63,75;61,82;61,49;15,2;1,02;57,5;30,0;24,7;13,6;7,58;6,34;-0,58;-4,05;60,48;47,5;36,52;14,19;-1,48;-2,16;-0,2803300858899108;0,3409902576697319
SanMarco;SanMarco3;SM305;101;2019-03-03 15:09:00;2019-03-03 15:19:00;45,433663;12,339658;eng;engISO2018;1,0;2,0;5,0;1,0;4,0;5,0;5,0;1,0;1,0;4,0;5,0;1,0;4,0;5,0;5,0;3,0;3,0;4,0;3,0;4,0;4,0;4,0;76,0;;Female;HighSchoolGraduate;White;Employed;;;Tourist;;;PassingThrough;Group;31,83;75,78;72,44;82,52;78,56;77,48;75,3;73,69;73,31;75,47;72,27;82,5;78,08;77,24;75,04;73,42;73,08;72,98;68,92;81,85;75,66;74,97;72,31;70,27;69,95;32,4;0,0;38,6;30,5;26,0;23,3;22,8;2,18;0,0;2,94;2,53;2,43;2,15;2,01;1,99;0,0451;0,0208;0,115;0,0677;0,0603;0,0437;0,0319;0,0296;0,338;0,0;4,62;0,867;0,655;0,239;0,0666;0,0477;0,0279;0,0122;0,0643;0,0548;0,0499;0,0239;0,015;0,0139;0,36;0,21;0,904;0,509;0,456;0,345;0,279;0,263;64,73;64,0;60,39;70,08;67,59;66,57;63,75;61,82;61,49;15,2;1,02;57,5;30,0;24,7;13,6;7,58;6,34;-0,58;-4,05;60,48;47,5;36,52;14,19;-1,48;-2,16;0,0;1,0
SanMarco;SanMarco3;SM309;109;2019-03-03 15:44:00;2019-03-03 15:54:00;45,433663;12,339658;eng;engISO2018;2,0;1,0;5,0;1,0;2,0;4,0;3,0;1,0;1,0;1,0;5,0;1,0;2,0;4,0;4,0;1,0;3,0;3,0;3,0;2,0;4,0;3,0;60,0;;RatherNotSay;HighSchoolGraduate;White;Employed;;;Tourist;;;Arriving;Couple;34,52;75,42;72,43;81,3;78,03;77,39;75,2;73,47;73,11;75,31;72,29;81,29;77,93;77,29;75,1;73,34;72,98;73,17;68,78;79,63;76,02;75,36;72,77;70,6;70,17;32,8;0,0;47,2;31,2;26,6;23,7;23,1;2,21;0,0;3,78;2,58;2,48;2,18;2,05;2,01;0,0464;0,0235;0,103;0,0662;0,0614;0,0451;0,0337;0,0309;0,371;0,0;3,14;1,0;0,76;0,268;0,0825;0,0577;0,0289;0,0119;0,0748;0,0599;0,0495;0,0278;0,0161;0,0151;0,381;0,203;0,839;0,612;0,527;0,355;0,288;0,267;65,39;64,39;60,27;71,59;68,03;67,31;64,34;62,39;62,01;16,0;2,64;62,3;31,2;26,4;14,3;7,78;6,49;-0,48;-4,96;59,29;47,21;38,56;14,52;-2,34;-3,15;0,030330085889910697;0,7803300858899108
SanMarco;SanMarco3;SM313;116;2019-03-03 16:24:00;2019-03-03 16:34:00;45,433663;12,339658;eng;engISO2018;1,0;2,0;4,0;1,0;4,0;4,0;4,0;2,0;2,0;2,0;3,0;1,0;4,0;5,0;3,0;1,0;3,0;4,0;3,0;3,0;3,0;4,0;68,0;;Female;HighSchoolGraduate;White;Employed;;;Tourist;;;Leaving;Couple;35,88;75,92;71,49;84,29;78,6;77,9;75,31;73,03;72,68;75,77;71,28;84,27;78,46;77,79;75,13;72,83;72,49;73,46;67,87;83,54;76,39;75,85;72,61;69,87;69,21;33,2;0,0;47,7;32,0;26,7;22,8;21,9;2,16;0,0;3,29;2,48;2,38;2,14;1,99;1,95;0,0486;0,0219;0,479;0,0679;0,0614;0,0444;0,0334;0,0309;0,391;0,0;2,87;0,975;0,764;0,289;0,0824;0,059;0,0237;0,00702;0,0765;0,0503;0,0385;0,0206;0,0115;0,00954;0,347;0,202;0,702;0,463;0,42;0,34;0,281;0,262;65,48;64,45;59,45;73,92;67,87;67,4;64,32;61,65;60,98;13,8;1,69;59,5;26,7;22,0;12,5;7,48;6,24;-0,81;-5,65;60,41;48,8;39,58;12,41;-3,92;-4,45;0,28033008588991054;0,4696699141100893
SanMarco;SanMarco3;SM314;117;2019-03-03 16:35:00;2019-03-03 16:45:00;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;3,0;4,0;5,0;4,0;4,0;2,0;3,0;4,0;2,0;4,0;4,0;4,0;1,0;3,0;4,0;4,0;4,0;3,0;4,0;76,0;;Male;HighSchoolGraduate;White;Student;;;Tourist;;;Arriving;Group;32,47;79,08;71,81;86,97;83,19;82,26;77,85;74,41;73,63;78,96;71,43;86,97;83,14;82,14;77,67;74,19;73,27;77,06;66,93;84,59;81,8;80,58;75,25;71,01;69,4;44,9;0,0;57,5;41,6;30,3;24,0;22,5;2,37;0,0;4,01;3,01;2,82;2,3;2,02;1,95;0,0794;0,0229;0,515;0,227;0,149;0,0549;0,0346;0,0318;0,445;0,0;2,6;1,19;0,938;0,334;0,089;0,0638;0,0817;0,0177;0,229;0,171;0,13;0,0758;0,0407;0,0269;0,438;0,235;1,09;0,691;0,603;0,403;0,315;0,286;69,45;67,27;58,47;77,56;73,88;72,34;66,87;62,75;60,89;24,3;2,11;86,6;50,5;42,9;21,4;9,59;7,75;-5,94;-3,9;62,31;52,53;44,89;18,9;-0,52;-1,9;0,030330085889910513;0,3661165235168156
SanMarco;SanMarco3;SM314;118;2019-03-03 16:35:00;2019-03-03 16:45:00;45,433663;12,339658;eng;engISO2018;2,0;2,0;4,0;4,0;3,0;2,0;4,0;3,0;4,0;4,0;4,0;2,0;3,0;4,0;3,0;1,0;3,0;1,0;2,0;4,0;3,0;2,0;48,0;;Female;TradeTechVocation;White;Student;;;Tourist;;;Arriving;Group;32,47;79,08;71,81;86,97;83,19;82,26;77,85;74,41;73,63;78,96;71,43;86,97;83,14;82,14;77,67;74,19;73,27;77,06;66,93;84,59;81,8;80,58;75,25;71,01;69,4;44,9;0,0;57,5;41,6;30,3;24,0;22,5;2,37;0,0;4,01;3,01;2,82;2,3;2,02;1,95;0,0794;0,0229;0,515;0,227;0,149;0,0549;0,0346;0,0318;0,445;0,0;2,6;1,19;0,938;0,334;0,089;0,0638;0,0817;0,0177;0,229;0,171;0,13;0,0758;0,0407;0,0269;0,438;0,235;1,09;0,691;0,603;0,403;0,315;0,286;69,45;67,27;58,47;77,56;73,88;72,34;66,87;62,75;60,89;24,3;2,11;86,6;50,5;42,9;21,4;9,59;7,75;-5,94;-3,9;62,31;52,53;44,89;18,9;-0,52;-1,9;0,1893398282201785;0,10355339059327377
SanMarco;SanMarco3;SM314;119;2019-03-03 16:35:00;2019-03-03 16:45:00;45,433663;12,339658;eng;engISO2018;1,0;4,0;5,0;2,0;3,0;3,0;2,0;2,0;1,0;1,0;5,0;1,0;4,0;4,0;3,0;1,0;4,0;5,0;4,0;5,0;1,0;5,0;80,0;;Female;TradeTechVocation;White;Student;;;Tourist;;;Arriving;Group;32,47;79,08;71,81;86,97;83,19;82,26;77,85;74,41;73,63;78,96;71,43;86,97;83,14;82,14;77,67;74,19;73,27;77,06;66,93;84,59;81,8;80,58;75,25;71,01;69,4;44,9;0,0;57,5;41,6;30,3;24,0;22,5;2,37;0,0;4,01;3,01;2,82;2,3;2,02;1,95;0,0794;0,0229;0,515;0,227;0,149;0,0549;0,0346;0,0318;0,445;0,0;2,6;1,19;0,938;0,334;0,089;0,0638;0,0817;0,0177;0,229;0,171;0,13;0,0758;0,0407;0,0269;0,438;0,235;1,09;0,691;0,603;0,403;0,315;0,286;69,45;67,27;58,47;77,56;73,88;72,34;66,87;62,75;60,89;24,3;2,11;86,6;50,5;42,9;21,4;9,59;7,75;-5,94;-3,9;62,31;52,53;44,89;18,9;-0,52;-1,9;0,13388347648318438;0,5303300858899106
SanMarco;SanMarco3;SM314;120;2019-03-03 16:35:00;2019-03-03 16:45:00;45,433663;12,339658;eng;engISO2018;1,0;1,0;5,0;2,0;5,0;4,0;5,0;1,0;2,0;1,0;5,0;1,0;5,0;5,0;3,0;1,0;4,0;5,0;4,0;4,0;2,0;5,0;80,0;;Male;TradeTechVocation;White;Student;;;Other;Erasmus Student;Nah;Arriving;Group;32,47;79,08;71,81;86,97;83,19;82,26;77,85;74,41;73,63;78,96;71,43;86,97;83,14;82,14;77,67;74,19;73,27;77,06;66,93;84,59;81,8;80,58;75,25;71,01;69,4;44,9;0,0;57,5;41,6;30,3;24,0;22,5;2,37;0,0;4,01;3,01;2,82;2,3;2,02;1,95;0,0794;0,0229;0,515;0,227;0,149;0,0549;0,0346;0,0318;0,445;0,0;2,6;1,19;0,938;0,334;0,089;0,0638;0,0817;0,0177;0,229;0,171;0,13;0,0758;0,0407;0,0269;0,438;0,235;1,09;0,691;0,603;0,403;0,315;0,286;69,45;67,27;58,47;77,56;73,88;72,34;66,87;62,75;60,89;24,3;2,11;86,6;50,5;42,9;21,4;9,59;7,75;-5,94;-3,9;62,31;52,53;44,89;18,9;-0,52;-1,9;0,5606601717798213;0,8535533905932737
SanMarco;SanMarco3;SM314;121;2019-03-03 16:35:00;2019-03-03 16:45:00;45,433663;12,339658;eng;engISO2018;1,0;2,0;5,0;2,0;5,0;1,0;2,0;1,0;4,0;3,0;5,0;1,0;4,0;4,0;4,0;1,0;5,0;4,0;1,0;5,0;0,0;4,0;56,0;;Female;TradeTechVocation;White;Student;;;Tourist;;;Arriving;Group;32,47;79,08;71,81;86,97;83,19;82,26;77,85;74,41;73,63;78,96;71,43;86,97;83,14;82,14;77,67;74,19;73,27;77,06;66,93;84,59;81,8;80,58;75,25;71,01;69,4;44,9;0,0;57,5;41,6;30,3;24,0;22,5;2,37;0,0;4,01;3,01;2,82;2,3;2,02;1,95;0,0794;0,0229;0,515;0,227;0,149;0,0549;0,0346;0,0318;0,445;0,0;2,6;1,19;0,938;0,334;0,089;0,0638;0,0817;0,0177;0,229;0,171;0,13;0,0758;0,0407;0,0269;0,438;0,235;1,09;0,691;0,603;0,403;0,315;0,286;69,45;67,27;58,47;77,56;73,88;72,34;66,87;62,75;60,89;24,3;2,11;86,6;50,5;42,9;21,4;9,59;7,75;-5,94;-3,9;62,31;52,53;44,89;18,9;-0,52;-1,9;0,5;0,2677669529663688
MonumentoGaribaldi;MonumentoGaribaldi1;MG101;1;2019-03-03 11:18:00;2019-03-03 11:22:00;45,431837;12,354908;ita;itaSSIDv1;1,0;1,0;3,0;4,0;4,0;2,0;2,0;1,0;4,0;1,0;5,0;1,0;4,0;2,0;1,0;4,0;4,0;5,0;4,0;3,0;4,0;4,0;80,0;;Male;SomeCollege;White;Employed;;;Tourist;;;Staying;Couple;30,46;60,81;56,33;67,05;63,56;63,1;60,28;58,31;57,78;60,27;55,71;66,83;63,04;62,54;59,71;57,64;57,13;53,6;45,74;64,35;57,64;56,43;52,16;48,22;47,74;10,5;0,0;14,1;9,42;7,06;5,59;5,34;1,48;0,0;2,81;1,96;1,84;1,42;1,23;1,19;0,0288;0,0115;0,147;0,052;0,0424;0,0258;0,0177;0,0161;0,227;0,0;1,03;0,51;0,395;0,196;0,0541;0,0378;0,0293;0,0134;0,0775;0,0603;0,0492;0,0257;0,0155;0,0148;0,392;0,17;1,18;0,659;0,592;0,357;0,245;0,219;46,01;43,98;37,26;54,08;49,61;48,47;43,69;39,93;39,2;11,6;0,193;48,3;25,5;21,4;10,0;4,07;3,1;-7,27;-12,98;57,46;25,09;20,68;3,97;-7,92;-9,49;0,5303300858899106;0,3409902576697319
MonumentoGaribaldi;MonumentoGaribaldi1;MG101;2;2019-03-03 11:18:00;2019-03-03 11:22:00;45,431837;12,354908;ita;itaSSIDv1;4,0;5,0;3,0;3,0;4,0;3,0;2,0;3,0;4,0;2,0;2,0;3,0;4,0;4,0;3,0;3,0;3,0;1,0;2,0;1,0;1,0;3,0;32,0;;Female;HighSchoolGraduate;White;Student;;;Other;Fuorisede;;Staying;Couple;30,46;60,81;56,33;67,05;63,56;63,1;60,28;58,31;57,78;60,27;55,71;66,83;63,04;62,54;59,71;57,64;57,13;53,6;45,74;64,35;57,64;56,43;52,16;48,22;47,74;10,5;0,0;14,1;9,42;7,06;5,59;5,34;1,48;0,0;2,81;1,96;1,84;1,42;1,23;1,19;0,0288;0,0115;0,147;0,052;0,0424;0,0258;0,0177;0,0161;0,227;0,0;1,03;0,51;0,395;0,196;0,0541;0,0378;0,0293;0,0134;0,0775;0,0603;0,0492;0,0257;0,0155;0,0148;0,392;0,17;1,18;0,659;0,592;0,357;0,245;0,219;46,01;43,98;37,26;54,08;49,61;48,47;43,69;39,93;39,2;11,6;0,193;48,3;25,5;21,4;10,0;4,07;3,1;-7,27;-12,98;57,46;25,09;20,68;3,97;-7,92;-9,49;0,2071067811865474;-0,25
MonumentoGaribaldi;MonumentoGaribaldi1;MG106;3;2019-03-03 11:33:00;2019-03-03 11:47:00;45,431837;12,354908;ita;itaSSIDv1;2,0;3,0;3,0;4,0;3,0;2,0;4,0;3,0;5,0;2,0;3,0;2,0;5,0;4,0;2,0;3,0;5,0;3,0;3,0;3,0;3,0;4,0;64,0;;Female;SomeHighSchool;White;Student;;;Tourist;;;Staying;Group;32,46;63,31;59,89;68,44;65,04;64,5;63,15;61,72;61,4;62,3;58,43;65,75;63,71;63,41;62,26;60,66;60,18;50,6;46,91;62,28;53,51;52,33;49,56;48,11;47,87;8,49;0,0;15,8;7,93;6,61;5,93;5,79;1,31;0,0;2,45;1,72;1,57;1,26;1,12;1,09;0,0289;0,0135;0,119;0,0495;0,0398;0,0264;0,0191;0,0176;0,161;0,0;0,904;0,34;0,289;0,136;0,0245;0,014;0,0128;0,00458;0,0346;0,0286;0,0219;0,0115;0,00617;0,00576;0,595;0,252;1,67;1,14;0,982;0,533;0,344;0,315;41,9;40,85;37,24;54,56;44,98;44,0;40,39;38,39;38,07;7,28;0,373;48,9;18,0;13,7;5,76;2,7;2,08;-8,91;-13,23;56,9;24,42;15,66;1,55;-9,56;-10,97;0,46966991411008924;-0,07322330470336316
MonumentoGaribaldi;MonumentoGaribaldi1;MG106;4;2019-03-03 11:35:55;2019-03-03 11:45:21;45,431837;12,354908;ita;itaSSIDv1;1,0;2,0;3,0;3,0;5,0;1,0;4,0;3,0;5,0;1,0;3,0;2,0;4,0;4,0;3,0;1,0;4,0;4,0;2,0;2,0;1,0;3,0;48,0;;Female;SomeCollege;White;Student;;;;;;;;32,46;63,31;59,89;68,44;65,04;64,5;63,15;61,72;61,4;62,3;58,43;65,75;63,71;63,41;62,26;60,66;60,18;50,6;46,91;62,28;53,51;52,33;49,56;48,11;47,87;8,49;0,0;15,8;7,93;6,61;5,93;5,79;1,31;0,0;2,45;1,72;1,57;1,26;1,12;1,09;0,0289;0,0135;0,119;0,0495;0,0398;0,0264;0,0191;0,0176;0,161;0,0;0,904;0,34;0,289;0,136;0,0245;0,014;0,0128;0,00458;0,0346;0,0286;0,0219;0,0115;0,00617;0,00576;0,595;0,252;1,67;1,14;0,982;0,533;0,344;0,315;41,9;40,85;37,24;54,56;44,98;44,0;40,39;38,39;38,07;7,28;0,373;48,9;18,0;13,7;5,76;2,7;2,08;-8,91;-13,23;56,9;24,42;15,66;1,55;-9,56;-10,97;0,8535533905932737;-0,14644660940672632
MonumentoGaribaldi;MonumentoGaribaldi1;MG108;5;2019-03-03 11:48:00;2019-03-03 11:58:00;45,431837;12,354908;ita;itaSSIDv1;1,0;3,0;3,0;2,0;4,0;2,0;4,0;3,0;4,0;1,0;4,0;1,0;4,0;5,0;1,0;1,0;3,0;4,0;3,0;3,0;1,0;3,0;56,0;;Female;SomeHighSchool;White;Retired;;;;;;Leaving;Couple;31,69;61,29;56,67;65,69;64,09;63,24;60,94;58,71;58,2;60,36;55,82;65,27;63,11;62,26;59,99;57,87;57,36;52,39;45,58;63,83;57,56;54,71;49,96;47,48;46,86;9,3;0,0;13,9;8,5;6,51;5,65;5,47;1,5;0,0;2,43;1,84;1,75;1,47;1,32;1,28;0,0243;0,0108;0,0944;0,0378;0,0332;0,0227;0,0168;0,0154;0,134;0,0;1,17;0,414;0,269;0,0669;0,014;0,0081;0,0183;0,00558;0,0455;0,0402;0,0324;0,0165;0,00797;0,00671;0,459;0,236;1,22;0,731;0,661;0,436;0,307;0,281;44,39;42,46;37,9;53,5;47,85;46,27;41,93;39,45;39,02;8,42;0,0999;55,5;19,0;16,1;6,98;3,02;2,33;-7,2;-18,75;55,05;24,99;16,64;-2,11;-16,75;-17,55;0,6767766952966368;0,17677669529663692
MonumentoGaribaldi;MonumentoGaribaldi1;MG111;6;2019-03-03 12:06:00;2019-03-03 12:16:00;45,431837;12,354908;ita;itaSSIDv1;2,0;2,0;3,0;2,0;1,0;3,0;3,0;3,0;2,0;1,0;4,0;1,0;4,0;4,0;2,0;1,0;2,0;3,0;3,0;4,0;4,0;4,0;72,0;;Female;TradeTechVocation;White;Employed;;;;;;Leaving;Couple;39,64;66,96;59,74;71,7;69,52;69,18;66,99;61,77;61,15;65,85;58,77;70,36;68,59;68,24;65,66;60,89;60,23;59,79;49,92;67,1;63,47;62,9;58,49;53,67;52,52;14,5;0,0;17,9;13,9;10,8;7,77;7,17;1,42;0,0;2,39;1,8;1,71;1,38;1,19;1,16;0,0588;0,0143;0,243;0,13;0,109;0,0477;0,0264;0,0227;0,222;0,0;1,81;0,488;0,401;0,193;0,0469;0,0258;0,0133;0,00344;0,0747;0,0414;0,0271;0,00847;0,00502;0,0044;0,447;0,194;1,27;0,697;0,607;0,428;0,309;0,278;50,02;48,23;39,45;57,22;53,76;52,69;48,26;43,37;42,17;8,97;0,238;59,3;20,7;16,7;7,32;3,27;2,51;-1,38;-12,69;58,65;33,19;20,96;4,23;-9,5;-10,52;0,07322330470336312;0,32322330470336313
MonumentoGaribaldi;MonumentoGaribaldi1;MG116;12;2019-03-03 12:30:00;2019-03-03 12:39:00;45,431837;12,354908;ita;itaSSIDv1;2,0;1,0;4,0;2,0;4,0;3,0;3,0;3,0;4,0;3,0;4,0;3,0;4,0;4,0;3,0;2,0;3,0;2,0;2,0;2,0;2,0;3,0;44,0;;Female;PostgraduateDegree;White;Unemployed;;;Other;Roma;Da fastidio il rumore della ghiaia .com is gente Che passa;Arriving;Group;36,82;62,0;54,38;73,18;66,25;65,15;60,84;56,92;56,43;60,01;52,63;73,16;63,66;62,6;59,11;54,99;54,53;53,86;45,93;67,3;57,44;56,32;52,95;48,91;48,33;10,1;0,0;21,1;9,39;7,49;5,94;5,62;1,56;0,0;2,33;1,92;1,83;1,54;1,34;1,29;0,0273;0,0111;0,191;0,0431;0,037;0,0254;0,0184;0,0166;0,15;0,0;0,722;0,421;0,305;0,0832;0,014;0,00817;0,0212;0,00616;0,0713;0,0431;0,039;0,0188;0,00992;0,0089;0,434;0,209;1,07;0,711;0,608;0,417;0,289;0,273;45,39;44,06;38,11;56,99;48,56;47,6;44,03;40,73;40,2;9,18;0,196;42,3;19,2;15,9;8,08;3,78;2,96;-0,8;-13,5;53,79;27,68;18,39;2,28;-11,0;-11,59;0,17677669529663684;0,030330085889910697
MonumentoGaribaldi;MonumentoGaribaldi1;MG116;13;2019-03-03 12:30:35;2019-03-03 12:39:04;45,431837;12,354908;ita;itaSSIDv1;3,0;3,0;4,0;4,0;4,0;2,0;3,0;4,0;4,0;2,0;3,0;2,0;4,0;4,0;2,0;5,0;5,0;3,0;2,0;3,0;4,0;3,0;60,0;;Female;HighSchoolGraduate;White;Student;;;;;sound environment more calm than padova, more relaxing!;Arriving;Group;36,82;62,0;54,38;73,18;66,25;65,15;60,84;56,92;56,43;60,01;52,63;73,16;63,66;62,6;59,11;54,99;54,53;53,86;45,93;67,3;57,44;56,32;52,95;48,91;48,33;10,1;0,0;21,1;9,39;7,49;5,94;5,62;1,56;0,0;2,33;1,92;1,83;1,54;1,34;1,29;0,0273;0,0111;0,191;0,0431;0,037;0,0254;0,0184;0,0166;0,15;0,0;0,722;0,421;0,305;0,0832;0,014;0,00817;0,0212;0,00616;0,0713;0,0431;0,039;0,0188;0,00992;0,0089;0,434;0,209;1,07;0,711;0,608;0,417;0,289;0,273;45,39;44,06;38,11;56,99;48,56;47,6;44,03;40,73;40,2;9,18;0,196;42,3;19,2;15,9;8,08;3,78;2,96;-0,8;-13,5;53,79;27,68;18,39;2,28;-11,0;-11,59;0,42677669529663675;-0,17677669529663692
