locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
MonumentoGaribaldi;MonumentoGaribaldi1;MG119;213;2019-03-03 12:55:00;2019-03-03 12:59:59;45,431837;12,354908;eng;engISO2018;2,0;2,0;4,0;4,0;5,0;4,0;5,0;2,0;5,0;1,0;4,0;1,0;5,0;5,0;2,0;1,0;5,0;4,0;4,0;3,0;3,0;5,0;76,0;;Male;UniversityGraduate;White;Student;;;;;;Leaving;Couple;35,46;56,82;52,49;63,98;59,84;59,03;56,07;53,92;53,63;55,81;51,63;63,57;58,78;57,64;55,13;53,1;52,72;52,77;46,12;62,06;56,96;55,8;51,01;47,99;47,57;9,08;0,0;12,1;8,43;6,45;5,34;5,16;1,63;0,0;2,53;1,97;1,88;1,6;1,42;1,38;0,0244;0,0118;0,113;0,0342;0,0317;0,0236;0,0175;0,0161;0,248;0,0;1,33;0,755;0,577;0,133;0,0239;0,0121;0,0314;0,00553;0,121;0,0918;0,0773;0,0191;0,00805;0,00706;0,445;0,241;1,25;0,687;0,58;0,416;0,32;0,299;44,71;43,09;38,22;52,96;48,14;47,11;42,62;39,73;39,4;8,39;0,374;40,0;17,9;14,9;7,34;3,25;2,5;-1,41;-15,81;45,93;29,56;17,52;0,8;-12,95;-13,64;0,7803300858899106;0,42677669529663687
SanMarco;SanMarco1;ML103;36;2019-02-28 12:57:42;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;3,0;4,0;2,0;2,0;4,0;4,0;1,0;1,0;1,0;5,0;3,0;3,0;4,0;4,0;1,0;3,0;1,0;2,0;0,0;4,0;3,0;40,0;;Male;HighSchoolGraduate;White;Student;;;Other;Alma Mater Bologna;;;;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71;-0,04289321881345251;0,7071067811865476
SanMarco;SanMarco1;ML103;37;2019-02-28 12:57:42;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;3,0;5,0;1,0;4,0;4,0;4,0;2,0;3,0;3,0;4,0;1,0;4,0;4,0;3,0;3,0;4,0;3,0;2,0;3,0;4,0;4,0;64,0;;Male;SomeCollege;White;Student;;;Tourist;;;;;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71;0,24999999999999986;0,5
SanMarco;SanMarco1;ML103;38;2019-02-28 12:33:17;2019-02-28 13:03:04;45,433663;12,339658;eng;engISO2018;1,0;4,0;4,0;2,0;2,0;5,0;4,0;4,0;1,0;2,0;4,0;2,0;2,0;2,0;4,0;1,0;3,0;4,0;4,0;4,0;2,0;5,0;76,0;;Female;PostgraduateDegree;White;Student;;;Tourist;;;PassingThrough;Group;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71;-0,14644660940672632;0,4393398282201787
SanMarco;SanMarco1;ML103;39;2019-02-28 12:57:42;2019-02-28 13:04:51;45,433663;12,339658;eng;engISO2018;1,0;3,0;5,0;2,0;3,0;4,0;4,0;1,0;2,0;3,0;4,0;2,0;3,0;4,0;3,0;1,0;3,0;4,0;4,0;4,0;3,0;4,0;76,0;;Female;;White;Student;;;Tourist;;;PassingThrough;Group;45,4;72,43;67,75;79,42;75,98;74,93;71,42;69,81;69,44;72,15;67,32;79,22;75,77;74,68;71,07;69,48;69,07;69,12;61,13;75,49;72,86;71,76;68,13;66,06;64,91;27,0;0,0;32,7;25,1;20,7;18,1;17,2;1,97;0,0;3,03;2,22;2,17;1,96;1,78;1,74;0,0412;0,0177;0,136;0,062;0,056;0,0393;0,028;0,0253;0,375;0,0;1,55;0,856;0,702;0,32;0,114;0,0794;0,0148;0,00746;0,0541;0,0306;0,0203;0,0125;0,00912;0,0084;0,331;0,213;0,8;0,434;0,397;0,325;0,265;0,251;60,88;60,02;52,72;66,93;64,35;63,15;59,82;57,75;56,6;10,3;0,802;52,3;19,9;16,8;9,31;5,06;4,22;-1,48;-10,56;58,8;45,59;35,16;7,97;-7,96;-8,71;-9,197388681172371e-17;0,6035533905932737
SanMarco;SanMarco1;ML106;43;2019-02-28 13:04:56;2019-02-28 13:17:43;45,433663;12,339658;eng;engISO2018;1,0;2,0;1,0;1,0;5,0;2,0;3,0;2,0;5,0;1,0;3,0;3,0;3,0;3,0;2,0;2,0;4,0;5,0;5,0;5,0;4,0;4,0;92,0;;Male;SomeCollege;White;Student;;;Tourist;;;;;32,26;70,41;67,32;76,51;72,18;71,63;70,21;68,52;68,18;70,16;67,0;76,4;72,01;71,37;69,96;68,23;67,89;65,73;61,32;73,78;68,09;67,43;65,2;63,0;62,5;20,2;0,0;30,0;19,4;16,9;14,9;14,5;1,74;0,0;2,71;2,06;1,96;1,7;1,55;1,52;0,0434;0,0194;0,211;0,0674;0,0584;0,0405;0,0295;0,0268;0,363;0,0;1,54;0,855;0,677;0,305;0,107;0,0796;0,0202;0,00974;0,0473;0,0342;0,0306;0,018;0,0117;0,0108;0,322;0,179;0,781;0,448;0,406;0,318;0,24;0,22;56,32;55,64;51,31;65,73;58,98;57,83;55,44;53,37;52,93;11,4;0,984;65,9;23,0;19,2;10,1;5,38;4,49;-1,47;-10,88;58,17;38,02;28,07;8,65;-8,73;-9,55;0,6338834764831843;-0,11611652351681571
SanMarco;SanMarco1;ML106;44;2019-02-28 13:04:56;2019-02-28 13:17:43;45,433663;12,339658;eng;engISO2018;1,0;1,0;3,0;1,0;5,0;1,0;3,0;1,0;5,0;1,0;3,0;1,0;3,0;2,0;2,0;3,0;4,0;5,0;4,0;4,0;5,0;2,0;80,0;;Male;SomeCollege;White;Student;;;Tourist;;;;;32,26;70,41;67,32;76,51;72,18;71,63;70,21;68,52;68,18;70,16;67,0;76,4;72,01;71,37;69,96;68,23;67,89;65,73;61,32;73,78;68,09;67,43;65,2;63,0;62,5;20,2;0,0;30,0;19,4;16,9;14,9;14,5;1,74;0,0;2,71;2,06;1,96;1,7;1,55;1,52;0,0434;0,0194;0,211;0,0674;0,0584;0,0405;0,0295;0,0268;0,363;0,0;1,54;0,855;0,677;0,305;0,107;0,0796;0,0202;0,00974;0,0473;0,0342;0,0306;0,018;0,0117;0,0108;0,322;0,179;0,781;0,448;0,406;0,318;0,24;0,22;56,32;55,64;51,31;65,73;58,98;57,83;55,44;53,37;52,93;11,4;0,984;65,9;23,0;19,2;10,1;5,38;4,49;-1,47;-10,88;58,17;38,02;28,07;8,65;-8,73;-9,55;0,8535533905932738;0,06066017177982121
SanMarco;SanMarco1;ML106;45;2019-02-28 13:12:09;2019-02-28 13:18:20;45,433663;12,339658;eng;engISO2018;2,0;1,0;2,0;1,0;4,0;3,0;3,0;3,0;4,0;3,0;3,0;3,0;4,0;2,0;3,0;1,0;3,0;3,0;3,0;3,0;2,0;2,0;52,0;;Female;SomeCollege;White;Student;;;Tourist;;;PassingThrough;Group;32,26;70,41;67,32;76,51;72,18;71,63;70,21;68,52;68,18;70,16;67,0;76,4;72,01;71,37;69,96;68,23;67,89;65,73;61,32;73,78;68,09;67,43;65,2;63,0;62,5;20,2;0,0;30,0;19,4;16,9;14,9;14,5;1,74;0,0;2,71;2,06;1,96;1,7;1,55;1,52;0,0434;0,0194;0,211;0,0674;0,0584;0,0405;0,0295;0,0268;0,363;0,0;1,54;0,855;0,677;0,305;0,107;0,0796;0,0202;0,00974;0,0473;0,0342;0,0306;0,018;0,0117;0,0108;0,322;0,179;0,781;0,448;0,406;0,318;0,24;0,22;56,32;55,64;51,31;65,73;58,98;57,83;55,44;53,37;52,93;11,4;0,984;65,9;23,0;19,2;10,1;5,38;4,49;-1,47;-10,88;58,17;38,02;28,07;8,65;-8,73;-9,55;0,17677669529663675;-0,07322330470336307
SanMarco;SanMarco1;ML106;46;2019-02-28 13:04:56;2019-02-28 13:17:43;45,433663;12,339658;eng;engISO2018;1,0;1,0;3,0;3,0;4,0;1,0;2,0;1,0;4,0;3,0;4,0;1,0;3,0;3,0;3,0;1,0;3,0;4,0;5,0;3,0;3,0;4,0;76,0;;Male;SomeCollege;White;Student;;;Tourist;;;;;32,26;70,41;67,32;76,51;72,18;71,63;70,21;68,52;68,18;70,16;67,0;76,4;72,01;71,37;69,96;68,23;67,89;65,73;61,32;73,78;68,09;67,43;65,2;63,0;62,5;20,2;0,0;30,0;19,4;16,9;14,9;14,5;1,74;0,0;2,71;2,06;1,96;1,7;1,55;1,52;0,0434;0,0194;0,211;0,0674;0,0584;0,0405;0,0295;0,0268;0,363;0,0;1,54;0,855;0,677;0,305;0,107;0,0796;0,0202;0,00974;0,0473;0,0342;0,0306;0,018;0,0117;0,0108;0,322;0,179;0,781;0,448;0,406;0,318;0,24;0,22;56,32;55,64;51,31;65,73;58,98;57,83;55,44;53,37;52,93;11,4;0,984;65,9;23,0;19,2;10,1;5,38;4,49;-1,47;-10,88;58,17;38,02;28,07;8,65;-8,73;-9,55;0,3964466094067262;0,16421356237309506
SanMarco;SanMarco1;ML106;47;2019-02-28 13:04:56;2019-02-28 13:17:43;45,433663;12,339658;eng;engISO2018;2,0;2,0;2,0;2,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,0;2,0;1,0;3,0;3,0;2,0;2,0;2,0;2,0;44,0;;Male;SomeCollege;White;Student;;;Tourist;;;PassingThrough;Group;32,26;70,41;67,32;76,51;72,18;71,63;70,21;68,52;68,18;70,16;67,0;76,4;72,01;71,37;69,96;68,23;67,89;65,73;61,32;73,78;68,09;67,43;65,2;63,0;62,5;20,2;0,0;30,0;19,4;16,9;14,9;14,5;1,74;0,0;2,71;2,06;1,96;1,7;1,55;1,52;0,0434;0,0194;0,211;0,0674;0,0584;0,0405;0,0295;0,0268;0,363;0,0;1,54;0,855;0,677;0,305;0,107;0,0796;0,0202;0,00974;0,0473;0,0342;0,0306;0,018;0,0117;0,0108;0,322;0,179;0,781;0,448;0,406;0,318;0,24;0,22;56,32;55,64;51,31;65,73;58,98;57,83;55,44;53,37;52,93;11,4;0,984;65,9;23,0;19,2;10,1;5,38;4,49;-1,47;-10,88;58,17;38,02;28,07;8,65;-8,73;-9,55;-9,197388681172371e-17;9,197388681172371e-17
SanMarco;SanMarco1;ML112;53;2019-02-28 14:09:48;2019-02-28 14:15:24;45,433663;12,339658;eng;engISO2018;1,0;3,0;5,0;4,0;5,0;3,0;4,0;1,0;4,0;2,0;4,0;4,0;4,0;5,0;3,0;1,0;4,0;2,0;2,0;3,0;4,0;4,0;60,0;;Female;SomeCollege;White;Student;;;Tourist;;;;;30,59;71,4;67,82;76,24;74,24;73,47;70,9;69,22;68,84;71,27;67,31;76,18;74,17;73,37;70,75;69,01;68,63;67,28;62,01;74,38;70,96;69,36;66,4;64,28;63,78;23,2;0,0;32,0;22,0;18,8;16,5;15,9;1,8;0,0;3,3;2,11;1,99;1,76;1,64;1,6;0,0403;0,0189;0,135;0,0601;0,0543;0,0389;0,0286;0,0264;0,295;0,0;1,3;0,726;0,554;0,237;0,1;0,0672;0,0178;0,00747;0,0522;0,0356;0,0313;0,0167;0,0109;0,0096;0,337;0,184;0,761;0,508;0,449;0,325;0,252;0,238;58,47;57,63;52,94;66,51;61,51;60,07;57,42;55,48;54,71;12,1;1,04;57,4;26,2;21,2;10,1;5,43;4,41;-2,46;-9,26;59,1;40,4;29,74;9,91;-6,88;-7,53;0,3838834764831843;0,23743686707645834
SanMarco;SanMarco1;ML112;54;2019-02-28 14:09:48;2019-02-28 14:15:24;45,433663;12,339658;eng;engISO2018;2,0;3,0;4,0;4,0;5,0;3,0;4,0;2,0;2,0;1,0;4,0;2,0;4,0;4,0;4,0;2,0;3,0;3,0;2,0;1,0;2,0;4,0;48,0;;Female;UniversityGraduate;MixedMultipleEthnicGroups;Student;;;Tourist;;;PassingThrough;Group;30,59;71,4;67,82;76,24;74,24;73,47;70,9;69,22;68,84;71,27;67,31;76,18;74,17;73,37;70,75;69,01;68,63;67,28;62,01;74,38;70,96;69,36;66,4;64,28;63,78;23,2;0,0;32,0;22,0;18,8;16,5;15,9;1,8;0,0;3,3;2,11;1,99;1,76;1,64;1,6;0,0403;0,0189;0,135;0,0601;0,0543;0,0389;0,0286;0,0264;0,295;0,0;1,3;0,726;0,554;0,237;0,1;0,0672;0,0178;0,00747;0,0522;0,0356;0,0313;0,0167;0,0109;0,0096;0,337;0,184;0,761;0,508;0,449;0,325;0,252;0,238;58,47;57,63;52,94;66,51;61,51;60,07;57,42;55,48;54,71;12,1;1,04;57,4;26,2;21,2;10,1;5,43;4,41;-2,46;-9,26;59,1;40,4;29,74;9,91;-6,88;-7,53;0,4874368670764581;0,42677669529663703
SanMarco;SanMarco1;ML112;55;2019-02-28 14:15:24;2019-02-28 14:18:33;45,433663;12,339658;eng;engISO2018;1,0;1,0;5,0;4,0;3,0;4,0;4,0;3,0;2,0;2,0;4,0;3,0;4,0;4,0;3,0;2,0;4,0;2,0;2,0;2,0;2,0;4,0;48,0;;Male;TradeTechVocation;Other;Employed;Hispanic;;Other;Student;;Leaving;Group;30,59;71,4;67,82;76,24;74,24;73,47;70,9;69,22;68,84;71,27;67,31;76,18;74,17;73,37;70,75;69,01;68,63;67,28;62,01;74,38;70,96;69,36;66,4;64,28;63,78;23,2;0,0;32,0;22,0;18,8;16,5;15,9;1,8;0,0;3,3;2,11;1,99;1,76;1,64;1,6;0,0403;0,0189;0,135;0,0601;0,0543;0,0389;0,0286;0,0264;0,295;0,0;1,3;0,726;0,554;0,237;0,1;0,0672;0,0178;0,00747;0,0522;0,0356;0,0313;0,0167;0,0109;0,0096;0,337;0,184;0,761;0,508;0,449;0,325;0,252;0,238;58,47;57,63;52,94;66,51;61,51;60,07;57,42;55,48;54,71;12,1;1,04;57,4;26,2;21,2;10,1;5,43;4,41;-2,46;-9,26;59,1;40,4;29,74;9,91;-6,88;-7,53;0,030330085889910558;0,3232233047033631
SanMarco;SanMarco1;ML132;60;2019-02-28 14:55:30;2019-02-28 15:05:06;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;2,0;1,0;4,0;3,0;5,0;1,0;4,0;5,0;1,0;2,0;4,0;4,0;3,0;3,0;4,0;1,0;3,0;4,0;5,0;68,0;;Male;SomeCollege;White;Retired;;;Tourist;;;Leaving;Couple;60,76;72,43;68,7;79,47;74,69;73,79;72,04;70,55;70,19;72,19;68,23;79,25;74,55;73,62;71,74;70,26;69,85;69,32;63,96;77,78;72,45;71,25;68,52;66,25;65,58;26,0;0,0;38,4;24,8;21,2;18,5;17,9;2,02;0,0;3,6;2,35;2,24;1,98;1,82;1,78;0,0397;0,017;0,0813;0,058;0,0527;0,0385;0,0284;0,0264;0,304;0,0;2,52;0,775;0,598;0,233;0,0789;0,0573;0,0171;0,00647;0,0611;0,0316;0,0271;0,0154;0,00962;0,00845;0,347;0,223;1,7;0,481;0,435;0,333;0,274;0,257;61,35;60,48;55,86;69,95;63,93;63,15;60,42;57,86;57,28;11,9;1,23;100,0;23,6;19,2;10,4;5,97;4,99;-1,13;-9,67;60,85;45,23;35,03;9,73;-6,71;-7,34;-0,3838834764831845;0,36611652351681573
SanMarco;SanMarco1;ML132;61;2019-02-28 14:53:19;2019-02-28 15:04:00;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;1,0;3,0;4,0;3,0;3,0;1,0;3,0;3,0;1,0;3,0;2,0;3,0;2,0;3,0;3,0;3,0;4,0;3,0;4,0;68,0;;Female;HighSchoolGraduate;White;Retired;;;Tourist;;;Leaving;Couple;60,76;72,43;68,7;79,47;74,69;73,79;72,04;70,55;70,19;72,19;68,23;79,25;74,55;73,62;71,74;70,26;69,85;69,32;63,96;77,78;72,45;71,25;68,52;66,25;65,58;26,0;0,0;38,4;24,8;21,2;18,5;17,9;2,02;0,0;3,6;2,35;2,24;1,98;1,82;1,78;0,0397;0,017;0,0813;0,058;0,0527;0,0385;0,0284;0,0264;0,304;0,0;2,52;0,775;0,598;0,233;0,0789;0,0573;0,0171;0,00647;0,0611;0,0316;0,0271;0,0154;0,00962;0,00845;0,347;0,223;1,7;0,481;0,435;0,333;0,274;0,257;61,35;60,48;55,86;69,95;63,93;63,15;60,42;57,86;57,28;11,9;1,23;100,0;23,6;19,2;10,4;5,97;4,99;-1,13;-9,67;60,85;45,23;35,03;9,73;-6,71;-7,34;-0,07322330470336316;0,3661165235168156
SanMarco;SanMarco2;ML204;73;2019-03-01 13:24:49;2019-03-01 13:40:42;45,433663;12,339658;eng;engISO2018;1,0;3,0;4,0;2,0;3,0;2,0;3,0;3,0;2,0;3,0;2,0;2,0;3,0;2,0;2,0;3,0;4,0;3,0;3,0;3,0;2,0;4,0;60,0;;Male;UniversityGraduate;White;Retired;;;Tourist;;;PassingThrough;Alone;32,38;72,16;68,58;79,27;74,74;73,97;71,6;69,92;69,57;71,53;68,05;79,13;74,33;73,51;70,86;69,33;68,94;67,0;60,46;76,71;70,97;69,72;65,66;63,38;63,04;24,0;0,0;32,4;22,3;17,9;15,9;15,5;1,86;0,0;3,07;2,29;2,13;1,82;1,69;1,66;0,0477;0,0177;0,299;0,116;0,0767;0,0375;0,0269;0,0248;0,24;0,0;2,23;0,695;0,543;0,161;0,0434;0,0286;0,0319;0,00843;0,0775;0,0695;0,0617;0,0299;0,0133;0,0101;0,344;0,202;0,757;0,482;0,437;0,332;0,267;0,252;58,75;57,48;51,96;66,4;62,23;61,01;57,03;54,78;54,12;14,4;1,14;62,6;30,2;25,0;12,4;6,19;5,06;-1,56;-12,37;59,11;40,52;32,27;8,05;-10,4;-10,95;0,07322330470336298;-0,030330085889910607
SanMarco;SanMarco2;ML206;76;2019-03-01 13:50:53;2019-03-01 13:57:44;45,433663;12,339658;eng;engISO2018;1,0;2,0;4,0;4,0;4,0;2,0;2,0;3,0;2,0;3,0;4,0;2,0;3,0;4,0;3,0;1,0;4,0;1,0;3,0;3,0;4,0;4,0;60,0;;Female;PostgraduateDegree;White;Student;;;Tourist;;No;Staying;Couple;60,89;70,27;65,89;77,28;72,96;72,37;69,65;67,98;67,56;69,89;65,52;77,23;72,8;72,16;69,15;67,52;67,06;65,72;58,36;74,28;70,22;69,31;63,95;60,79;60,26;21,6;0,0;30,2;20,4;16,4;13,8;13,3;1,92;0,0;4,05;2,66;2,45;1,8;1,6;1,56;0,0363;0,0148;0,16;0,0562;0,0481;0,0339;0,0243;0,0217;0,491;0,0;2,87;1,92;1,58;0,239;0,0473;0,0305;0,0259;0,00774;0,072;0,053;0,0494;0,0212;0,00979;0,00863;0,411;0,14;0,977;0,695;0,605;0,389;0,27;0,233;57,38;55,56;50,03;65,71;60,45;59,11;55,21;52,08;51,58;13,9;0,608;80,5;32,0;25,8;11,7;5,32;4,29;-2,16;1,31;59,22;37,02;29,79;13,72;5,58;4,34;0,10355339059327358;0,10355339059327377
SanMarco;SanMarco2;ML206;77;2019-03-01 13:49:34;2019-03-01 13:57:22;45,433663;12,339658;eng;engISO2018;1,0;2,0;4,0;2,0;3,0;1,0;4,0;1,0;3,0;1,0;2,0;1,0;4,0;2,0;3,0;3,0;5,0;4,0;4,0;4,0;3,0;4,0;76,0;;Male;;White;Student;;;Tourist;;No;Staying;Couple;60,89;70,27;65,89;77,28;72,96;72,37;69,65;67,98;67,56;69,89;65,52;77,23;72,8;72,16;69,15;67,52;67,06;65,72;58,36;74,28;70,22;69,31;63,95;60,79;60,26;21,6;0,0;30,2;20,4;16,4;13,8;13,3;1,92;0,0;4,05;2,66;2,45;1,8;1,6;1,56;0,0363;0,0148;0,16;0,0562;0,0481;0,0339;0,0243;0,0217;0,491;0,0;2,87;1,92;1,58;0,239;0,0473;0,0305;0,0259;0,00774;0,072;0,053;0,0494;0,0212;0,00979;0,00863;0,411;0,14;0,977;0,695;0,605;0,389;0,27;0,233;57,38;55,56;50,03;65,71;60,45;59,11;55,21;52,08;51,58;13,9;0,608;80,5;32,0;25,8;11,7;5,32;4,29;-2,16;1,31;59,22;37,02;29,79;13,72;5,58;4,34;0,573223304703363;0,1767766952966369
SanMarco;SanMarco2;ML209;80;2019-03-01 14:12:00;2019-03-01 14:22:00;45,433663;12,339658;eng;engISO2018;1,0;1,0;3,0;2,0;4,0;1,0;3,0;3,0;4,0;1,0;3,0;1,0;4,0;4,0;3,0;1,0;4,0;3,0;1,0;1,0;1,0;3,0;36,0;;Male;HighSchoolGraduate;White;Employed;;;Tourist;;;;Couple;30,38;73,29;65,55;85,18;78,89;76,74;70,82;66,99;66,6;72,16;64,99;85,1;76,99;75,43;69,42;66,36;66,0;68,16;58,77;84,46;73,6;69,52;61,73;60,04;59,75;25,2;0,0;49,9;20,8;14,6;13,3;13,0;1,77;0,0;2,8;2,23;2,09;1,72;1,58;1,55;0,0521;0,0169;0,504;0,145;0,0887;0,0355;0,0256;0,0234;0,178;0,0;2,45;0,568;0,356;0,0674;0,0104;0,00574;0,0548;0,00599;0,346;0,228;0,152;0,0191;0,00848;0,00735;0,464;0,241;1,89;0,839;0,653;0,407;0,315;0,287;60,04;54,85;49,58;74,46;64,8;60,16;53,49;51,44;51,02;14,3;0,362;101,0;41,8;30,9;9,49;4,49;3,61;-0,79;-9,32;63,02;41,62;33,55;8,89;-6,19;-7,26;0,6767766952966369;-0,07322330470336316
SanMarco;SanMarco2;ML209;81;2019-03-01 14:10:00;2019-03-01 14:20:00;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;1,0;4,0;5,0;4,0;1,0;1,0;2,0;4,0;1,0;4,0;5,0;2,0;1,0;3,0;4,0;2,0;4,0;1,0;4,0;60,0;;Female;SomeHighSchool;White;Employed;;;Tourist;;;Staying;Couple;30,38;73,29;65,55;85,18;78,89;76,74;70,82;66,99;66,6;72,16;64,99;85,1;76,99;75,43;69,42;66,36;66,0;68,16;58,77;84,46;73,6;69,52;61,73;60,04;59,75;25,2;0,0;49,9;20,8;14,6;13,3;13,0;1,77;0,0;2,8;2,23;2,09;1,72;1,58;1,55;0,0521;0,0169;0,504;0,145;0,0887;0,0355;0,0256;0,0234;0,178;0,0;2,45;0,568;0,356;0,0674;0,0104;0,00574;0,0548;0,00599;0,346;0,228;0,152;0,0191;0,00848;0,00735;0,464;0,241;1,89;0,839;0,653;0,407;0,315;0,287;60,04;54,85;49,58;74,46;64,8;60,16;53,49;51,44;51,02;14,3;0,362;101,0;41,8;30,9;9,49;4,49;3,61;-0,79;-9,32;63,02;41,62;33,55;8,89;-6,19;-7,26;0,13388347648318438;0,8232233047033631
SanMarco;SanMarco2;ML210;82;2019-03-01 14:38:57;2019-03-01 14:43:29;45,433663;12,339658;eng;engISO2018;1,0;1,0;4,0;3,0;5,0;1,0;4,0;2,0;5,0;1,0;4,0;2,0;5,0;4,0;3,0;1,0;5,0;3,0;3,0;1,0;1,0;5,0;52,0;;Female;SomeCollege;MixedMultipleEthnicGroups;Student;;;Tourist;;It's beautiful and peaceful !;Staying;Couple;30,59;72,68;69,13;80,51;76,41;75,22;71,44;70,17;69,92;71,38;68,17;78,17;74,33;73,33;70,62;69,49;69,19;64,58;60,68;74,33;67,52;66,6;63,82;61,82;61,37;20,3;0,0;27,2;19,4;16,9;15,0;14,5;1,78;0,0;2,55;2,04;1,96;1,76;1,61;1,57;0,0337;0,0165;0,0764;0,0474;0,044;0,033;0,0249;0,0228;0,182;0,0;1,23;0,576;0,384;0,129;0,0324;0,0203;0,0175;0,00511;0,0485;0,0331;0,0274;0,0166;0,00768;0,00619;0,357;0,211;0,697;0,501;0,45;0,344;0,281;0,27;56,26;55,52;51,45;62,26;58,98;58,24;55,36;53,11;52,71;11,3;0,427;51,8;23,7;19,8;9,92;5,05;4,15;-3,9;-11,51;64,49;37,88;30,64;6,76;-8,62;-9,67;0,8535533905932737;0,06066017177982121
