mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,018265342712402342;0,004591736971166405;0,002779436111450195;0,00027575301150388265;{};-0,3200293694234347;-0,33016113493386223;-0,2830733586706826;-0,30885967952875204;-0,2943705313127475;-0,30729881477389576;0,016977645538914787;1
