mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,013015270233154297;0,0008015632629394531;0,0016029834747314452;0,0008014917426848746;{};-0,2639816509741255;-0,26688119755753736;-0,25862490929733345;-0,2633951143911501;-0,26040056291841807;-0,2626566870277129;0,002880715928747191;1
