locationid;groupid;recordid;nombre_audio;pitch_f0_hz_mean;pitch_f0_hz_std;inharmonicity_mean;inharmonicity_std;chroma_mean;chroma_std;spectral_centroid_mean;spectral_centroid_std;spectral_spread_mean;spectral_spread_std;spectral_skewness_mean;spectral_skewness_std;spectral_flatness_mean;spectral_flatness_std;spectral_flux_mean;spectral_flux_std;spectral_rolloff_mean;spectral_rolloff_std;rms_energy_mean;rms_energy_std;zero_crossing_rate_mean;zero_crossing_rate_std;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;mfcc_14_mean;mfcc_14_std;mfcc_15_mean;mfcc_15_std;mfcc_16_mean;mfcc_16_std;mfcc_17_mean;mfcc_17_std;mfcc_18_mean;mfcc_18_std;mfcc_19_mean;mfcc_19_std;mfcc_20_mean;mfcc_20_std
EustonTap;ET214;1350;et214;67,78769587609871;6,065293594832026;0,05555247396282218;0,06731065483108588;0,7682769;0,17289001;1241,3716868726374;245,65785476085506;2370,443979301256;335,6792309473165;13,427128;2,4109008;0,0001631819;0,00018628566;1,3945467;0,4336185;2397,452773311897;597,1122993949056;0,11095226;0,02452903;0,013146854903536977;0,0052603229738282424;-244,69534;13,008228;195,55812;10,342087;-17,625912;6,4340215;27,99325;7,6951413;9,728049;6,7475023;12,028583;6,702862;10,660963;6,5744696;10,915652;5,042835;11,982973;4,9757247;7,011823;4,742856;7,846267;4,719045;2,8075104;5,0450296;3,6521604;4,5658617;4,4482226;4,212474;4,706129;4,3787837;4,6272025;4,216144;3,6154382;4,055612;2,9826121;4,1411734;2,3421156;4,025466;3,8088105;4,2002974
EustonTap;ET215;1351;et215;66,44557197193677;4,416910174645732;0,027080817002687548;0,05487986368033969;0,76532185;0,17728947;1436,117793745041;389,95420601734793;2678,635944251771;492,9898081215441;13,75031;2,3982646;0,00028747335;0,0006644333;1,3806591;0,44333318;2788,093229465824;1047,5014896377888;0,11574895;0,037786838;0,014630768505887421;0,00682844831761442;-234,21274;26,7743;183,64781;13,014916;-14,449897;8,239898;25,188864;7,6424484;7,3999686;8,194551;18,146545;9,183871;3,042;6,3995667;15,471646;6,4266386;14,501589;5,7605205;6,3780723;5,2939634;7,9121146;5,1263714;3,687794;4,462164;4,274814;4,750713;4,857057;4,4297996;6,142313;4,311624;3,360748;4,4928317;3,6373475;4,377146;4,218517;4,623279;3,0998204;4,2039595;0,70324016;4,493919
EustonTap;ET216;1352;et216;72,88813698674686;12,001491260011923;0,12418280709142286;0,08139657691861292;0,7168052;0,20345713;1336,4096477095318;261,30333011722126;2487,107026711985;362,5697164190778;12,527244;2,5963326;0,00024206187;0,0003066252;1,4363712;0,54257274;2478,4146613190733;633,116776581233;0,14650813;0,03183724;0,015197064858140225;0,005909141325113508;-203,46567;15,489566;197,21388;11,23845;-15,879106;7,4162884;25,063614;6,809171;4,2437367;7,2636223;15,546659;6,336102;1,1269438;6,7530932;15,03055;5,1862073;12,203804;5,335854;4,0170093;4,9716973;7,001454;4,7962027;4,6173916;4,7747135;4,635027;4,5719423;3,2320275;4,6340594;5,81277;4,3656716;2,624596;4,380463;4,781837;4,6237535;3,504128;4,351913;1,6184528;4,3139653;0,16028208;4,422741
EustonTap;ET218;1355;et218;108,08558881984143;142,25465441244668;0,35512319801761494;0,08327621378618559;0,7420345;0,1859526;1403,032679342936;361,7014988341502;2619,0627940497047;484,56810182095325;12,902404;2,7011795;0,0003367235;0,00085476827;1,4189409;0,47881854;2647,970166163142;971,4899618233711;0,14125732;0,042615484;0,014882989520392749;0,006247186307267106;-208,18338;21,252977;189,26613;14,316351;-13,443538;8,70927;25,133635;8,017562;4,3831725;7,690637;14,237564;6,8890944;6,597173;5,982992;13,610555;6,667135;13,204725;5,3785825;6,651318;5,347421;8,272502;5,0986767;3,1202204;4,80967;0,61054397;4,8942275;5,221482;4,9690304;5,5938077;4,295714;1,4490716;4,3187976;3,1861908;4,259947;3,9048202;4,4650154;1,7575214;4,2765317;1,1669489;4,2826014
EustonTap;ET218;1356;et218;108,08558881984143;142,25465441244668;0,35512319801761494;0,08327621378618559;0,7420345;0,1859526;1403,032679342936;361,7014988341502;2619,0627940497047;484,56810182095325;12,902404;2,7011795;0,0003367235;0,00085476827;1,4189409;0,47881854;2647,970166163142;971,4899618233711;0,14125732;0,042615484;0,014882989520392749;0,006247186307267106;-208,18338;21,252977;189,26613;14,316351;-13,443538;8,70927;25,133635;8,017562;4,3831725;7,690637;14,237564;6,8890944;6,597173;5,982992;13,610555;6,667135;13,204725;5,3785825;6,651318;5,347421;8,272502;5,0986767;3,1202204;4,80967;0,61054397;4,8942275;5,221482;4,9690304;5,5938077;4,295714;1,4490716;4,3187976;3,1861908;4,259947;3,9048202;4,4650154;1,7575214;4,2765317;1,1669489;4,2826014
EustonTap;ET219;1357;et219;231,69076433565291;146,81465694581445;0,295342782086389;0,09371593855583836;0,6397613;0,2577052;1451,4087147364423;353,8793741695085;2537,1415254382227;458,2403116390427;12,067863;2,625615;0,00031708943;0,00038447155;1,3313063;0,41829428;2708,396197948099;1036,7303707778901;0,17445649;0,053546455;0,020035443855612553;0,013863692014757694;-169,62685;25,994005;183,18657;10,53588;-8,895021;9,011785;13,741418;10,253688;8,571901;7,0254364;8,192315;6,664639;6,5513787;5,438172;9,971261;6,368652;10,908447;6,3930545;4,05726;5,245925;8,477219;5,1940503;6,813787;6,241637;3,8188388;5,2443314;4,9521375;5,5270762;6,4217334;5,098857;6,1629286;5,655174;2,8992083;5,28627;3,0626822;5,164871;0,9661974;4,6561522;-1,2249539;5,2304173
EustonTap;ET219;1358;et219;231,69076433565291;146,81465694581445;0,295342782086389;0,09371593855583836;0,6397613;0,2577052;1451,4087147364423;353,8793741695085;2537,1415254382227;458,2403116390427;12,067863;2,625615;0,00031708943;0,00038447155;1,3313063;0,41829428;2708,396197948099;1036,7303707778901;0,17445649;0,053546455;0,020035443855612553;0,013863692014757694;-169,62685;25,994005;183,18657;10,53588;-8,895021;9,011785;13,741418;10,253688;8,571901;7,0254364;8,192315;6,664639;6,5513787;5,438172;9,971261;6,368652;10,908447;6,3930545;4,05726;5,245925;8,477219;5,1940503;6,813787;6,241637;3,8188388;5,2443314;4,9521375;5,5270762;6,4217334;5,098857;6,1629286;5,655174;2,8992083;5,28627;3,0626822;5,164871;0,9661974;4,6561522;-1,2249539;5,2304173
EustonTap;ET220;1359;et220;93,30752297527883;23,286458970362816;0,2388098411974868;0,07001773341348372;0,7070318;0,22370464;1334,1617910081936;326,38286974079904;2503,8117535373294;408,6656615105902;13,414338;2,726572;0,0002537723;0,0004650972;1,3221263;0,41173774;2540,343357009781;798,5838006422844;0,1360171;0,049268737;0,014303433933977643;0,00645870165010488;-210,09518;18,739866;178,43515;10,23653;-4,2407765;6,5929227;15,149232;8,801569;14,755618;7,3321986;9,067503;6,6090746;8,356173;5,048727;10,802591;5,095549;13,157985;4,830081;6,7740088;4,5793824;7,474124;4,567733;4,5364423;4,1864853;0,3244558;4,3593235;4,3284607;4,8021464;5,2761264;4,492849;3,2356107;4,244931;3,7653785;4,4957633;3,167261;4,311584;1,7324269;4,2962584;1,6954232;4,383729
EustonTap;ET221;1360;et221;68,8660657680374;8,579188012978573;0,07758959516739906;0,08920795873967417;0,68509346;0,21879081;1659,3085944956085;456,4105218666411;2836,941867703063;559,7720842733391;11,606378;2,684686;0,0005416165;0,0006456004;1,4447;0,51929635;3206,693372744244;1139,0811935181252;0,12927853;0,03729886;0,021947133147946486;0,011115866354303823;-194,24736;42,75965;183,05692;14,935016;-19,362328;10,748965;24,308933;9,019309;4,1764855;11,164106;16,87649;8,357241;1,3693564;9,103688;15,416768;7,3642874;11,1065235;7,2596135;8,060595;6,1096334;5,800666;5,395339;2,7716022;4,862385;1,8777502;5,0466447;2,5851526;5,2215114;5,565523;5,1321754;1,6703066;4,9669256;4,143027;4,962611;3,8242092;4,763392;2,4089682;4,74815;0,1344673;4,535291
EustonTap;ET221;1361;et221;68,8660657680374;8,579188012978573;0,07758959516739906;0,08920795873967417;0,68509346;0,21879081;1659,3085944956085;456,4105218666411;2836,941867703063;559,7720842733391;11,606378;2,684686;0,0005416165;0,0006456004;1,4447;0,51929635;3206,693372744244;1139,0811935181252;0,12927853;0,03729886;0,021947133147946486;0,011115866354303823;-194,24736;42,75965;183,05692;14,935016;-19,362328;10,748965;24,308933;9,019309;4,1764855;11,164106;16,87649;8,357241;1,3693564;9,103688;15,416768;7,3642874;11,1065235;7,2596135;8,060595;6,1096334;5,800666;5,395339;2,7716022;4,862385;1,8777502;5,0466447;2,5851526;5,2215114;5,565523;5,1321754;1,6703066;4,9669256;4,143027;4,962611;3,8242092;4,763392;2,4089682;4,74815;0,1344673;4,535291
EustonTap;ET222;1362;et222;352,2270754447872;210,98980728868347;0,3151593039658393;0,12331566187063006;0,74562657;0,19328259;1443,2829170387872;281,1009366991405;2634,1863277783814;316,67982521583195;13,534895;2,8540437;0,0003088248;0,0003863487;1,3444111;0,31342337;2718,425418349683;620,7400843599702;0,18077676;0,049718868;0,01582081965882862;0,006662080347020086;-178,18268;14,262234;187,14156;9,3896265;-16,178057;5,1996737;20,663643;5,6516485;4,210543;6,5366054;14,217294;6,0778675;-0,3563642;4,954326;16,461855;4,556533;14,518463;4,539013;7,495824;4,4168115;8,656661;4,3932166;3,835565;4,3835335;3,1325583;4,537287;2,0612555;4,202065;6,3021507;4,1715975;2,9748082;4,069405;4,83769;4,124786;3,31114;4,1705112;2,0858696;4,0596685;1,8261406;3,9931498
EustonTap;ET302;1366;et302;67,89935027419908;6,341346234278225;0,057724127514946405;0,07332599788750906;0,7513779;0,18075845;1505,9968817023557;386,0040057097391;2712,702820215931;448,10185505898244;13,204134;2,758723;0,00036006508;0,00058015983;1,4148421;0,4716053;2884,578235672891;1031,7650809045692;0,13693053;0,039677236;0,017645094675627818;0,01037370680770516;-204,80568;26,022398;184,0544;13,225956;-15,173214;9,450731;23,513401;9,269907;6,574153;8,11;15,972664;7,5077124;3,8009648;7,3703456;13,795244;5,5728397;14,123241;5,3720474;7,7263155;5,9818115;6,9689775;4,8905196;2,6813495;4,8201327;4,1372766;4,794566;5,240142;4,6097593;5,661022;4,7424645;2,6638315;4,8449526;3,3799043;4,7051206;2,3712232;4,41086;2,8297212;4,329048;1,9028132;4,431813
EustonTap;ET302;1367;et302;67,89935027419908;6,341346234278225;0,057724127514946405;0,07332599788750906;0,7513779;0,18075845;1505,9968817023557;386,0040057097391;2712,702820215931;448,10185505898244;13,204134;2,758723;0,00036006508;0,00058015983;1,4148421;0,4716053;2884,578235672891;1031,7650809045692;0,13693053;0,039677236;0,017645094675627818;0,01037370680770516;-204,80568;26,022398;184,0544;13,225956;-15,173214;9,450731;23,513401;9,269907;6,574153;8,11;15,972664;7,5077124;3,8009648;7,3703456;13,795244;5,5728397;14,123241;5,3720474;7,7263155;5,9818115;6,9689775;4,8905196;2,6813495;4,8201327;4,1372766;4,794566;5,240142;4,6097593;5,661022;4,7424645;2,6638315;4,8449526;3,3799043;4,7051206;2,3712232;4,41086;2,8297212;4,329048;1,9028132;4,431813
EustonTap;ET303;1370;et303;79,89950882963922;20,308360180177647;0,20336766271731127;0,10753305535446711;0,6555985;0,21990858;1302,1272535156218;230,08563871968414;2203,3269462452154;340,8479071027661;10,096181;2,37777;0,00022484391;0,00044794485;1,366762;0,4366057;2456,471805993691;511,78368376686615;0,13948162;0,035682414;0,01984270258280757;0,00568704800073574;-193,16441;17,151333;210,86873;10,762013;-24,249586;7,2424808;28,489674;5,8240747;5,547671;6,1915727;10,983914;5,7942557;3,1369443;5,4836154;4,8717203;5,718809;9,188591;5,1080866;0,21248871;4,4508476;3,5297053;4,478123;2,7796147;4,374837;0,59732807;4,2662153;1,2853593;4,3885717;5,571581;4,239152;4,008072;4,384189;1,7662396;4,0016747;1,3409778;4,2741203;2,5449786;4,1161366;1,8583232;4,104182
EustonTap;ET303;1371;et303;79,89950882963922;20,308360180177647;0,20336766271731127;0,10753305535446711;0,6555985;0,21990858;1302,1272535156218;230,08563871968414;2203,3269462452154;340,8479071027661;10,096181;2,37777;0,00022484391;0,00044794485;1,366762;0,4366057;2456,471805993691;511,78368376686615;0,13948162;0,035682414;0,01984270258280757;0,00568704800073574;-193,16441;17,151333;210,86873;10,762013;-24,249586;7,2424808;28,489674;5,8240747;5,547671;6,1915727;10,983914;5,7942557;3,1369443;5,4836154;4,8717203;5,718809;9,188591;5,1080866;0,21248871;4,4508476;3,5297053;4,478123;2,7796147;4,374837;0,59732807;4,2662153;1,2853593;4,3885717;5,571581;4,239152;4,008072;4,384189;1,7662396;4,0016747;1,3409778;4,2741203;2,5449786;4,1161366;1,8583232;4,104182
EustonTap;ET303;1372;et303;79,89950882963922;20,308360180177647;0,20336766271731127;0,10753305535446711;0,6555985;0,21990858;1302,1272535156218;230,08563871968414;2203,3269462452154;340,8479071027661;10,096181;2,37777;0,00022484391;0,00044794485;1,366762;0,4366057;2456,471805993691;511,78368376686615;0,13948162;0,035682414;0,01984270258280757;0,00568704800073574;-193,16441;17,151333;210,86873;10,762013;-24,249586;7,2424808;28,489674;5,8240747;5,547671;6,1915727;10,983914;5,7942557;3,1369443;5,4836154;4,8717203;5,718809;9,188591;5,1080866;0,21248871;4,4508476;3,5297053;4,478123;2,7796147;4,374837;0,59732807;4,2662153;1,2853593;4,3885717;5,571581;4,239152;4,008072;4,384189;1,7662396;4,0016747;1,3409778;4,2741203;2,5449786;4,1161366;1,8583232;4,104182
EustonTap;ET304;1373;et304;72,82369090824277;12,856963126876172;0,11792583417014067;0,08706753992307692;0,70969176;0,19582668;1462,235753018834;372,5418058588198;2614,2426372648133;547,5624446368661;11,191238;2,6992145;0,00045917623;0,0006734702;1,6342181;0,9968161;2707,645490750257;818,9223402188646;0,13106434;0,033638597;0,01806540258864337;0,006397967972398902;-200,21661;32,01576;196,19841;15,643338;-16,035994;10,527794;27,005095;6,986308;6,460395;7,332523;15,541525;6,804218;-1,0394696;7,4772243;9,252967;6,2028084;8,914971;6,862818;6,049736;5,5495152;5,043078;5,1569285;3,7472205;5,0350347;0,055401746;4,9300857;0,49434593;4,9607835;5,019791;4,770461;3,618879;4,558235;2,4942029;4,485888;3,004937;4,6348386;2,1180742;4,3404016;1,2432077;4,1918826
EustonTap;ET305;1374;et305;67,49043621302853;6,370947861320578;0,049443569078453244;0,07181250559135072;0,74742;0,18437529;1404,2543607442544;435,4755209627058;2628,310728094003;592,9405642833877;13,614156;2,6383755;0,00034741123;0,00071508373;1,3602175;0,36943802;2750,878967630421;1125,9944154129191;0,1481428;0,038833532;0,014302865729101194;0,0067846579647043;-210,23195;25,475458;186,55751;15,1110935;-13,47575;9,136605;29,903774;7,563339;7,121012;8,170838;13,65376;6,8277564;4,089091;6,0419693;13,197748;5,6101575;13,796848;5,4952145;5,368658;5,3428926;8,076976;5,2021832;4,0775905;4,84351;1,9460015;4,8296685;3,5517597;4,7560987;5,815984;4,3821325;2,8960977;4,8658195;1,1208255;4,5302606;3,707596;4,098493;2,5387385;4,1307654;1,6639171;4,433918
EustonTap;ET306;1375;et306;72,36309362401425;12,158458986386957;0,10717996435388202;0,09526107724621802;0,6764547;0,21322426;1264,1572739274102;202,76357032226346;2302,515171935306;332,7020617690724;10,300158;2,254576;0,00021899822;0,00022370677;1,4293903;0,49602112;2274,8023638071386;404,51047993823556;0,1116391;0,024799107;0,018735996693018158;0,005472995077344788;-221,11015;17,158848;208,3152;10,636755;-16,124695;7,2458262;23,403467;6,668296;6,4417443;6,333754;12,652234;6,327046;1,177295;6,8464785;7,7775645;5,782607;9,7930565;5,056934;4,4295645;5,1399155;6,008717;4,676703;2,6278477;5,0186634;0,18450175;4,673954;1,5000137;5,035752;6,0591516;4,671037;1,7303336;4,589243;0,2601716;4,4778857;1,125447;4,391406;3,531109;4,4419627;2,1949685;4,389924
EustonTap;ET306;1376;et306;72,36309362401425;12,158458986386957;0,10717996435388202;0,09526107724621802;0,6764547;0,21322426;1264,1572739274102;202,76357032226346;2302,515171935306;332,7020617690724;10,300158;2,254576;0,00021899822;0,00022370677;1,4293903;0,49602112;2274,8023638071386;404,51047993823556;0,1116391;0,024799107;0,018735996693018158;0,005472995077344788;-221,11015;17,158848;208,3152;10,636755;-16,124695;7,2458262;23,403467;6,668296;6,4417443;6,333754;12,652234;6,327046;1,177295;6,8464785;7,7775645;5,782607;9,7930565;5,056934;4,4295645;5,1399155;6,008717;4,676703;2,6278477;5,0186634;0,18450175;4,673954;1,5000137;5,035752;6,0591516;4,671037;1,7303336;4,589243;0,2601716;4,4778857;1,125447;4,391406;3,531109;4,4419627;2,1949685;4,389924
EustonTap;ET306;1377;et306;72,36309362401425;12,158458986386957;0,10717996435388202;0,09526107724621802;0,6764547;0,21322426;1264,1572739274102;202,76357032226346;2302,515171935306;332,7020617690724;10,300158;2,254576;0,00021899822;0,00022370677;1,4293903;0,49602112;2274,8023638071386;404,51047993823556;0,1116391;0,024799107;0,018735996693018158;0,005472995077344788;-221,11015;17,158848;208,3152;10,636755;-16,124695;7,2458262;23,403467;6,668296;6,4417443;6,333754;12,652234;6,327046;1,177295;6,8464785;7,7775645;5,782607;9,7930565;5,056934;4,4295645;5,1399155;6,008717;4,676703;2,6278477;5,0186634;0,18450175;4,673954;1,5000137;5,035752;6,0591516;4,671037;1,7303336;4,589243;0,2601716;4,4778857;1,125447;4,391406;3,531109;4,4419627;2,1949685;4,389924
EustonTap;ET306;1378;et306;72,36309362401425;12,158458986386957;0,10717996435388202;0,09526107724621802;0,6764547;0,21322426;1264,1572739274102;202,76357032226346;2302,515171935306;332,7020617690724;10,300158;2,254576;0,00021899822;0,00022370677;1,4293903;0,49602112;2274,8023638071386;404,51047993823556;0,1116391;0,024799107;0,018735996693018158;0,005472995077344788;-221,11015;17,158848;208,3152;10,636755;-16,124695;7,2458262;23,403467;6,668296;6,4417443;6,333754;12,652234;6,327046;1,177295;6,8464785;7,7775645;5,782607;9,7930565;5,056934;4,4295645;5,1399155;6,008717;4,676703;2,6278477;5,0186634;0,18450175;4,673954;1,5000137;5,035752;6,0591516;4,671037;1,7303336;4,589243;0,2601716;4,4778857;1,125447;4,391406;3,531109;4,4419627;2,1949685;4,389924
EustonTap;ET306;1379;et306;72,36309362401425;12,158458986386957;0,10717996435388202;0,09526107724621802;0,6764547;0,21322426;1264,1572739274102;202,76357032226346;2302,515171935306;332,7020617690724;10,300158;2,254576;0,00021899822;0,00022370677;1,4293903;0,49602112;2274,8023638071386;404,51047993823556;0,1116391;0,024799107;0,018735996693018158;0,005472995077344788;-221,11015;17,158848;208,3152;10,636755;-16,124695;7,2458262;23,403467;6,668296;6,4417443;6,333754;12,652234;6,327046;1,177295;6,8464785;7,7775645;5,782607;9,7930565;5,056934;4,4295645;5,1399155;6,008717;4,676703;2,6278477;5,0186634;0,18450175;4,673954;1,5000137;5,035752;6,0591516;4,671037;1,7303336;4,589243;0,2601716;4,4778857;1,125447;4,391406;3,531109;4,4419627;2,1949685;4,389924
EustonTap;ET307;1380;et307;80,23857789782564;16,66198431113781;0,17730714716105164;0,0955942578445885;0,7261448;0,2064728;1339,135355039093;283,4800012540361;2626,2358747574303;348,5510068990453;13,205566;2,6600637;0,0002243801;0,00044605602;1,3687174;0,4364765;2490,641223231668;751,8541546893099;0,14303145;0,046208967;0,01298618997404283;0,005883448253701094;-215,74464;22,635195;180,19377;9,753976;-2,7295384;8,144339;28,553354;8,844448;7,5262213;8,0595875;17,175087;7,6495123;6,9544854;7,0524592;10,519862;5,5025597;14,994175;4,884899;3,085374;4,9988112;10,353218;5,2472506;4,3525167;4,4932714;1,0424613;4,3514433;3,503642;4,7038956;3,518411;4,204145;2,445014;4,2916474;2,9726853;4,3682575;3,5759938;4,2308664;2,0488665;4,1868367;1,7562966;4,2697997
EustonTap;ET307;1381;et307;80,23857789782564;16,66198431113781;0,17730714716105164;0,0955942578445885;0,7261448;0,2064728;1339,135355039093;283,4800012540361;2626,2358747574303;348,5510068990453;13,205566;2,6600637;0,0002243801;0,00044605602;1,3687174;0,4364765;2490,641223231668;751,8541546893099;0,14303145;0,046208967;0,01298618997404283;0,005883448253701094;-215,74464;22,635195;180,19377;9,753976;-2,7295384;8,144339;28,553354;8,844448;7,5262213;8,0595875;17,175087;7,6495123;6,9544854;7,0524592;10,519862;5,5025597;14,994175;4,884899;3,085374;4,9988112;10,353218;5,2472506;4,3525167;4,4932714;1,0424613;4,3514433;3,503642;4,7038956;3,518411;4,204145;2,445014;4,2916474;2,9726853;4,3682575;3,5759938;4,2308664;2,0488665;4,1868367;1,7562966;4,2697997
EustonTap;ET307;1382;et307;80,23857789782564;16,66198431113781;0,17730714716105164;0,0955942578445885;0,7261448;0,2064728;1339,135355039093;283,4800012540361;2626,2358747574303;348,5510068990453;13,205566;2,6600637;0,0002243801;0,00044605602;1,3687174;0,4364765;2490,641223231668;751,8541546893099;0,14303145;0,046208967;0,01298618997404283;0,005883448253701094;-215,74464;22,635195;180,19377;9,753976;-2,7295384;8,144339;28,553354;8,844448;7,5262213;8,0595875;17,175087;7,6495123;6,9544854;7,0524592;10,519862;5,5025597;14,994175;4,884899;3,085374;4,9988112;10,353218;5,2472506;4,3525167;4,4932714;1,0424613;4,3514433;3,503642;4,7038956;3,518411;4,204145;2,445014;4,2916474;2,9726853;4,3682575;3,5759938;4,2308664;2,0488665;4,1868367;1,7562966;4,2697997
EustonTap;ET308;1383;et308;69,50844154979502;8,377704415363562;0,08222252394153255;0,07650941447811903;0,72446007;0,20360279;1329,6766244537557;396,72267837243595;2393,5340831761328;499,9126400699056;12,006139;2,4394403;0,0003190196;0,0011225559;1,3859878;0,5171361;2580,7771773680865;1124,6109618667804;0,13610213;0,042653978;0,016199886760966307;0,006903073150320515;-205,95009;24,455433;192,599;13,622962;-13,255652;9,488563;20,557749;8,223329;13,961945;6,7698917;11,606889;6,291878;6,9900246;5,2665052;11,62454;5,431776;13,357828;5,3634806;4,5847507;4,7689276;6,7111983;4,406339;2,4470258;4,747515;1,3727467;4,2919235;1,3854363;4,358162;3,9137037;4,288569;3,660982;4,4409738;0,2513136;4,2024593;2,7457485;4,1027255;1,5273;4,137088;2,4056165;4,2988076
EustonTap;ET310;1385;et310;68,60633544467537;7,0628404190189435;0,06015387752497913;0,06430245198516495;0,7243175;0,19853309;1395,3035602674443;322,2185455595035;2469,0152768616567;361,18043158789396;12,265983;2,7031114;0,00028084242;0,00035941077;1,4641713;0,74047476;2715,0057805493275;698,3771239549968;0,09788284;0,039103314;0,017773546980100897;0,008379732489830852;-241,19891;35,601868;191,12474;12,18122;-18,951088;12,188004;25,650381;8,155685;10,748748;8,310239;13,040171;7,2430606;4,7176747;6,602059;11,494927;6,0967016;15,087633;5,9885793;4,6496863;5,55104;6,776651;5,1681657;3,9615128;5,221596;2,2261152;5,4635077;1,5197623;5,0669303;4,5940213;4,8720016;3,0456226;5,4953604;0,63160086;4,8038287;2,293471;4,5855875;2,1874542;4,464876;3,481792;4,41626
EustonTap;ET310;1386;et310;68,60633544467537;7,0628404190189435;0,06015387752497913;0,06430245198516495;0,7243175;0,19853309;1395,3035602674443;322,2185455595035;2469,0152768616567;361,18043158789396;12,265983;2,7031114;0,00028084242;0,00035941077;1,4641713;0,74047476;2715,0057805493275;698,3771239549968;0,09788284;0,039103314;0,017773546980100897;0,008379732489830852;-241,19891;35,601868;191,12474;12,18122;-18,951088;12,188004;25,650381;8,155685;10,748748;8,310239;13,040171;7,2430606;4,7176747;6,602059;11,494927;6,0967016;15,087633;5,9885793;4,6496863;5,55104;6,776651;5,1681657;3,9615128;5,221596;2,2261152;5,4635077;1,5197623;5,0669303;4,5940213;4,8720016;3,0456226;5,4953604;0,63160086;4,8038287;2,293471;4,5855875;2,1874542;4,464876;3,481792;4,41626
EustonTap;ET311;1387;et311;73,43348152606518;13,62528838784885;0,13382589420272706;0,09319892306162914;0,6374585;0,22916047;1623,4632353117154;432,5729600052666;2505,985636807122;395,15740899669913;11,062938;2,3722806;0,0003767096;0,0014307953;1,4316307;0,6295174;3478,156498167379;1092,7639740243862;0,14673729;0,040453374;0,02492262666081246;0,010259502233430707;-175,31364;22,477085;181,6161;13,328447;-24,729292;9,702666;35,156227;8,555812;5,07685;9,56538;4,0890164;8,333534;12,685742;7,01402;10,692928;6,409632;16,846039;6,136044;1,2587646;5,8159456;1,1798371;5,4230227;1,9841409;5,5071564;0,6330911;4,808413;2,9719403;5,339948;5,8416986;5,1302586;6,4906545;5,339808;0,2850801;5,004129;2,3940475;4,7972517;3,4716225;4,825873;-0,28558844;4,7946877
EustonTap;ET312;1388;et312;71,6743804569192;18,691198436778322;0,09272562274475361;0,07144568379376279;0,6784358;0,22876157;1433,4585170936125;318,58538708205083;2658,710584394691;376,40880071248716;12,600728;2,6529155;0,00032555874;0,0003786995;1,4272331;0,5392713;2684,7349233811174;766,603087100966;0,11104515;0,02774184;0,015747854748517053;0,006890910860373496;-228,02707;25,51334;187,04445;12,603122;-13,967423;9,012345;29,256105;7,3598566;4,850758;7,841025;16,97848;6,1278267;3,6103582;6,475498;11,429386;5,8558125;9,476359;5,7924604;4,4386516;5,4587164;6,274911;4,792451;3,841129;5,1840086;2,8334777;4,8117366;2,2615469;4,8410645;6,002316;4,402925;3,057068;4,50921;3,5302079;4,3367925;3,0608857;4,3011346;2,2121103;4,426307;1,1649218;4,422812
EustonTap;ET313;1389;et313;78,39857081987141;26,114975952053857;0,14231663956465612;0,07784212582318181;0,69617206;0,23280385;1556,6268209990099;368,9529637885129;2748,996264763294;467,3883929378821;12,383667;2,6842916;0,00041465624;0,000570415;1,4629998;0,585838;3072,716662283009;986,1861422751936;0,12833865;0,03742222;0,01858987662743293;0,008302383619198696;-204,3291;22,937103;180,11053;13,014741;-14,479531;9,645789;27,054228;8,549334;7,3063416;8,145638;14,384841;7,5906754;3,013564;7,4550014;13,559972;5,6904387;15,111571;5,657978;4,549711;5,5984864;8,090901;5,0474067;4,13863;5,0109744;1,9613545;4,552084;1,8083267;4,705333;5,466595;4,694627;3,2717812;4,8154974;0,53790766;4,596819;2,4456587;4,750478;2,1994724;4,6620116;1,4373996;4,8010964
EustonTap;ET314;1390;et314;75,4108400990387;23,32617446649955;0,1268352647479868;0,07824270510239324;0,66433233;0,22745515;1491,6709967523593;405,4615412119191;2589,436604810375;469,4353374790734;11,852974;2,4938662;0,00042216817;0,0014139476;1,4255153;0,5258888;2966,2532684485764;1013,295833385052;0,10038404;0,023576025;0,018486027382335853;0,008232028085701105;-229,72165;18,63497;190,90347;14,714896;-22,955057;8,719866;34,663254;7,3446107;4,441358;7,612457;18,322569;6,795138;1,6895596;6,1188455;10,241355;5,9878855;16,24398;5,911151;3,8438363;5,4096255;4,6230607;4,9123;2,333589;5,3862047;0,061072856;4,6177826;1,3276521;4,5283074;3,4592783;4,70145;0,204986;4,47939;1,1322129;4,459718;3,0457742;4,673225;2,3838115;4,4174275;2,1592932;4,610775
