locationid;sessionid;groupid;recordid;recordinglength;nombre_audio_empleado
TorringtonSq;TorringtonSq3;TS318;195;39,42;ts318
TorringtonSq;TorringtonSq3;TS319;176;37,03;ts319
TorringtonSq;TorringtonSq3;TS319;196;37,03;ts319
TorringtonSq;TorringtonSq3;TS320;197;34,94;ts320
TorringtonSq;TorringtonSq3;TS321;177;37,93;ts321
TorringtonSq;TorringtonSq3;TS321;178;37,93;ts321
TorringtonSq;TorringtonSq3;TS322;179;39,59;ts322
TorringtonSq;TorringtonSq3;TS323;180;32,6;ts323
TorringtonSq;TorringtonSq3;TS323;181;32,6;ts323
TorringtonSq;TorringtonSq4;TS401;1243;26,28;ts401
TorringtonSq;TorringtonSq4;TS407;1244;41,98;ts407
TorringtonSq;TorringtonSq4;TS407;1245;41,98;ts407
TorringtonSq;TorringtonSq4;TS408;1246;32,0;ts408
TorringtonSq;TorringtonSq4;TS408;1247;32,0;ts408
TorringtonSq;TorringtonSq4;TS411;1248;49,28;ts411
TorringtonSq;TorringtonSq4;TS411;1249;49,28;ts411
TorringtonSq;TorringtonSq4;TS412;1250;41,64;ts412
TorringtonSq;TorringtonSq4;TS413;1251;38,06;ts413
TorringtonSq;TorringtonSq4;TS413;1252;38,06;ts413
TorringtonSq;TorringtonSq4;TS413;1253;38,06;ts413
TorringtonSq;TorringtonSq4;TS414;1254;40,79;ts414
TorringtonSq;TorringtonSq4;TS415;1255;41,77;ts415
TorringtonSq;TorringtonSq4;TS415;1256;41,77;ts415
TorringtonSq;TorringtonSq4;TS415;1257;41,77;ts415
TorringtonSq;TorringtonSq4;TS415;1258;41,77;ts415
TorringtonSq;TorringtonSq4;TS417;1260;45,82;ts417
TorringtonSq;TorringtonSq4;TS417 ;1261;;ts417
TorringtonSq;TorringtonSq4;TS418;1262;45,01;ts418
TorringtonSq;TorringtonSq4;TS418;1263;45,01;ts418
TorringtonSq;TorringtonSq4;TS418;1283;45,01;ts418
TorringtonSq;TorringtonSq4;TS419;1264;43,56;ts419
TorringtonSq;TorringtonSq4;TS419;1265;43,56;ts419
TorringtonSq;TorringtonSq4;TS419;1266;43,56;ts419
TorringtonSq;TorringtonSq4;TS420;1267;41,77;ts420
TorringtonSq;TorringtonSq4;TS421;1269;43,69;ts421
TorringtonSq;TorringtonSq4;TS422;1268;41,09;ts422
TorringtonSq;TorringtonSq4;TS423;1271;60,93;ts423
TorringtonSq;TorringtonSq4;TS423;1272;60,93;ts423
TorringtonSq;TorringtonSq4;TS423;1274;60,93;ts423
TorringtonSq;TorringtonSq4;TS424;1273;40,66;ts424
TorringtonSq;TorringtonSq4;TS425;1275;40,7;ts425
TorringtonSq;TorringtonSq4;TS426;1278;44,54;ts426
TorringtonSq;TorringtonSq4;TS426;1279;44,54;ts426
TorringtonSq;TorringtonSq4;TS426;1280;44,54;ts426
TorringtonSq;TorringtonSq4;TS426;1281;44,54;ts426
TorringtonSq;TorringtonSq4;TS426;1282;44,54;ts426
CamdenTown;CamdenTown3;CT323;10009;48,32;ct323
CamdenTown;CamdenTown3;CT323;10010;48,32;ct323
CampoPrincipe;CampoPrincipe1;CP0;10102;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10103;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10104;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10105;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10106;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10107;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10108;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10109;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10110;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10111;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10112;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10113;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10114;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10115;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10116;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10117;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10118;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10119;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10120;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10121;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10122;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10123;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10124;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10125;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10126;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10127;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10128;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10129;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10130;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10131;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP0;10132;30,67;cp0
CampoPrincipe;CampoPrincipe1;CP00;10073;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10074;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10075;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10076;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10077;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10078;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10079;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10080;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10081;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10082;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10083;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10084;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10085;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10086;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10087;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10088;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10089;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10090;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10091;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10092;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10093;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10094;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10095;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10096;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP00;10133;31,09;cp00
CampoPrincipe;CampoPrincipe1;CP1;10042;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP1;10098;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP1;10099;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP1;10100;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP1;10101;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP1;10134;30,63;cp1
CampoPrincipe;CampoPrincipe1;CP11;10019;35,02;cp11
CampoPrincipe;CampoPrincipe1;CP11;10043;35,02;cp11
CampoPrincipe;CampoPrincipe1;CP12;10033;30,56;cp12
CampoPrincipe;CampoPrincipe1;CP13;10032;30,81;cp13
CampoPrincipe;CampoPrincipe1;CP13;10050;30,81;cp13
CampoPrincipe;CampoPrincipe1;CP13;10051;30,81;cp13
CampoPrincipe;CampoPrincipe1;CP13;10052;30,81;cp13
CampoPrincipe;CampoPrincipe1;CP14;10068;30,67;cp14
CampoPrincipe;CampoPrincipe1;CP16;10053;31,05;cp16
CampoPrincipe;CampoPrincipe1;CP16;10054;31,05;cp16
CampoPrincipe;CampoPrincipe1;CP16;10059;31,05;cp16
CampoPrincipe;CampoPrincipe1;CP16;10060;31,05;cp16
CampoPrincipe;CampoPrincipe1;CP17;10055;30,74;cp17
CampoPrincipe;CampoPrincipe1;CP17;10056;30,74;cp17
CampoPrincipe;CampoPrincipe1;CP17;10057;30,74;cp17
CampoPrincipe;CampoPrincipe1;CP17;10058;30,74;cp17
CampoPrincipe;CampoPrincipe1;CP18;10062;30,65;cp18
CampoPrincipe;CampoPrincipe1;CP18;10063;30,65;cp18
CampoPrincipe;CampoPrincipe1;CP18;10064;30,65;cp18
CampoPrincipe;CampoPrincipe1;CP18;10069;30,65;cp18
CampoPrincipe;CampoPrincipe1;CP18;10070;30,65;cp18
CampoPrincipe;CampoPrincipe1;CP19;10061;30,79;cp19
CampoPrincipe;CampoPrincipe1;CP20;10065;30,79;cp20
CampoPrincipe;CampoPrincipe1;CP20;10067;30,79;cp20
CampoPrincipe;CampoPrincipe1;CP21;10071;30,65;cp21
CampoPrincipe;CampoPrincipe1;CP21;10072;30,65;cp21
CampoPrincipe;CampoPrincipe1;CP3;10035;31,06;cp3
CampoPrincipe;CampoPrincipe1;CP3;10036;31,06;cp3
CampoPrincipe;CampoPrincipe1;CP3;10040;31,06;cp3
CampoPrincipe;CampoPrincipe1;CP3;10041;31,06;cp3
CampoPrincipe;CampoPrincipe1;CP4;10037;32,68;cp4
CampoPrincipe;CampoPrincipe1;CP4;10038;32,68;cp4
CampoPrincipe;CampoPrincipe1;CP4;10039;32,68;cp4
CampoPrincipe;CampoPrincipe1;CP5;10026;30,98;cp5
CampoPrincipe;CampoPrincipe1;CP5;10027;30,98;cp5
CampoPrincipe;CampoPrincipe1;CP6;10030;30,12;cp6
CampoPrincipe;CampoPrincipe1;CP6;10034;30,12;cp6
CampoPrincipe;CampoPrincipe1;CP7;10020;30,67;cp7
CampoPrincipe;CampoPrincipe1;CP8;10028;30,58;cp8
CampoPrincipe;CampoPrincipe1;CP9;10024;29,63;cp9
CampoPrincipe;CampoPrincipe1;CP9;10025;29,63;cp9
CampoPrincipe;CampoPrincipe1;CP9;10029;29,63;cp9
CarloV;CarloV1;CV12;10160;31,02;cv12
CarloV;CarloV1;CV15;10156;30,38;cv15
CarloV;CarloV1;CV15;10157;30,38;cv15
CarloV;CarloV1;CV15;10158;30,38;cv15
CarloV;CarloV1;CV15;10159;30,38;cv15
CarloV;CarloV1;CV16;10135;30,72;cv16
CarloV;CarloV1;CV16;10137;30,72;cv16
CarloV;CarloV1;CV16;10149;30,72;cv16
CarloV;CarloV1;CV210;10162;31,49;cv210
CarloV;CarloV1;CV210;10163;31,49;cv210
CarloV;CarloV1;CV214;10143;30,68;cv214
CarloV;CarloV1;CV214;10144;30,68;cv214
CarloV;CarloV1;CV22;10004;31,45;cv22
CarloV;CarloV1;CV22;10005;31,45;cv22
CarloV;CarloV1;CV22;10152;31,45;cv22
CarloV;CarloV1;CV27;10006;30,51;cv27
CarloV;CarloV1;CV27;10007;30,51;cv27
CarloV;CarloV1;CV28;10161;30,63;cv28
CarloV;CarloV1;CV41;10150;30,21;cv41
CarloV;CarloV1;CV43;10138;34,43;cv43
CarloV;CarloV1;CV43;10147;34,43;cv43
CarloV;CarloV1;CV43;10148;34,43;cv43
CarloV;CarloV2;2CV11;10178;31,23;2cv11
CarloV;CarloV2;2CV11;10179;31,23;2cv11
CarloV;CarloV2;2CV15;10185;30,74;2cv15
CarloV;CarloV2;2CV15;10186;30,74;2cv15
CarloV;CarloV2;2CV23;10175;19,67;2cv23
CarloV;CarloV2;2CV25;10184;30,65;2cv25
CarloV;CarloV2;2CV31;10182;30,39;2cv31
CarloV;CarloV2;2CV31;10183;30,39;2cv31
CarloV;CarloV2;2CV33;10198;30,67;2cv33
CarloV;CarloV2;2CV33;10199;30,67;2cv33
CarloV;CarloV2;2CV34;10187;35,29;2cv34
CarloV;CarloV2;2CV34;10188;35,29;2cv34
CarloV;CarloV2;2CV34;10189;35,29;2cv34
CarloV;CarloV2;2CV34;10190;35,29;2cv34
CarloV;CarloV2;2CV34;10191;35,29;2cv34
CarloV;CarloV2;2CV41;10177;31,07;2cv41
CarloV;CarloV2;2CV51;10174;29,0;2cv51
CarloV;CarloV2;2CV61;10180;30,67;2cv61
CarloV;CarloV2;2CV61;10181;30,67;2cv61
CarloV;CarloV2;2CV62;10168;30,77;2cv62
CarloV;CarloV2;2CV62;10169;30,77;2cv62
CarloV;CarloV2;2CV62;10170;30,77;2cv62
CarloV;CarloV2;2CV62;10171;30,77;2cv62
CarloV;CarloV2;2CV62;10172;30,77;2cv62
CarloV;CarloV2;2CV62;10173;30,77;2cv62
MiradorSanNicolas;MiradorSanNicolas1;M11;10201;30,46;m11
MiradorSanNicolas;MiradorSanNicolas1;M110;10208;30,86;m110
MiradorSanNicolas;MiradorSanNicolas1;M110;10209;30,86;m110
MiradorSanNicolas;MiradorSanNicolas1;M111;10210;30,72;m111
MiradorSanNicolas;MiradorSanNicolas1;M111;10211;30,72;m111
MiradorSanNicolas;MiradorSanNicolas1;M113;10212;31,0;m113
MiradorSanNicolas;MiradorSanNicolas1;M113;10213;31,0;m113
MiradorSanNicolas;MiradorSanNicolas1;M113;10214;31,0;m113
MiradorSanNicolas;MiradorSanNicolas1;M113;10215;31,0;m113
MiradorSanNicolas;MiradorSanNicolas1;M12;10202;30,79;m12
MiradorSanNicolas;MiradorSanNicolas1;M13;10203;31,07;m13
MiradorSanNicolas;MiradorSanNicolas1;M16;10204;30,67;m16
MiradorSanNicolas;MiradorSanNicolas1;M16;10205;30,67;m16
MiradorSanNicolas;MiradorSanNicolas1;M17;10200;30,65;m17
MiradorSanNicolas;MiradorSanNicolas1;M17;10206;30,65;m17
MiradorSanNicolas;MiradorSanNicolas1;M21;10233;30,95;m21
MiradorSanNicolas;MiradorSanNicolas1;M21;10234;30,95;m21
MiradorSanNicolas;MiradorSanNicolas1;M210;10232;31,76;m210
MiradorSanNicolas;MiradorSanNicolas1;M22;10217;30,7;m22
MiradorSanNicolas;MiradorSanNicolas1;M22;10218;30,7;m22
MiradorSanNicolas;MiradorSanNicolas1;M23;10219;30,95;m23
MiradorSanNicolas;MiradorSanNicolas1;M23;10220;30,95;m23
MiradorSanNicolas;MiradorSanNicolas1;M24;10227;30,51;m24
MiradorSanNicolas;MiradorSanNicolas1;M26;10222;30,79;m26
MiradorSanNicolas;MiradorSanNicolas1;M26;10223;30,79;m26
MiradorSanNicolas;MiradorSanNicolas1;M26;10226;30,79;m26
MiradorSanNicolas;MiradorSanNicolas1;M28;10224;30,79;m28
MiradorSanNicolas;MiradorSanNicolas1;M28;10225;30,79;m28
MiradorSanNicolas;MiradorSanNicolas1;M29;10228;30,72;m29
MiradorSanNicolas;MiradorSanNicolas1;M29;10229;30,72;m29
MiradorSanNicolas;MiradorSanNicolas1;M29;10230;30,72;m29
MiradorSanNicolas;MiradorSanNicolas1;M29;10231;30,72;m29
PlazaBibRambla;PlazaBibRambla1;BIB1;10238;40,06;bib1
PlazaBibRambla;PlazaBibRambla1;BIB1;10239;40,06;bib1
PlazaBibRambla;PlazaBibRambla1;BIB10;10252;31,19;bib10
PlazaBibRambla;PlazaBibRambla1;BIB10;10255;31,19;bib10
PlazaBibRambla;PlazaBibRambla1;BIB12;10237;30,51;bib12
PlazaBibRambla;PlazaBibRambla1;BIB12;10256;30,51;bib12
PlazaBibRambla;PlazaBibRambla1;BIB13;10253;30,85;bib13
PlazaBibRambla;PlazaBibRambla1;BIB13;10254;30,85;bib13
PlazaBibRambla;PlazaBibRambla1;BIB15;10236;30,72;bib15
PlazaBibRambla;PlazaBibRambla1;BIB16;10235;30,72;bib16
PlazaBibRambla;PlazaBibRambla1;BIB3;10248;30,81;bib3
PlazaBibRambla;PlazaBibRambla1;BIB3;10249;30,81;bib3
PlazaBibRambla;PlazaBibRambla1;BIB3;10251;30,81;bib3
PlazaBibRambla;PlazaBibRambla1;BIB4;10243;34,52;bib4
PlazaBibRambla;PlazaBibRambla1;BIB4;10244;34,52;bib4
PlazaBibRambla;PlazaBibRambla1;BIB4;10245;34,52;bib4
PlazaBibRambla;PlazaBibRambla1;BIB6;10246;31,74;bib6
PlazaBibRambla;PlazaBibRambla1;BIB6;10247;31,74;bib6
PlazaBibRambla;PlazaBibRambla1;BIB9;10258;30,21;bib9
RegentsParkFields;RegentsParkFields2;RF223;10011;44,74;rf223
RegentsParkFields;RegentsParkFields2;RF223;10012;44,74;rf223
RussellSq;RussellSq3;RS308;10017;34,9;rs308
RussellSq;RussellSq3;RS308;10018;34,9;rs308
StPaulsRow;StPaulsRow1;SR116;10013;43,7;sr116
StPaulsRow;StPaulsRow1;SR116;10014;43,7;sr116
StPaulsRow;StPaulsRow1;SR129;10015;22,55;sr129
StPaulsRow;StPaulsRow1;SR129;10016;22,55;sr129
MonumentoGaribaldi;MonumentoGaribaldi1;MG101;1;30,46;mg101
MonumentoGaribaldi;MonumentoGaribaldi1;MG101;2;30,46;mg101
MonumentoGaribaldi;MonumentoGaribaldi1;MG106;3;32,46;mg106
MonumentoGaribaldi;MonumentoGaribaldi1;MG106;4;32,46;mg106
MonumentoGaribaldi;MonumentoGaribaldi1;MG108;5;31,69;mg108
MonumentoGaribaldi;MonumentoGaribaldi1;MG111;6;39,64;mg111
MonumentoGaribaldi;MonumentoGaribaldi1;MG116;12;36,82;mg116
MonumentoGaribaldi;MonumentoGaribaldi1;MG116;13;36,82;mg116
SanMarco;SanMarco1;AM02;17;30,51;am02
SanMarco;SanMarco1;AM02;18;30,51;am02
SanMarco;SanMarco1;ML101;22;30,55;ml101
SanMarco;SanMarco1;ML101;23;30,55;ml101
SanMarco;SanMarco1;ML104;24;63,36;ml104
SanMarco;SanMarco1;ML104;25;63,36;ml104
SanMarco;SanMarco1;ML105;26;30,51;ml105
SanMarco;SanMarco1;ML111;27;122,15;ml111
SanMarco;SanMarco1;ML111;28;122,15;ml111
SanMarco;SanMarco1;ML111;29;122,15;ml111
SanMarco;SanMarco1;ML111;30;122,15;ml111
SanMarco;SanMarco1;ML130;31;30,85;ml130
SanMarco;SanMarco1;ML130;32;30,85;ml130
SanMarco;SanMarco1;ML131;33;120,53;ml131
SanMarco;SanMarco1;ML131;34;120,53;ml131
SanMarco;SanMarco1;ML133;35;60,59;ml133
SanMarco;SanMarco1;ML133;36;60,59;ml133
SanMarco;SanMarco1;ML133;37;60,59;ml133
SanMarco;SanMarco1;ML133;38;60,59;ml133
SanMarco;SanMarco2;ML202;39;34,86;ml202
SanMarco;SanMarco2;ML202;40;34,86;ml202
SanMarco;SanMarco2;ML202;41;34,86;ml202
SanMarco;SanMarco2;ML203;42;49,11;ml203
SanMarco;SanMarco2;ML205;43;30,63;ml205
SanMarco;SanMarco2;ML205;44;30,63;ml205
SanMarco;SanMarco2;ML208;45;60,67;ml208
SanMarco;SanMarco2;ML208;46;60,67;ml208
SanMarco;SanMarco2;ML212;47;60,8;ml212
SanMarco;SanMarco2;ML212;48;60,8;ml212
SanMarco;SanMarco2;ML214;49;60,54;ml214
SanMarco;SanMarco2;ML214;50;60,54;ml214
SanMarco;SanMarco2;ML214;51;60,54;ml214
SanMarco;SanMarco3;SM301;52;44,25;sm301
SanMarco;SanMarco3;SM301;53;44,25;sm301
SanMarco;SanMarco3;SM303;54;34,6;sm303
SanMarco;SanMarco3;SM303;55;34,6;sm303
SanMarco;SanMarco3;SM303;56;34,6;sm303
SanMarco;SanMarco3;SM304;57;38,53;sm304
SanMarco;SanMarco3;SM304;58;38,53;sm304
SanMarco;SanMarco3;SM306;59;38,78;sm306
SanMarco;SanMarco3;SM306;60;38,78;sm306
SanMarco;SanMarco3;SM307;61;43,14;sm307
SanMarco;SanMarco3;SM307;62;43,14;sm307
SanMarco;SanMarco3;SM308;63;40,58;sm308
SanMarco;SanMarco3;SM308;64;40,58;sm308
SanMarco;SanMarco3;SM308;65;40,58;sm308
SanMarco;SanMarco3;SM309;66;34,52;sm309
SanMarco;SanMarco3;SM310;67;34,52;sm310
SanMarco;SanMarco3;SM310;68;34,52;sm310
SanMarco;SanMarco3;SM311;69;33,15;sm311
SanMarco;SanMarco3;SM312;70;34,35;sm312
SanMarco;SanMarco3;SM313;71;35,88;sm313
Noorderplantsoen;Noorderplantsoen1;NP101;2;30,89;np101
Noorderplantsoen;Noorderplantsoen1;NP101;73;30,89;np101
Noorderplantsoen;Noorderplantsoen1;NP102;88;30,76;np102
Noorderplantsoen;Noorderplantsoen1;NP106;98;30,72;np106
Noorderplantsoen;Noorderplantsoen1;NP107;97;30,63;np107
Noorderplantsoen;Noorderplantsoen1;NP108;96;32,51;np108
Noorderplantsoen;Noorderplantsoen1;NP109;3;31,66;np109
Noorderplantsoen;Noorderplantsoen1;NP110;4;30,63;np110
Noorderplantsoen;Noorderplantsoen1;NP110;90;30,63;np110
Noorderplantsoen;Noorderplantsoen1;NP111;5;30,55;np111
Noorderplantsoen;Noorderplantsoen1;NP111;87;30,55;np111
Noorderplantsoen;Noorderplantsoen1;NP112;84;30,63;np112
Noorderplantsoen;Noorderplantsoen1;NP113;83;30,55;np113
Noorderplantsoen;Noorderplantsoen1;NP114;6;30,63;np114
Noorderplantsoen;Noorderplantsoen1;NP116;7;31,27;np116
Noorderplantsoen;Noorderplantsoen1;NP116;85;31,27;np116
Noorderplantsoen;Noorderplantsoen1;NP117;8;31,36;np117
Noorderplantsoen;Noorderplantsoen1;NP118;10;30,72;np118
Noorderplantsoen;Noorderplantsoen1;NP118;9;30,72;np118
Noorderplantsoen;Noorderplantsoen1;NP119;11;31,32;np119
Noorderplantsoen;Noorderplantsoen1;NP119;79;31,32;np119
Noorderplantsoen;Noorderplantsoen1;NP120;13;31,02;np120
Noorderplantsoen;Noorderplantsoen1;NP123;15;30,89;np123
Noorderplantsoen;Noorderplantsoen1;NP123;81;30,89;np123
Noorderplantsoen;Noorderplantsoen1;NP126;16;30,93;np126
Noorderplantsoen;Noorderplantsoen1;NP127;18;30,76;np127
Noorderplantsoen;Noorderplantsoen1;NP127;17;30,76;np127
Noorderplantsoen;Noorderplantsoen1;NP128;19;31,1;np128
Noorderplantsoen;Noorderplantsoen1;NP129;20;30,76;np129
Noorderplantsoen;Noorderplantsoen1;NP129;22;30,76;np129
Noorderplantsoen;Noorderplantsoen1;NP129;21;30,76;np129
Noorderplantsoen;Noorderplantsoen1;NP131;26;31,4;np131
Noorderplantsoen;Noorderplantsoen1;NP131;27;31,4;np131
Noorderplantsoen;Noorderplantsoen1;NP132;28;31,19;np132
Noorderplantsoen;Noorderplantsoen1;NP132;78;31,19;np132
Noorderplantsoen;Noorderplantsoen1;NP133;30;32,55;np133
Noorderplantsoen;Noorderplantsoen1;NP133;31;32,55;np133
Noorderplantsoen;Noorderplantsoen1;NP134;32;34,52;np134
Noorderplantsoen;Noorderplantsoen1;NP134;77;34,52;np134
Noorderplantsoen;Noorderplantsoen1;NP135;33;27,0;np135
Noorderplantsoen;Noorderplantsoen1;NP136;34;31,19;np136
Noorderplantsoen;Noorderplantsoen1;NP136;35;31,19;np136
Noorderplantsoen;Noorderplantsoen1;NP138;36;33,58;np138
Noorderplantsoen;Noorderplantsoen1;NP138;76;33,58;np138
Noorderplantsoen;Noorderplantsoen1;NP139;37;31,53;np139
Noorderplantsoen;Noorderplantsoen1;NP139;38;31,53;np139
Noorderplantsoen;Noorderplantsoen1;NP140;39;31,49;np140
Noorderplantsoen;Noorderplantsoen1;NP140;40;31,49;np140
Noorderplantsoen;Noorderplantsoen1;NP141;74;20,1;np141
Noorderplantsoen;Noorderplantsoen1;NP141;75;20,1;np141
Noorderplantsoen;Noorderplantsoen1;NP143;41;31,23;np143
Noorderplantsoen;Noorderplantsoen1;NP146;91;30,93;np146
Noorderplantsoen;Noorderplantsoen1;NP147;42;28,53;np147
Noorderplantsoen;Noorderplantsoen1;NP148;43;31,1;np148
Noorderplantsoen;Noorderplantsoen1;NP148;44;31,1;np148
Noorderplantsoen;Noorderplantsoen1;NP149;45;22,49;np149
Noorderplantsoen;Noorderplantsoen1;NP149;46;22,49;np149
Noorderplantsoen;Noorderplantsoen1;NP150;47;22,0;np150
Noorderplantsoen;Noorderplantsoen1;NP152;48;31,49;np152
Noorderplantsoen;Noorderplantsoen1;NP153;67;28,0;np153
Noorderplantsoen;Noorderplantsoen1;NP153;71;28,0;np153
Noorderplantsoen;Noorderplantsoen1;NP153;72;28,0;np153
Noorderplantsoen;Noorderplantsoen1;NP154;49;11,5;np154
Noorderplantsoen;Noorderplantsoen1;NP155;51;11,53;np155
Noorderplantsoen;Noorderplantsoen1;NP155;50;11,53;np155
Noorderplantsoen;Noorderplantsoen1;NP155;53;11,53;np155
Noorderplantsoen;Noorderplantsoen1;NP155;52;11,53;np155
Noorderplantsoen;Noorderplantsoen1;NP156;54;20,53;np156
Noorderplantsoen;Noorderplantsoen1;NP156;93;20,53;np156
Noorderplantsoen;Noorderplantsoen1;NP156;95;20,53;np156
Noorderplantsoen;Noorderplantsoen1;NP157;94;20,74;np157
Noorderplantsoen;Noorderplantsoen1;NP158;57;25,87;np158
Noorderplantsoen;Noorderplantsoen1;NP158;55;25,87;np158
Noorderplantsoen;Noorderplantsoen1;NP160;59;17,5;np160
Noorderplantsoen;Noorderplantsoen1;NP160;60;17,5;np160
Noorderplantsoen;Noorderplantsoen1;NP161;61;18,0;np161
Noorderplantsoen;Noorderplantsoen1;NP163;70;30,0;np163
