locationid;sessionid;recordid;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
Noorderplantsoen;Noorderplantsoen1;11;76,11;72,94;78,92;78,12;78,02;75,39;74,12;73,83;75,91;72,74;78,76;77,95;77,85;75,18;73,92;73,61;64,3;59,5;73,59;68,89;66,92;63,15;60,41;60,25;22,7;0,0;31,9;20,9;16,6;14,2;13,8;1,7;0,0;2,41;2,14;2,06;1,69;1,34;1,31;0,0238;0,00933;0,0876;0,0396;0,0338;0,0221;0,0153;0,0141;1,27;0,0;1,74;1,65;1,62;1,24;1,0;0,886;0,0344;0,00278;0,137;0,12;0,0926;0,0206;0,00396;0,00349;0,344;0,0915;1,47;0,552;0,484;0,32;0,218;0,186;11,9;0,223;94,1;33,4;25,9;8,74;3,38;2,66;-16,14;-13,0;75,23;35,91;27,65;8,26;-10,99;-11,62
Noorderplantsoen;Noorderplantsoen1;79;76,11;72,94;78,92;78,12;78,02;75,39;74,12;73,83;75,91;72,74;78,76;77,95;77,85;75,18;73,92;73,61;64,3;59,5;73,59;68,89;66,92;63,15;60,41;60,25;22,7;0,0;31,9;20,9;16,6;14,2;13,8;1,7;0,0;2,41;2,14;2,06;1,69;1,34;1,31;0,0238;0,00933;0,0876;0,0396;0,0338;0,0221;0,0153;0,0141;1,27;0,0;1,74;1,65;1,62;1,24;1,0;0,886;0,0344;0,00278;0,137;0,12;0,0926;0,0206;0,00396;0,00349;0,344;0,0915;1,47;0,552;0,484;0,32;0,218;0,186;11,9;0,223;94,1;33,4;25,9;8,74;3,38;2,66;-16,14;-13,0;75,23;35,91;27,65;8,26;-10,99;-11,62
Noorderplantsoen;Noorderplantsoen1;13;73,53;67,56;76,64;75,34;75,05;73,94;70,04;69,07;73,13;66,38;76,38;74,98;74,69;73,65;68,33;67,91;60,15;57,45;66,48;61,77;61,34;59,92;59,0;58,62;16,4;0,0;22,1;15,7;13,8;12,3;12,0;1,66;0,0;2,8;2,17;2,07;1,64;1,4;1,36;0,0256;0,00978;0,139;0,0463;0,0384;0,0236;0,0159;0,0141;0,931;0,0;1,36;1,28;1,25;1,14;0,282;0,242;0,0127;0,00208;0,0396;0,0294;0,0242;0,0103;0,00359;0,00276;0,313;0,122;0,884;0,613;0,481;0,282;0,194;0,176;8,75;0,104;59,4;21,0;16,7;7,12;3,09;2,41;-15,73;-3,45;72,39;31,72;24,91;9,78;0,01;-0,67
Noorderplantsoen;Noorderplantsoen1;15;70,59;67,34;75,78;73,32;72,16;70,29;68,66;68,47;70,29;66,97;75,45;72,81;71,84;70,05;68,41;68,22;60,19;56,14;68,78;63,83;62,87;59,14;57,48;56,9;17,9;0,0;24,0;16,5;13,3;11,8;11,5;1,74;0,0;2,7;2,19;2,02;1,73;1,5;1,47;0,0315;0,014;0,137;0,051;0,0438;0,0294;0,0212;0,0193;0,522;0,0;1,35;0,715;0,658;0,502;0,393;0,329;0,0277;0,00673;0,0896;0,0729;0,0618;0,0237;0,0107;0,00869;0,358;0,033;1,71;0,628;0,531;0,318;0,226;0,203;9,72;0,403;80,1;25,1;18,9;7,62;3,27;2,47;-11,19;-12,27;67,8;32,55;26,14;5,95;-10,85;-11,3
Noorderplantsoen;Noorderplantsoen1;81;70,59;67,34;75,78;73,32;72,16;70,29;68,66;68,47;70,29;66,97;75,45;72,81;71,84;70,05;68,41;68,22;60,19;56,14;68,78;63,83;62,87;59,14;57,48;56,9;17,9;0,0;24,0;16,5;13,3;11,8;11,5;1,74;0,0;2,7;2,19;2,02;1,73;1,5;1,47;0,0315;0,014;0,137;0,051;0,0438;0,0294;0,0212;0,0193;0,522;0,0;1,35;0,715;0,658;0,502;0,393;0,329;0,0277;0,00673;0,0896;0,0729;0,0618;0,0237;0,0107;0,00869;0,358;0,033;1,71;0,628;0,531;0,318;0,226;0,203;9,72;0,403;80,1;25,1;18,9;7,62;3,27;2,47;-11,19;-12,27;67,8;32,55;26,14;5,95;-10,85;-11,3
Noorderplantsoen;Noorderplantsoen1;80;65,53;54,49;73,79;71,25;69,61;62,59;57,51;56,41;63,75;53,61;71,53;69,41;67,8;60,84;56,07;55,1;57,07;47,45;65,13;62,08;61,23;54,37;49,47;48,86;15,8;0,0;21,0;15,1;9,29;6,78;6,38;2,11;0,0;3,47;2,64;2,53;2,09;1,71;1,63;0,0274;0,0127;0,15;0,0444;0,0377;0,025;0,0179;0,0163;0,142;0,0;1,77;0,397;0,278;0,08;0,0161;0,0103;0,0132;0,004;0,0372;0,0316;0,0293;0,0101;0,00531;0,00471;0,489;0,237;1,34;0,86;0,736;0,428;0,308;0,293;7,74;0,363;52,0;16,7;13,8;6,54;3,2;2,58;-2,41;-10,25;56,3;33,55;25,16;10,23;-8,12;-8,58
Noorderplantsoen;Noorderplantsoen1;16;63,44;53,79;71,02;67,67;67,2;60,46;56,55;55,88;61,92;52,8;68,57;66,24;65,66;59,53;55,01;54,25;55,88;44,91;66,77;60,62;59,3;54,13;47,98;47,16;12,9;0,0;15,7;12,1;8,89;5,8;5,38;2,19;0,0;4,48;3,46;3,14;2,11;1,61;1,55;0,0269;0,0116;0,164;0,0481;0,0398;0,0242;0,0166;0,015;0,21;0,0;1,25;0,558;0,395;0,112;0,00897;0,0039;0,0246;0,00441;0,0827;0,0716;0,0608;0,0169;0,00883;0,0066;0,625;0,258;1,36;1,17;1,08;0,545;0,366;0,335;12,6;0,0781;75,1;39,5;30,6;7,88;3,24;2,5;-2,34;-12,09;55,9;30,52;27,74;6,01;-10,29;-10,93
Noorderplantsoen;Noorderplantsoen1;18;57,02;53,17;63,89;59,9;58,88;56,45;54,81;54,41;56,17;52,38;63,71;59,16;58,05;55,58;53,93;53,52;53,02;46,35;61,85;57,01;55,86;51,63;48,65;48,03;10,0;0,0;15,0;9,26;7,38;6,09;5,74;2,17;0,0;3,41;2,78;2,63;2,16;1,8;1,74;0,0219;0,0106;0,121;0,0352;0,0297;0,0203;0,0146;0,0133;0,314;0,0;2,14;1,13;0,698;0,172;0,0234;0,0111;0,0231;0,00955;0,0521;0,0439;0,0398;0,0207;0,0137;0,0123;0,495;0,241;1,22;0,839;0,756;0,45;0,327;0,31;10,6;0,0838;57,4;23,6;19,6;8,77;4,03;3,22;-1,72;-10,78;44,63;27,21;22,0;5,37;-8,8;-9,16
Noorderplantsoen;Noorderplantsoen1;17;57,02;53,17;63,89;59,9;58,88;56,45;54,81;54,41;56,17;52,38;63,71;59,16;58,05;55,58;53,93;53,52;53,02;46,35;61,85;57,01;55,86;51,63;48,65;48,03;10,0;0,0;15,0;9,26;7,38;6,09;5,74;2,17;0,0;3,41;2,78;2,63;2,16;1,8;1,74;0,0219;0,0106;0,121;0,0352;0,0297;0,0203;0,0146;0,0133;0,314;0,0;2,14;1,13;0,698;0,172;0,0234;0,0111;0,0231;0,00955;0,0521;0,0439;0,0398;0,0207;0,0137;0,0123;0,495;0,241;1,22;0,839;0,756;0,45;0,327;0,31;10,6;0,0838;57,4;23,6;19,6;8,77;4,03;3,22;-1,72;-10,78;44,63;27,21;22,0;5,37;-8,8;-9,16
Noorderplantsoen;Noorderplantsoen1;19;71,76;60,2;83,66;78,31;73,55;67,15;63,64;62,83;71,19;59,51;83,43;78,08;72,96;65,86;62,4;61,49;66,72;51,07;80,09;74,35;67,58;58,92;53,38;52,67;34,9;0,0;54,0;23,5;12,5;8,91;8,38;2,05;0,0;4,3;3,37;2,79;1,95;1,56;1,52;0,0805;0,0128;0,417;0,24;0,183;0,0469;0,0238;0,0215;0,323;0,0;1,51;0,907;0,732;0,21;0,0374;0,0227;0,0127;0,00256;0,0563;0,0482;0,0349;0,00733;0,00378;0,00314;0,345;0,144;0,688;0,495;0,457;0,336;0,23;0,213;6,75;0,0;53,1;17,0;12,3;5,26;2,52;1,96;-2,45;-2,47;64,16;39,29;36,21;18,96;1,34;0,54
Noorderplantsoen;Noorderplantsoen1;20;64,41;58,76;68,76;67,24;66,59;64,0;61,33;60,37;63,54;58,03;67,85;66,08;65,59;63,22;60,5;59,45;53,96;47,84;64,12;59,99;57,0;51,2;49,17;48,8;11,3;0,0;15,5;10,3;8,02;6,93;6,7;1,61;0,0;2,55;2,08;1,94;1,59;1,35;1,3;0,0272;0,0115;0,127;0,052;0,0396;0,0234;0,017;0,0157;0,315;0,0;1,1;0,554;0,51;0,315;0,0845;0,0518;0,0189;0,00514;0,0494;0,0405;0,0328;0,0168;0,00787;0,00671;0,412;0,169;1,16;0,75;0,618;0,381;0,244;0,222;7,98;0,0678;61,0;19,3;15,6;6,35;2,73;1,99;-8,03;-11,99;60,7;29,95;19,8;2,89;-10,55;-10,98
Noorderplantsoen;Noorderplantsoen1;22;64,41;58,76;68,76;67,24;66,59;64,0;61,33;60,37;63,54;58,03;67,85;66,08;65,59;63,22;60,5;59,45;53,96;47,84;64,12;59,99;57,0;51,2;49,17;48,8;11,3;0,0;15,5;10,3;8,02;6,93;6,7;1,61;0,0;2,55;2,08;1,94;1,59;1,35;1,3;0,0272;0,0115;0,127;0,052;0,0396;0,0234;0,017;0,0157;0,315;0,0;1,1;0,554;0,51;0,315;0,0845;0,0518;0,0189;0,00514;0,0494;0,0405;0,0328;0,0168;0,00787;0,00671;0,412;0,169;1,16;0,75;0,618;0,381;0,244;0,222;7,98;0,0678;61,0;19,3;15,6;6,35;2,73;1,99;-8,03;-11,99;60,7;29,95;19,8;2,89;-10,55;-10,98
Noorderplantsoen;Noorderplantsoen1;21;64,41;58,76;68,76;67,24;66,59;64,0;61,33;60,37;63,54;58,03;67,85;66,08;65,59;63,22;60,5;59,45;53,96;47,84;64,12;59,99;57,0;51,2;49,17;48,8;11,3;0,0;15,5;10,3;8,02;6,93;6,7;1,61;0,0;2,55;2,08;1,94;1,59;1,35;1,3;0,0272;0,0115;0,127;0,052;0,0396;0,0234;0,017;0,0157;0,315;0,0;1,1;0,554;0,51;0,315;0,0845;0,0518;0,0189;0,00514;0,0494;0,0405;0,0328;0,0168;0,00787;0,00671;0,412;0,169;1,16;0,75;0,618;0,381;0,244;0,222;7,98;0,0678;61,0;19,3;15,6;6,35;2,73;1,99;-8,03;-11,99;60,7;29,95;19,8;2,89;-10,55;-10,98
Noorderplantsoen;Noorderplantsoen1;26;64,05;56,73;74,89;67,97;66,52;62,9;59,03;58,41;61,8;55,68;71,0;65,92;64,48;60,73;57,46;56,62;55,8;47,43;69,37;60,95;58,25;52,62;49,28;48,86;12,4;0,0;19,6;10,7;8,14;6,56;6,32;1,88;0,0;3,28;2,59;2,26;1,81;1,57;1,52;0,0247;0,0112;0,0847;0,0389;0,0345;0,0228;0,0167;0,0154;0,176;0,0;1,37;0,574;0,351;0,065;0,00836;0,00425;0,0313;0,00746;0,151;0,11;0,0684;0,0264;0,0103;0,00881;0,465;0,18;1,2;0,783;0,702;0,425;0,297;0,266;11,6;0,227;74,5;29,4;23,0;9,18;3,35;2,5;-2,9;-12,86;55,97;29,32;22,31;4,99;-10,01;-10,63
Noorderplantsoen;Noorderplantsoen1;27;64,05;56,73;74,89;67,97;66,52;62,9;59,03;58,41;61,8;55,68;71,0;65,92;64,48;60,73;57,46;56,62;55,8;47,43;69,37;60,95;58,25;52,62;49,28;48,86;12,4;0,0;19,6;10,7;8,14;6,56;6,32;1,88;0,0;3,28;2,59;2,26;1,81;1,57;1,52;0,0247;0,0112;0,0847;0,0389;0,0345;0,0228;0,0167;0,0154;0,176;0,0;1,37;0,574;0,351;0,065;0,00836;0,00425;0,0313;0,00746;0,151;0,11;0,0684;0,0264;0,0103;0,00881;0,465;0,18;1,2;0,783;0,702;0,425;0,297;0,266;11,6;0,227;74,5;29,4;23,0;9,18;3,35;2,5;-2,9;-12,86;55,97;29,32;22,31;4,99;-10,01;-10,63
Noorderplantsoen;Noorderplantsoen1;28;62,17;56,92;74,25;66,73;64,45;60,43;58,51;58,17;60,2;54,93;72,26;63,89;61,98;58,95;57,0;56,58;53,51;48,19;61,16;57,01;56,09;52,62;50,03;49,57;10,8;0,0;13,8;10,1;7,89;6,6;6,33;1,93;0,0;3,26;2,38;2,25;1,9;1,63;1,58;0,027;0,0116;0,112;0,0518;0,0389;0,0238;0,0172;0,0156;0,125;0,0;0,944;0,345;0,229;0,051;0,00827;0,00422;0,0305;0,00834;0,0675;0,0596;0,0495;0,0285;0,014;0,0126;0,572;0,275;1,34;0,983;0,845;0,531;0,373;0,35;11,7;0,398;58,6;26,4;21,6;9,91;4,48;3,45;-2,48;-10,75;53,35;27,27;21,47;6,38;-8,87;-9,45
Noorderplantsoen;Noorderplantsoen1;78;62,17;56,92;74,25;66,73;64,45;60,43;58,51;58,17;60,2;54,93;72,26;63,89;61,98;58,95;57,0;56,58;53,51;48,19;61,16;57,01;56,09;52,62;50,03;49,57;10,8;0,0;13,8;10,1;7,89;6,6;6,33;1,93;0,0;3,26;2,38;2,25;1,9;1,63;1,58;0,027;0,0116;0,112;0,0518;0,0389;0,0238;0,0172;0,0156;0,125;0,0;0,944;0,345;0,229;0,051;0,00827;0,00422;0,0305;0,00834;0,0675;0,0596;0,0495;0,0285;0,014;0,0126;0,572;0,275;1,34;0,983;0,845;0,531;0,373;0,35;11,7;0,398;58,6;26,4;21,6;9,91;4,48;3,45;-2,48;-10,75;53,35;27,27;21,47;6,38;-8,87;-9,45
Noorderplantsoen;Noorderplantsoen1;30;64,58;56,39;76,37;70,98;68,98;61,04;57,94;57,58;62,75;55,29;73,69;69,09;66,65;59,49;56,81;56,51;55,41;47,39;67,83;61,47;58,82;53,01;49,77;49,07;14,1;0,0;26,1;12,0;8,46;7,05;6,69;1,98;0,0;3,63;2,85;2,51;1,91;1,61;1,56;0,0249;0,0111;0,069;0,0423;0,0365;0,023;0,016;0,0149;0,103;0,0;0,919;0,33;0,181;0,0369;0,00618;0,00287;0,0161;0,00494;0,0382;0,0289;0,0262;0,0149;0,00664;0,00556;0,508;0,177;2,09;0,995;0,818;0,438;0,312;0,292;8,3;0,32;87,6;19,5;14,9;6,75;3,07;2,44;-1,41;-8,55;57,41;31,71;23,46;11,13;-5,03;-6,04
Noorderplantsoen;Noorderplantsoen1;31;64,58;56,39;76,37;70,98;68,98;61,04;57,94;57,58;62,75;55,29;73,69;69,09;66,65;59,49;56,81;56,51;55,41;47,39;67,83;61,47;58,82;53,01;49,77;49,07;14,1;0,0;26,1;12,0;8,46;7,05;6,69;1,98;0,0;3,63;2,85;2,51;1,91;1,61;1,56;0,0249;0,0111;0,069;0,0423;0,0365;0,023;0,016;0,0149;0,103;0,0;0,919;0,33;0,181;0,0369;0,00618;0,00287;0,0161;0,00494;0,0382;0,0289;0,0262;0,0149;0,00664;0,00556;0,508;0,177;2,09;0,995;0,818;0,438;0,312;0,292;8,3;0,32;87,6;19,5;14,9;6,75;3,07;2,44;-1,41;-8,55;57,41;31,71;23,46;11,13;-5,03;-6,04
Noorderplantsoen;Noorderplantsoen1;32;67,39;58,59;78,23;73,04;69,82;64,42;60,94;60,07;66,94;57,63;77,99;72,83;69,52;63,59;60,19;59,2;62,84;49,29;75,21;69,52;65,76;58,09;52,98;51,93;24,3;0,0;39,4;18,2;11,1;8,42;7,94;2,08;0,0;3,96;2,84;2,55;2,01;1,68;1,6;0,0331;0,0133;0,189;0,0633;0,0507;0,0286;0,0194;0,0174;0,222;0,0;1,73;0,678;0,566;0,0828;0,0113;0,0048;0,0485;0,00816;0,117;0,109;0,0923;0,0443;0,0158;0,013;0,517;0,104;1,41;1,06;0,872;0,465;0,253;0,195;14,3;0,712;97,5;35,3;27,7;11,4;4,86;3,8;-3,45;-4,26;59,9;36,52;29,34;17,66;1,28;-0,72
Noorderplantsoen;Noorderplantsoen1;77;67,39;58,59;78,23;73,04;69,82;64,42;60,94;60,07;66,94;57,63;77,99;72,83;69,52;63,59;60,19;59,2;62,84;49,29;75,21;69,52;65,76;58,09;52,98;51,93;24,3;0,0;39,4;18,2;11,1;8,42;7,94;2,08;0,0;3,96;2,84;2,55;2,01;1,68;1,6;0,0331;0,0133;0,189;0,0633;0,0507;0,0286;0,0194;0,0174;0,222;0,0;1,73;0,678;0,566;0,0828;0,0113;0,0048;0,0485;0,00816;0,117;0,109;0,0923;0,0443;0,0158;0,013;0,517;0,104;1,41;1,06;0,872;0,465;0,253;0,195;14,3;0,712;97,5;35,3;27,7;11,4;4,86;3,8;-3,45;-4,26;59,9;36,52;29,34;17,66;1,28;-0,72
Noorderplantsoen;Noorderplantsoen1;33;68,34;60,67;77,08;75,76;72,09;65,41;61,87;61,57;67,83;60,06;76,99;75,68;71,85;64,49;61,24;60,86;63,47;55,26;74,3;71,96;67,34;58,06;56,21;55,9;28,1;0,0;36,6;22,3;12,4;10,9;10,7;2,16;0,0;3,53;2,66;2,38;2,12;1,92;1,87;0,0461;0,0146;0,364;0,188;0,113;0,0286;0,0215;0,02;0,189;0,0;1,07;0,486;0,415;0,106;0,0195;0,00918;0,01;0,00437;0,0222;0,0183;0,0159;0,00934;0,00622;0,00509;0,346;0,195;0,623;0,493;0,432;0,343;0,263;0,245;6,99;0,29;40,9;13,6;11,4;6,31;3,23;2,56;-1,66;-7,16;58,5;36,73;32,54;11,44;-3,71;-4,37
Noorderplantsoen;Noorderplantsoen1;34;70,2;57,52;80,16;77,45;74,17;65,12;60,12;59,64;69,86;56,78;79,96;77,14;73,96;64,25;59,2;58,79;65,68;50,47;75,99;73,35;70,1;60,02;53,12;52,12;32,1;0,0;41,4;24,9;13,4;8,86;8,44;2,17;0,0;3,67;3,13;2,66;2,09;1,84;1,79;0,0432;0,0115;0,275;0,127;0,0863;0,0313;0,0198;0,0175;0,187;0,0;1,46;0,533;0,384;0,0797;0,0123;0,00618;0,0207;0,00524;0,12;0,0722;0,0395;0,0153;0,00639;0,00587;0,46;0,2;1,44;0,887;0,71;0,393;0,299;0,288;9,83;0,539;78,6;26,3;18,7;7,35;3,61;2,9;-2,12;-0,88;61,19;39,0;34,68;16,88;2,21;1,42
Noorderplantsoen;Noorderplantsoen1;35;70,2;57,52;80,16;77,45;74,17;65,12;60,12;59,64;69,86;56,78;79,96;77,14;73,96;64,25;59,2;58,79;65,68;50,47;75,99;73,35;70,1;60,02;53,12;52,12;32,1;0,0;41,4;24,9;13,4;8,86;8,44;2,17;0,0;3,67;3,13;2,66;2,09;1,84;1,79;0,0432;0,0115;0,275;0,127;0,0863;0,0313;0,0198;0,0175;0,187;0,0;1,46;0,533;0,384;0,0797;0,0123;0,00618;0,0207;0,00524;0,12;0,0722;0,0395;0,0153;0,00639;0,00587;0,46;0,2;1,44;0,887;0,71;0,393;0,299;0,288;9,83;0,539;78,6;26,3;18,7;7,35;3,61;2,9;-2,12;-0,88;61,19;39,0;34,68;16,88;2,21;1,42
Noorderplantsoen;Noorderplantsoen1;36;69,44;60,35;80,43;75,3;72,48;66,2;63,02;62,4;68,99;59,9;80,2;75,02;71,98;65,48;62,43;61,76;63,49;54,97;76,66;69,05;65,14;60,43;56,88;56,28;26,1;0,0;43,5;20,1;13,6;11,2;10,7;2,04;0,0;3,38;2,61;2,38;1,99;1,76;1,71;0,0744;0,0147;0,5;0,211;0,169;0,0386;0,0253;0,0227;0,151;0,0;1,37;0,36;0,268;0,103;0,0157;0,00717;0,0129;0,00331;0,035;0,0306;0,0236;0,0111;0,00472;0,00417;0,487;0,233;1,06;0,794;0,717;0,444;0,339;0,316;8,49;0,398;37,0;18,1;14,4;7,45;3,61;2,86;-1,93;-3,37;58,67;38,09;31,14;13,89;0,51;-0,81
Noorderplantsoen;Noorderplantsoen1;76;69,44;60,35;80,43;75,3;72,48;66,2;63,02;62,4;68,99;59,9;80,2;75,02;71,98;65,48;62,43;61,76;63,49;54,97;76,66;69,05;65,14;60,43;56,88;56,28;26,1;0,0;43,5;20,1;13,6;11,2;10,7;2,04;0,0;3,38;2,61;2,38;1,99;1,76;1,71;0,0744;0,0147;0,5;0,211;0,169;0,0386;0,0253;0,0227;0,151;0,0;1,37;0,36;0,268;0,103;0,0157;0,00717;0,0129;0,00331;0,035;0,0306;0,0236;0,0111;0,00472;0,00417;0,487;0,233;1,06;0,794;0,717;0,444;0,339;0,316;8,49;0,398;37,0;18,1;14,4;7,45;3,61;2,86;-1,93;-3,37;58,67;38,09;31,14;13,89;0,51;-0,81
Noorderplantsoen;Noorderplantsoen1;37;61,66;57,21;73,27;66,9;64,01;60,53;58,44;58,17;60,3;56,54;69,78;65,59;62,48;59,26;57,65;57,39;53,08;47,99;63,68;56,39;55,34;51,99;49,52;49,22;10,8;0,0;14,1;10,2;8,08;6,81;6,62;1,99;0,0;2,84;2,4;2,32;1,99;1,67;1,61;0,0244;0,0118;0,131;0,039;0,033;0,0221;0,0168;0,0158;0,107;0,0;0,916;0,274;0,196;0,0332;0,00613;0,00306;0,0232;0,00597;0,0944;0,0637;0,0478;0,0153;0,00975;0,00844;0,452;0,229;1,27;0,659;0,596;0,437;0,338;0,319;8,79;0,286;57,7;19,3;15,8;7,38;3,47;2,77;-2,79;-9,75;52,51;27,71;21,46;6,4;-7,74;-8,26
Noorderplantsoen;Noorderplantsoen1;38;61,66;57,21;73,27;66,9;64,01;60,53;58,44;58,17;60,3;56,54;69,78;65,59;62,48;59,26;57,65;57,39;53,08;47,99;63,68;56,39;55,34;51,99;49,52;49,22;10,8;0,0;14,1;10,2;8,08;6,81;6,62;1,99;0,0;2,84;2,4;2,32;1,99;1,67;1,61;0,0244;0,0118;0,131;0,039;0,033;0,0221;0,0168;0,0158;0,107;0,0;0,916;0,274;0,196;0,0332;0,00613;0,00306;0,0232;0,00597;0,0944;0,0637;0,0478;0,0153;0,00975;0,00844;0,452;0,229;1,27;0,659;0,596;0,437;0,338;0,319;8,79;0,286;57,7;19,3;15,8;7,38;3,47;2,77;-2,79;-9,75;52,51;27,71;21,46;6,4;-7,74;-8,26
Noorderplantsoen;Noorderplantsoen1;39;63,58;58,85;71,24;67,33;66,22;62,51;60,56;60,24;62,53;58,19;70,73;66,35;64,95;61,51;59,62;59,31;57,56;50,28;66,03;62,65;60,99;55,5;52,49;51,88;16,7;0,0;23,6;14,5;10,3;8,33;8,0;2,2;0,0;3,51;2,92;2,77;2,12;1,85;1,78;0,0247;0,0111;0,0648;0,0379;0,0331;0,0236;0,0176;0,0162;0,769;0,0;2,31;1,86;1,57;0,388;0,0101;0,00562;0,0319;0,00649;0,136;0,105;0,0682;0,0239;0,0107;0,00872;0,522;0,252;1,09;0,862;0,763;0,481;0,338;0,317;9,74;0,398;49,1;24,8;18,4;7,79;3,79;3,05;-1,37;-7,2;51,74;31,14;26,69;11,75;-5,17;-5,62
Noorderplantsoen;Noorderplantsoen1;40;63,58;58,85;71,24;67,33;66,22;62,51;60,56;60,24;62,53;58,19;70,73;66,35;64,95;61,51;59,62;59,31;57,56;50,28;66,03;62,65;60,99;55,5;52,49;51,88;16,7;0,0;23,6;14,5;10,3;8,33;8,0;2,2;0,0;3,51;2,92;2,77;2,12;1,85;1,78;0,0247;0,0111;0,0648;0,0379;0,0331;0,0236;0,0176;0,0162;0,769;0,0;2,31;1,86;1,57;0,388;0,0101;0,00562;0,0319;0,00649;0,136;0,105;0,0682;0,0239;0,0107;0,00872;0,522;0,252;1,09;0,862;0,763;0,481;0,338;0,317;9,74;0,398;49,1;24,8;18,4;7,79;3,79;3,05;-1,37;-7,2;51,74;31,14;26,69;11,75;-5,17;-5,62
Noorderplantsoen;Noorderplantsoen1;74;75,3;71,26;77,84;77,3;77,07;75,26;72,88;72,27;74,53;70,19;77,01;76,51;76,29;74,51;72,14;71,53;55,94;52,73;60,51;58,04;57,61;55,58;54,12;53,64;13,9;0,0;17,1;13,2;11,3;10,2;9,79;1,59;0,0;2,7;2,12;2,0;1,54;1,27;1,23;0,0272;0,0104;0,0956;0,0547;0,043;0,0236;0,0157;0,0141;0,877;0,0;1,32;1,24;1,21;1,0;0,459;0,41;0,0111;0,00326;0,0245;0,0199;0,0174;0,0117;0,00391;0,00364;0,443;0,21;1,57;0,887;0,706;0,379;0,257;0,24;8,82;0,0;55,8;23,0;18,5;6,5;2,59;1,93;-10,21;-7,67;74,14;27,44;23,86;7,16;-3,37;-4,6
Noorderplantsoen;Noorderplantsoen1;75;75,3;71,26;77,84;77,3;77,07;75,26;72,88;72,27;74,53;70,19;77,01;76,51;76,29;74,51;72,14;71,53;55,94;52,73;60,51;58,04;57,61;55,58;54,12;53,64;13,9;0,0;17,1;13,2;11,3;10,2;9,79;1,59;0,0;2,7;2,12;2,0;1,54;1,27;1,23;0,0272;0,0104;0,0956;0,0547;0,043;0,0236;0,0157;0,0141;0,877;0,0;1,32;1,24;1,21;1,0;0,459;0,41;0,0111;0,00326;0,0245;0,0199;0,0174;0,0117;0,00391;0,00364;0,443;0,21;1,57;0,887;0,706;0,379;0,257;0,24;8,82;0,0;55,8;23,0;18,5;6,5;2,59;1,93;-10,21;-7,67;74,14;27,44;23,86;7,16;-3,37;-4,6
Noorderplantsoen;Noorderplantsoen1;41;68,31;59,55;77,72;74,13;72,07;66,02;62,14;61,17;67,35;58,23;74,45;73,46;71,27;65,02;60,74;59,73;62,37;52,18;71,01;68,18;66,42;60,24;55,99;54,29;24,7;0,0;27,8;21,1;13,2;10,3;9,49;2,13;0,0;3,47;2,82;2,7;2,01;1,81;1,78;0,0512;0,0152;0,241;0,152;0,123;0,0336;0,022;0,0196;0,181;0,0;1,92;0,464;0,367;0,0952;0,0167;0,0102;0,0142;0,00224;0,0671;0,0384;0,0338;0,00991;0,00454;0,00309;0,37;0,192;0,884;0,647;0,546;0,352;0,249;0,237;8,14;0,284;58,0;19,8;15,3;6,43;3,11;2,43;-2,37;-4,36;59,06;37,11;30,99;12,96;-1,04;-1,76
Noorderplantsoen;Noorderplantsoen1;91;62,68;57,35;71,94;66,98;64,84;61,17;59,44;59,07;61,74;56,46;71,79;65,67;63,48;60,35;58,54;58,15;56,33;50,65;67,05;61,39;58,72;54,45;51,69;51,32;13,4;0,0;21,8;12,4;9,56;8,02;7,71;2,02;0,0;3,14;2,51;2,4;1,99;1,76;1,7;0,0255;0,0134;0,116;0,0412;0,0337;0,0232;0,0173;0,0161;0,151;0,0;0,989;0,399;0,327;0,0787;0,0158;0,00967;0,0181;0,0049;0,0809;0,0499;0,0342;0,0161;0,00653;0,00592;0,464;0,163;1,17;0,758;0,671;0,444;0,32;0,292;9,26;0,6;65,7;20,2;16,4;7,9;3,76;2,99;-2,23;-9,25;51,46;31,17;25,21;7,77;-6,58;-7,26
